3,6
2,68
1,67
1,62
2,17
1,48
1,66
1,52
1,29
1,56
1,15
1,51
3,70
1,10
1,46
1,23
56,61
2,53
1,64
1,41
1,68
32,51
1,54
2,18
1,31
24,51
1,26
2,7,19,27,38,52,64,69
3,8,12,16,25,30,55,63
7,15,19,33,38,44,62,69
2,7,33,38,44,52,56,69
1,13,25,33,42,60,62,68
2,19,33,38,48,52,56,69
3,8,12,16,30,55,61,62
3,8,12,16,25,30,55,62
2,7,15,38,44,48,56,64
2,7,19,33,38,44,56,69
2,7,15,19,38,44,62,69
2,7,19,38,44,48,52,56
2,7,15,19,32,48,57,65
2,7,19,33,38,44,48,69
2,7,19,34,38,44,52,69
2,7,19,38,44,48,52,69
7,19,38,44,52,56,64,69
2,7,19,38,44,52,64,69
2,7,19,38,52,56,64,69
2,7,19,38,44,48,52,64
2,7,19,38,44,52,56,69
2,7,32,38,44,48,64,69
2,7,23,34,38,44,52,69
2,7,19,34,38,44,48,52
2,7,32,38,44,48,56,69
2,7,15,19,27,38,56,69
2,19,38,44,48,52,64,69
2,7,15,19,32,38,44,48,69
2,7,19,33,38,44,48,52,69
2,7,19,34,38,44,48,52,69
3,8,12,16,25,30,41,46,55
2,7,15,19,33,38,44,56,69
2,7,27,33,38,44,52,56,69
2,7,19,32,38,44,56,64,69
2,7,19,38,44,48,56,64,69
3,8,12,16,25,30,32,46,55
2,15,19,32,38,44,48,56,69
2,7,19,33,38,44,48,56,69
2,7,15,38,44,48,56,64,69
2,7,19,23,34,38,44,52,69
2,7,19,38,44,52,56,64,69
2,7,15,19,38,44,56,64,69
8,12,16,25,30,32,41,46,63
2,7,19,34,38,44,48,56,69
2,7,19,32,38,44,48,56,69
7,19,33,38,44,52,56,64,69
3,8,12,16,25,30,46,55,63
8,12,16,25,30,32,46,55,63
3,8,12,16,25,30,41,46,63
2,7,19,27,33,38,44,52,69
2,7,19,33,38,44,52,56,69
2,7,19,38,44,48,52,64,69
2,7,19,34,38,44,52,56,69
2,7,15,19,38,44,52,64,69
2,7,15,19,32,38,44,56,69
2,7,19,38,44,48,52,56,64
3,12,16,25,30,32,41,46,55
3,8,12,16,25,30,32,41,46,55
2,7,19,27,33,38,44,52,56,69
2,7,15,32,38,44,48,56,64,69
8,12,16,25,30,32,46,55,59,63
3,8,12,16,25,30,41,46,55,68
2,7,15,19,33,38,44,56,64,69
3,8,16,25,30,32,46,55,59,63
3,8,12,16,25,30,32,55,63,68
3,8,12,16,25,32,41,46,55,59
3,8,12,16,25,30,32,46,55,68
3,8,12,16,25,30,32,46,55,63
2,7,15,19,23,38,44,52,64,69
2,7,19,33,38,44,48,52,64,69
3,8,12,16,25,30,39,46,55,63
3,12,16,25,30,32,46,55,63,68
2,7,19,33,38,44,48,52,56,69
3,8,12,16,25,30,41,46,55,63
3,8,12,16,25,30,46,55,63,68
2,7,15,19,33,38,44,48,56,69
8,12,16,25,32,46,55,59,63,68
2,7,15,19,38,44,48,56,64,69
2,7,15,27,38,44,52,56,64,69
2,7,15,19,33,38,44,48,56,64
2,7,15,19,32,38,44,56,64,69
3,8,12,25,30,41,46,55,63,68
3,12,16,25,30,32,41,46,55,63
2,7,15,19,23,33,38,44,56,69
2,7,15,33,38,44,48,56,64,69
2,7,19,32,38,44,48,56,64,69
3,8,12,16,30,32,46,55,59,63
2,7,15,19,32,38,44,48,56,69
2,7,15,19,32,38,44,48,56,64
8,12,16,25,30,32,41,46,55,63
2,7,15,19,23,38,44,56,64,69
3,8,12,16,25,30,32,46,55,59
3,8,16,25,30,32,41,46,55,63,68
3,8,12,16,25,32,39,46,55,63,68
3,8,12,16,25,30,32,46,55,63,68
3,8,12,25,30,32,39,55,59,63,68
3,8,12,16,25,30,41,46,55,63,68
2,7,15,19,33,38,44,48,56,64,69
3,8,12,16,25,30,32,41,46,55,59
3,8,12,25,30,32,46,55,59,63,68
2,7,19,27,33,38,44,52,56,64,69
3,8,12,16,25,30,32,41,46,55,63
2,7,15,19,23,33,38,44,56,64,69
3,8,12,16,25,30,32,39,41,55,63
8,12,16,25,30,32,41,46,55,63,68
3,12,16,25,30,32,41,46,55,63,68
3,8,12,16,30,32,41,46,55,59,63
8,12,16,25,30,32,46,55,59,63,68
3,8,12,16,30,32,46,55,59,63,68
3,8,12,16,25,30,46,55,59,63,68
3,8,12,25,30,32,41,46,59,63,68
3,8,12,16,30,32,39,46,55,59,63
2,7,19,27,33,38,44,48,52,56,69
3,8,12,16,25,30,32,46,55,59,68
3,8,12,16,25,30,39,46,55,59,63
2,7,15,19,23,38,44,48,56,64,69
3,8,12,16,25,30,41,46,55,59,68
3,8,12,16,25,30,32,46,55,59,63
3,8,12,25,30,32,41,46,55,59,63
3,8,12,16,25,30,41,46,55,59,63
2,7,15,19,23,38,44,52,56,64,69
3,8,16,25,30,32,41,46,55,59,63
3,8,12,16,25,41,46,55,59,63,68
3,8,12,16,25,30,32,46,59,63,68
3,8,16,25,30,32,46,55,59,63,68
3,12,16,25,30,32,41,55,59,63,68
2,7,15,19,32,38,44,48,56,64,69
3,8,12,16,25,30,32,39,46,63,68
2,7,19,27,33,38,44,48,56,64,69
3,8,12,16,25,30,32,39,46,55,59
3,8,12,16,25,30,32,39,46,55,68
3,8,12,16,25,30,32,39,46,55,63
3,12,16,25,30,32,41,46,55,59,63
3,8,12,16,25,30,32,39,41,46,55
8,12,16,25,30,32,39,46,55,63,68
3,8,12,16,25,30,39,41,46,55,63
3,8,12,25,30,32,39,41,55,59,68
3,8,12,16,25,30,32,55,59,63,68
3,8,12,25,30,32,39,41,55,59,63
3,8,12,16,25,30,39,46,55,63,68
3,8,16,25,30,32,41,55,59,63,68
3,8,12,25,30,32,41,46,55,59,63,68
3,8,12,16,25,30,39,41,46,59,63,68
3,12,16,25,30,32,41,46,55,59,63,68
3,8,12,16,30,32,39,41,46,55,63,68
3,8,12,16,25,30,32,39,46,55,59,63
3,8,12,16,25,30,32,41,55,59,63,68
3,8,12,16,30,32,41,46,55,59,63,68
3,12,25,30,32,39,41,46,55,59,63,68
3,12,16,25,30,32,39,41,46,55,63,68
3,8,12,16,25,30,32,41,46,55,59,68
3,8,12,30,32,39,41,46,55,59,63,68
3,12,16,25,30,32,39,41,46,59,63,68
3,8,16,25,30,32,39,41,46,55,63,68
3,8,12,16,25,30,32,41,46,55,59,63
3,8,12,25,30,32,39,41,46,59,63,68
3,8,12,16,25,32,39,41,46,55,59,63
3,8,12,25,30,32,39,46,55,59,63,68
3,12,16,25,30,32,39,41,46,55,59,68
3,8,12,16,25,30,32,39,41,55,59,63
8,12,16,25,30,32,39,41,46,55,63,68
3,12,16,25,30,32,39,41,55,59,63,68
2,7,15,19,33,38,44,48,52,56,64,69
3,8,12,16,25,30,32,39,41,46,59,63
3,8,12,25,30,32,39,41,55,59,63,68
8,12,16,25,30,32,41,46,55,59,63,68
3,8,12,16,32,39,41,46,55,59,63,68
3,8,12,16,25,30,32,39,46,55,63,68
3,8,12,16,25,30,32,39,55,59,63,68
3,8,12,16,30,32,39,46,55,59,63,68
3,8,12,25,30,32,39,41,46,55,59,63
3,12,16,25,30,32,39,46,55,59,63,68
3,8,12,16,25,30,32,41,46,55,63,68
3,8,12,16,25,30,39,41,46,55,63,68
3,8,12,16,30,32,39,41,46,55,59,63
3,12,16,25,30,32,39,41,46,55,59,63
3,8,12,16,25,30,32,39,41,46,55,59
3,8,12,16,25,30,41,46,55,59,63,68
3,8,16,25,30,32,41,46,55,59,63,68
3,8,12,16,30,39,41,46,55,59,63,68
3,8,16,25,30,32,39,46,55,59,63,68
3,8,16,25,30,32,39,41,46,55,59,63
3,8,12,16,25,32,41,46,55,59,63,68
3,8,12,16,25,32,39,46,55,59,63,68
3,8,12,16,25,30,32,39,41,46,63,68
3,8,16,25,30,32,39,41,55,59,63,68
3,8,12,16,25,30,39,46,55,59,63,68
3,8,12,16,25,30,32,46,55,59,63,68
3,8,12,16,25,30,32,39,41,46,55,68
3,8,12,25,30,32,39,41,46,55,63,68
3,8,12,16,25,30,32,41,46,59,63,68
3,8,12,16,25,30,32,39,46,59,63,68
3,8,12,16,25,30,32,39,41,46,55,63
3,12,16,25,30,32,39,41,46,55,59,63,68
3,8,12,16,25,30,39,41,46,55,59,63,68
3,8,12,16,25,30,32,39,46,55,59,63,68
3,8,12,16,25,30,32,39,41,46,59,63,68
3,8,12,16,25,30,32,41,46,55,59,63,68
3,8,12,16,25,30,32,39,41,55,59,63,68
3,8,12,16,25,30,32,39,41,46,55,59,68
3,8,12,16,25,30,32,39,41,46,55,59,63
3,8,12,16,25,32,39,41,46,55,59,63,68
3,8,12,25,30,32,39,41,46,55,59,63,68
3,8,12,16,25,30,32,39,41,46,55,63,68
3,8,16,25,30,32,39,41,46,55,59,63,68
3,8,12,16,30,32,39,41,46,55,59,63,68
3,8,12,16,25,30,32,39,41,46,55,59,63,68
