1,6,26
1,6,104
1,6,434
1,6,391
1,6,358
1,6,171
1,6,449
2,10,327
2,10,461
1,6,272
1,6,183
1,406,418
1,9,304
3,10,121
6,165,440
1,6,99
1,6,341
2,10,255
1,6,210
1,6,429
10,121,173
1,247,309
1,6,418
1,6,496
1,6,77
1,343,413
1,6,90
1,6,345
1,6,433
1,6,158
1,6,102
1,6,200
1,6,236
1,54,130,156,231,237,288,315,329,406,455,489
1,54,110,130,231,237,288,315,329,406,455,489
1,26,91,130,152,156,231,288,329,406,413,455
1,26,34,91,130,152,156,288,329,406,413,455
1,54,119,130,231,237,288,315,329,413,455,489
1,54,130,149,231,237,288,315,329,413,455,489
1,54,118,130,231,237,288,315,329,406,455,489
1,130,156,231,237,288,315,329,406,413,455,489
1,54,69,130,231,237,288,315,329,406,455,489
1,54,130,169,231,237,288,315,329,413,455,489
1,26,91,130,152,156,274,288,329,406,413,455
1,26,91,97,130,152,156,288,329,406,413,455
1,26,54,91,130,152,156,276,329,406,413,455
1,26,54,91,130,152,156,252,329,406,413,455
1,54,130,152,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,205,329,406,413,455
1,54,130,160,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,237,288,329,406,455
1,24,54,130,231,237,288,315,329,406,455,489
1,54,130,231,237,288,315,329,383,413,455,489
1,26,54,91,130,152,156,329,406,413,455,489
1,54,130,231,237,288,315,329,406,414,455,489
1,54,130,166,231,237,288,315,329,413,455,489
1,26,91,130,156,231,237,288,329,413,455,489
1,6,27,54,125,187,276,289,321,340,406,442
1,6,35,61,104,210,250,294,341,356,400,423
1,26,91,130,152,156,259,288,329,406,413,455
1,54,130,144,231,237,288,315,329,406,455,489
1,26,91,130,152,156,288,329,406,413,455,474
1,26,54,91,130,152,156,300,329,406,413,455
1,26,91,130,152,156,275,288,329,406,413,455
1,54,91,130,152,231,237,315,329,406,455,489
1,26,91,130,152,156,288,329,406,413,455,487
1,26,91,130,152,156,262,288,329,406,413,455
1,26,91,130,152,156,219,288,329,406,413,455
1,24,90,169,241,259,329,358,400,417,453,478
1,54,83,130,231,237,288,315,329,413,455,489
1,26,91,130,152,156,288,323,329,406,413,455
1,26,54,91,130,152,156,222,329,406,413,455
1,6,27,54,187,229,268,288,406,420,442,491
1,54,130,161,231,237,288,315,329,413,455,489
1,54,130,167,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,243,329,406,413,455
1,26,54,91,130,152,156,329,406,413,455,491
1,26,54,91,130,152,156,274,329,406,413,455
1,26,54,91,130,152,156,237,288,329,455,489
1,26,54,91,130,152,156,237,288,329,406,489
1,26,54,91,130,152,156,329,406,413,455,471
1,26,91,130,152,156,288,329,406,413,455,486
1,27,146,226,242,262,296,321,330,406,418,442
1,54,130,231,237,288,315,329,406,419,455,489
1,54,81,130,231,237,288,315,329,406,455,489
1,26,91,130,152,156,288,329,406,413,455,476
1,54,130,231,237,288,315,329,397,413,455,489
1,9,54,130,231,237,288,315,329,413,455,489
1,26,91,130,152,156,288,329,406,413,455,489
1,54,110,130,231,237,288,315,329,413,455,489
1,26,91,130,152,156,201,288,329,406,413,455
1,26,54,91,152,156,237,329,406,418,455,489
1,54,108,130,231,237,288,315,329,413,455,489
1,54,130,231,237,288,315,329,406,409,455,489
1,6,35,61,104,210,250,294,341,356,423,464
1,54,91,99,130,152,156,237,329,406,455,489
1,54,91,130,231,237,288,315,329,406,455,489
1,26,91,130,152,156,288,311,329,406,413,455
1,27,146,226,242,262,296,321,406,418,442,469
1,54,130,139,231,237,288,315,329,413,455,489
1,6,76,221,239,269,294,345,356,387,423,477
1,26,91,130,152,156,205,288,329,406,413,455
1,54,130,231,237,288,315,329,406,411,455,489
1,54,130,144,231,237,288,315,329,413,455,489
1,26,130,152,231,237,288,315,329,406,455,489
1,54,130,231,237,288,315,329,406,420,455,489
1,26,91,130,152,156,221,288,329,406,413,455
1,26,91,130,152,156,237,288,322,329,455,489
1,26,91,130,152,156,246,288,329,406,413,455
1,24,90,169,241,259,325,358,400,417,453,478
1,26,91,130,152,156,288,322,329,406,413,455
1,26,54,91,130,152,156,253,329,406,413,455
1,54,83,130,231,237,288,315,329,406,455,489
1,6,130,145,167,225,247,297,391,418,463,471
1,6,104,117,216,245,294,334,356,397,423,446
1,26,91,130,152,156,288,329,406,413,455,488
1,26,54,91,130,152,156,312,329,406,413,455
1,26,54,91,130,152,156,265,329,406,413,455
1,54,91,130,152,156,237,288,329,406,455,489
1,26,54,91,130,152,156,196,329,406,413,455
1,6,27,54,125,187,289,343,406,420,442,491
1,54,91,130,231,237,288,315,329,413,455,489
1,26,54,91,130,152,156,237,329,406,455,489
1,54,130,156,231,237,288,315,329,413,455,489
1,26,54,61,91,130,152,156,329,406,413,455
1,6,61,76,210,250,294,341,356,387,423,473
1,26,54,91,130,152,156,288,329,406,455,489
1,54,130,231,237,288,315,329,356,413,455,489
1,26,91,130,152,156,288,306,329,406,413,455
1,54,130,171,231,237,288,315,329,406,455,489
1,26,54,130,152,156,237,315,329,406,413,455
1,27,82,146,226,262,296,321,330,406,418,442
1,26,91,130,152,156,276,288,329,406,413,455
1,27,82,146,226,242,262,296,330,406,442,477
1,54,130,152,231,237,288,315,329,413,455,489
1,6,61,104,210,250,294,341,356,423,464,473
1,28,54,130,231,237,288,315,329,406,455,489
1,26,91,130,152,156,288,315,329,406,413,455
1,6,27,54,125,187,225,289,343,406,420,442
1,54,74,130,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,324,329,406,413,455
1,6,76,84,120,294,345,356,387,423,457,477
1,54,71,130,231,237,288,315,329,413,455,489
1,54,130,161,231,237,288,315,329,406,455,489
1,6,98,117,216,245,261,294,320,330,397,446
1,54,113,130,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,282,329,406,413,455
1,54,130,231,237,288,315,329,394,413,455,489
1,26,54,91,130,152,156,323,329,406,413,455
1,20,54,130,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,322,329,406,413,455
1,54,130,171,231,237,288,315,329,413,455,489
1,26,91,130,152,156,216,288,329,406,413,455
1,6,27,41,54,187,207,289,406,420,442,477
1,26,54,91,130,152,156,325,329,406,413,455
1,26,54,91,130,152,156,237,329,406,418,455
1,54,130,231,237,288,315,329,392,413,455,489
1,26,54,130,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,315,329,406,413,455
1,26,54,91,103,130,152,156,329,406,413,455
1,6,43,61,104,210,250,262,294,356,423,464
1,9,54,130,231,237,288,315,329,406,455,489
1,27,82,133,146,226,242,262,296,406,418,442
1,54,130,231,237,288,315,329,396,413,455,489
1,54,86,130,231,237,288,315,329,406,455,489
2,10,61,136,151,209,245,264,308,391,442,493
1,26,54,91,130,152,156,329,406,413,455,487
1,54,91,112,130,231,237,288,329,406,455,489
1,26,54,91,130,152,156,246,329,406,413,455
1,26,91,130,152,156,231,288,329,413,455,489
1,54,130,231,237,288,315,329,386,413,455,489
1,6,54,125,187,268,289,343,406,420,442,491
1,54,130,231,237,288,315,329,406,424,455,489
1,26,91,100,130,152,156,288,329,406,413,455
1,54,91,130,156,231,237,315,329,413,455,489
1,26,54,130,231,237,288,315,329,413,455,489
1,26,54,91,130,152,156,288,329,406,413,455
1,6,76,98,221,269,294,345,356,387,423,477
1,54,130,158,231,237,288,315,329,406,455,489
1,6,87,104,210,294,322,341,356,423,464,473
1,26,54,91,130,152,237,288,329,406,455,489
1,26,54,91,130,152,156,297,329,406,413,455
1,54,71,130,231,237,288,315,329,406,455,489
1,26,54,91,130,152,156,329,406,413,455,486
1,26,54,91,130,152,156,291,329,406,413,455
1,26,91,130,152,156,253,288,329,406,413,455
1,54,85,130,231,237,288,315,329,406,455,489
