4,13,27,46,73,94,103,160,165,190
8,10,24,27,32,48,103,159,160,165
4,27,32,42,103,115,127,160,172,190
8,28,32,75,108,159,160,165,172,190
3,4,46,83,103,107,115,127,172,190
4,27,32,42,46,73,94,103,165,190
26,28,32,65,73,103,122,160,165,176
4,13,36,46,73,88,103,105,108,172
11,46,73,75,79,87,103,128,160,165
3,4,19,20,36,115,126,129,130,190
3,4,22,27,32,46,90,93,103,104
4,46,90,93,100,108,115,160,165,197
4,13,27,36,46,103,105,160,164,197
3,22,27,32,38,103,104,107,190,195
10,27,32,37,46,115,129,147,165,172,189
3,4,32,42,46,103,104,115,160,170,183
21,27,32,103,108,139,159,165,172,190,193
8,13,27,42,46,73,108,121,160,165,190
19,32,36,48,73,79,108,144,152,159,190
19,20,32,42,73,115,129,159,165,172,190
4,20,27,36,53,108,129,160,172,190,191
4,15,19,27,52,73,103,165,172,173,190
4,46,73,90,100,102,108,115,160,172,197
8,17,32,46,73,79,83,103,115,160,190
4,8,14,27,42,103,108,159,160,172,190
36,43,46,58,79,103,108,125,127,144,197
8,17,46,73,79,83,103,108,127,165,190
19,27,36,48,79,108,127,139,159,160,190
4,8,27,36,73,79,108,115,160,185,190
4,8,27,32,42,46,73,103,160,165,190
27,32,46,75,108,129,147,165,172,189,190
3,4,22,27,32,36,103,145,156,166,190
4,27,46,90,91,93,103,106,160,165,172
8,22,29,32,44,104,127,139,160,161,190
4,8,13,27,32,73,103,108,121,160,165
4,73,103,108,123,127,160,165,171,172,190
27,46,73,90,91,106,108,121,160,165,197
4,20,32,73,90,108,115,129,160,165,172
8,19,27,36,39,48,103,108,127,159,190
10,27,32,46,75,108,115,147,165,189,190
26,36,89,103,116,119,122,131,149,160,190
8,10,27,32,35,75,121,131,160,186,190
4,20,27,32,36,53,73,108,172,190,191
4,27,32,36,53,73,108,115,160,172,191
8,27,47,75,103,115,159,160,164,176,190
4,32,36,46,58,79,108,122,125,127,197
4,19,20,27,36,53,108,115,129,160,172
4,8,27,32,36,46,73,103,144,152,190
4,26,32,73,103,108,115,122,160,165,190
22,27,32,42,46,83,104,160,170,183,190
27,36,38,46,115,127,129,157,164,172,185
4,46,73,90,93,100,102,103,108,115,160
8,27,36,39,48,73,103,127,159,160,190
4,27,32,46,83,96,103,115,165,172,190
4,46,73,90,93,100,102,115,160,172,197
8,22,27,29,32,44,115,126,127,160,161
32,42,93,103,108,115,122,160,165,172,197
3,4,27,46,66,96,104,123,160,190,191
27,29,44,104,115,126,127,139,160,161,165
8,28,73,75,103,115,159,160,164,176,190
4,27,42,73,83,108,115,160,165,172,190
4,46,73,90,93,100,102,103,115,172,197
4,8,32,46,82,101,103,115,144,172,185
4,19,32,42,48,63,73,83,108,115,165
4,19,32,42,78,103,108,115,122,165,172
4,27,32,36,46,103,115,127,172,185,190
4,8,13,42,46,103,108,157,165,172,190
8,27,28,73,103,108,159,160,164,172,176
13,20,27,42,60,116,143,159,160,172,189
27,28,47,75,103,108,115,160,172,176,190
3,4,22,27,103,115,131,160,166,190,193
4,8,36,45,73,92,103,115,125,127,144
4,27,32,36,46,73,108,115,127,185,190
4,73,90,100,102,103,108,115,160,172,197
8,27,32,46,73,75,86,115,160,165,172
8,27,28,32,73,84,103,108,115,160,190
8,27,32,36,46,103,108,115,127,160,185
8,27,28,32,75,84,103,115,160,165,190
8,27,32,48,75,79,101,108,115,144,190
4,8,32,48,73,103,108,144,152,155,159
3,32,46,103,104,110,115,122,160,170,197
13,27,32,48,79,103,108,121,160,165,190
16,27,36,46,103,108,115,144,164,185,190
3,4,55,103,104,110,115,122,123,170,191
8,27,36,39,73,79,108,127,139,160,190
4,46,73,93,100,102,103,108,115,160,197
4,19,32,42,73,83,108,115,127,129,172
4,26,32,42,46,73,83,108,122,165,190
3,4,22,27,36,115,131,156,160,166,190
32,42,46,73,83,96,108,115,160,165,190
4,8,15,42,46,103,107,108,115,165,172
15,19,73,103,106,108,115,165,172,173,190
3,27,32,42,46,83,103,104,115,160,170
20,61,84,97,108,115,117,154,160,172,190
4,19,20,27,60,108,143,159,160,165,189
27,32,73,96,103,108,115,172,185,190,191
8,46,73,75,86,108,115,147,161,165,190
3,27,32,44,103,104,115,131,160,183,190
4,8,15,27,42,46,73,83,107,165,172
4,26,32,42,63,73,83,108,115,160,165
4,8,13,27,42,103,157,160,165,172,184
42,46,73,83,103,108,115,122,160,165,190
4,19,27,32,53,108,115,129,160,172,191
4,32,36,43,46,58,108,115,122,125,144
4,27,36,72,107,115,127,129,164,185,190
4,27,73,108,121,123,160,165,171,172,190
4,27,42,83,103,108,115,119,160,172,190
4,19,26,32,42,48,63,83,108,122,165
3,4,22,27,32,42,46,83,103,115,190
4,27,32,83,103,104,115,160,172,189,190
3,4,22,32,42,46,83,104,115,160,190
4,27,32,104,115,160,165,172,180,189,190
4,19,27,32,73,90,111,115,125,129,165
27,32,73,75,84,103,108,165,172,176,190
4,32,36,73,103,108,115,160,172,185,191
8,27,32,48,73,75,103,108,115,144,190
4,8,15,42,46,73,83,103,115,172,190
27,28,32,36,73,75,103,108,115,160,190
4,26,32,46,79,83,103,108,115,122,190
8,19,27,32,36,76,79,103,115,160,185
4,32,36,46,58,79,103,122,127,144,197
26,32,67,79,83,95,108,115,122,165,190
4,27,46,73,115,123,127,160,165,172,190
8,27,32,108,115,127,141,160,172,185,190
22,32,42,46,103,104,115,160,170,183,190
8,28,32,73,84,103,108,115,160,165,172
4,8,13,36,46,56,108,121,160,172,190
8,27,47,73,75,103,115,159,160,176,190
4,27,32,46,73,103,121,127,160,165,171
4,8,19,32,36,73,76,79,103,185,190
4,8,27,32,36,46,103,115,130,160,185
8,13,46,48,103,108,121,138,160,165,190
3,4,27,42,46,83,103,115,160,170,190
8,27,32,103,108,127,139,160,165,172,190
3,4,46,55,110,115,122,123,160,170,191
1,27,32,73,84,103,108,115,160,172,190
26,32,58,71,95,103,108,115,144,172,185
4,13,27,32,46,56,121,160,172,183,190
4,8,19,36,73,76,79,103,115,160,190
27,42,46,83,108,115,119,127,160,172,190
4,46,73,103,106,108,121,160,165,172,197
4,13,36,46,73,85,103,108,144,152,172
4,32,42,46,83,104,115,160,170,183,190
3,4,36,103,131,145,156,160,166,190,193
8,28,32,73,84,108,115,165,172,176,190
4,27,32,38,42,103,107,115,137,172,197
8,27,32,46,73,103,127,141,160,172,185
8,27,32,73,75,108,115,147,160,165,190
3,4,22,27,32,42,103,104,115,170,183
3,4,36,89,95,103,116,119,131,172,190
4,8,32,48,58,79,104,115,144,148,175
4,19,27,32,36,53,73,115,129,160,191
27,29,32,44,104,126,127,139,161,165,190
13,32,46,48,79,108,121,138,160,165,190
46,73,90,93,100,103,108,115,160,172,197
32,73,83,103,108,115,122,160,165,172,190
26,36,46,71,75,103,108,115,144,172,185
4,27,42,46,83,103,108,119,160,165,190
4,27,32,73,103,108,115,127,159,160,172
4,8,32,46,73,115,127,141,160,172,185
19,32,42,73,78,103,108,115,122,160,165
4,8,13,27,46,69,73,79,85,152,165
4,73,90,93,100,102,108,115,160,172,197
4,27,46,73,83,108,127,157,160,165,172,190
12,28,32,65,73,108,115,160,165,172,176,190
4,27,32,46,73,103,127,135,160,165,172,190
4,8,27,32,36,46,108,115,160,172,185,190
4,27,36,46,73,88,103,105,108,160,164,197
4,13,27,36,46,56,58,79,108,109,138,144
27,32,46,73,100,108,115,125,160,165,172,197
3,4,27,46,83,103,107,115,127,172,175,190
13,42,73,77,93,103,108,125,160,165,168,188
4,42,46,73,83,103,106,108,115,127,172,190
27,32,46,75,87,103,108,115,147,160,165,172
8,32,42,73,83,103,108,115,127,160,165,190
28,32,40,73,103,108,115,122,160,165,172,190
4,19,27,31,32,83,103,104,115,172,183,190
8,27,28,32,75,103,108,159,160,165,172,190
4,27,42,83,106,108,115,127,160,165,172,173
4,32,46,73,103,108,120,122,160,165,171,190
19,27,68,73,79,90,93,103,108,115,128,197
7,27,28,73,75,103,115,157,159,160,165,190
4,8,27,32,42,73,83,103,115,127,160,190
3,4,27,42,46,104,115,160,170,172,183,197
4,32,36,38,46,73,107,108,128,144,191,195
27,28,30,73,83,106,115,127,139,160,165,190
19,27,31,83,103,104,115,145,170,172,183,190
4,8,27,42,46,73,94,103,108,160,165,190
27,32,73,75,103,108,115,147,160,165,172,190
26,32,40,65,73,75,103,108,122,145,160,190
3,4,22,27,32,46,90,93,103,104,115,163
4,8,13,20,32,36,73,108,121,172,190,194
4,14,27,32,103,108,115,145,166,183,190,193
4,8,27,42,46,83,103,115,127,160,172,190
4,8,27,42,46,73,103,108,115,127,172,190
3,4,19,27,32,36,79,113,129,130,160,190
8,27,32,46,73,75,103,108,147,160,172,190
4,13,32,42,46,73,94,103,108,160,165,190
11,27,32,46,73,75,79,87,103,128,160,165
4,25,32,42,108,115,127,159,160,165,172,190
3,22,32,35,58,59,104,114,131,139,144,166
27,75,103,108,115,157,160,165,172,176,189,190
8,27,42,46,73,83,103,108,115,165,172,190
4,32,42,46,95,103,108,115,122,160,172,190
3,4,32,46,93,95,103,115,122,170,191,197
3,4,22,27,32,38,42,104,115,144,190,195
4,8,27,32,46,73,103,115,127,160,165,172
4,27,32,90,100,103,115,125,160,165,172,197
4,8,27,42,73,83,108,115,127,157,160,172
4,8,13,27,32,46,73,94,103,160,165,190
32,46,73,79,83,103,108,115,127,128,160,165
3,4,20,27,36,113,115,126,129,130,159,160
4,8,13,27,32,36,46,56,58,109,138,190
4,19,20,26,32,42,83,108,122,160,172,190
4,25,32,42,103,108,115,127,159,165,172,190
8,27,32,46,73,108,115,147,160,165,172,190
4,25,27,32,42,103,115,127,159,160,172,190
4,20,42,73,83,108,115,117,160,165,172,190
27,32,74,75,87,90,93,103,108,115,116,165
8,13,20,27,32,36,53,73,108,172,190,194
3,4,5,46,95,103,104,115,122,160,189,190
27,46,73,83,106,108,115,127,160,172,173,190
8,10,24,27,28,32,79,108,115,160,165,190
4,13,36,46,73,88,103,105,108,164,172,197
4,19,20,26,32,42,108,115,165,167,172,190
4,27,46,73,90,93,100,103,108,165,172,197
4,46,73,94,103,108,120,122,160,165,171,190
3,4,19,27,32,103,115,160,170,172,183,190
21,27,32,46,87,127,160,165,171,172,190,192
13,27,36,73,88,103,105,108,160,164,172,197
4,27,42,73,83,108,127,160,165,172,173,190
19,27,32,73,84,108,115,165,172,176,190,193
21,32,46,87,103,127,160,165,171,172,190,192
26,28,32,65,73,103,108,122,160,165,172,176
4,13,27,36,73,88,105,108,160,164,172,197
3,4,22,27,32,38,46,49,104,144,190,195
3,4,5,22,26,32,42,46,95,103,189,190
4,25,27,32,42,103,108,127,159,160,165,172
8,27,42,46,73,83,103,108,127,160,172,190
4,27,32,46,73,90,100,103,108,115,125,165
4,27,32,42,83,108,115,151,160,172,183,190
4,27,32,42,46,83,115,127,160,165,172,190
3,4,27,32,54,84,104,115,126,160,166,190
21,27,32,46,87,108,127,165,171,172,190,192
32,36,38,46,73,85,103,108,127,172,185,190
4,27,36,46,73,88,103,105,160,164,172,197
3,4,20,27,34,53,115,126,156,172,174,191
3,4,9,20,27,42,53,116,121,160,172,183
8,32,46,73,83,103,108,115,160,165,172,190
4,32,46,49,59,103,104,109,138,144,195,199
27,46,73,75,79,90,93,103,108,115,128,165
4,27,32,45,73,79,103,108,125,127,160,197
4,27,32,36,46,103,108,160,172,183,185,190
4,8,27,32,46,73,103,108,115,160,165,172
4,13,27,36,46,73,103,105,108,160,164,197
4,32,42,46,83,103,108,115,151,160,183,190
8,10,27,28,32,75,103,108,115,160,172,190
4,8,27,32,46,48,73,79,83,108,115,127
4,27,32,79,83,103,108,115,127,128,165,190
4,8,13,27,32,42,46,73,94,103,165,190
20,26,28,65,75,93,108,115,122,160,165,172
4,8,32,42,46,73,83,103,115,127,165,172
26,32,65,73,75,103,115,122,160,165,172,176
4,32,46,90,93,103,108,160,162,165,189,197
4,8,42,46,73,83,103,108,115,127,160,190
27,32,73,75,87,103,108,115,147,160,165,172
4,8,27,32,42,46,103,108,115,127,172,190
27,32,46,73,90,93,103,108,125,165,172,197
4,8,27,32,46,73,103,108,127,160,165,172
4,20,26,32,42,83,95,108,115,122,165,190
8,14,18,19,32,42,73,108,122,165,172,190
4,13,27,36,46,73,103,108,160,164,172,197
26,32,46,73,103,108,120,122,160,165,171,190
3,4,9,20,27,32,42,53,116,160,172,183
4,27,32,46,79,90,93,103,115,123,162,165
7,8,27,73,75,103,157,159,164,165,172,190
4,8,27,32,42,46,83,108,115,165,172,190
4,8,32,42,46,73,83,103,115,127,160,172
4,19,68,73,79,90,93,103,108,115,128,160
8,10,24,27,75,79,108,115,159,160,165,190
8,10,24,27,28,75,79,103,115,159,160,165
4,27,32,42,103,108,115,127,159,165,172,190
4,27,32,42,46,83,103,115,151,160,183,190
10,27,28,32,75,103,108,159,160,165,172,190
27,32,74,75,87,90,93,115,116,160,165,172
4,27,32,42,46,73,83,103,115,165,172,190
3,4,22,32,38,46,49,104,115,144,190,195
4,8,42,46,73,108,115,127,160,165,172,190
4,8,32,42,46,83,103,108,127,160,172,190
23,27,28,36,73,75,103,108,144,164,190,195
4,8,27,32,42,46,73,103,127,160,172,190
4,27,36,38,73,107,115,128,144,190,191,195
3,9,20,27,32,42,53,116,121,160,172,190
4,25,27,32,42,103,127,159,160,165,172,190
8,10,24,27,32,48,79,103,159,160,165,190
3,4,20,27,32,34,126,129,156,172,174,191
4,26,42,46,83,95,103,108,160,165,189,190
8,27,73,103,108,115,157,159,160,164,165,190
8,27,32,48,73,83,103,108,115,160,165,190
3,4,9,20,27,32,42,116,121,160,172,183
4,8,27,42,46,83,108,115,127,160,165,190
3,4,9,20,27,32,42,121,160,172,183,190
27,32,46,87,108,127,160,165,171,172,190,192
4,19,20,27,32,36,113,115,126,129,130,190
21,27,32,46,87,103,127,160,165,172,190,192
26,42,46,73,77,93,103,160,165,168,172,188
4,32,46,93,108,115,123,160,162,165,189,197
27,32,42,103,108,115,127,159,160,165,172,190
8,27,32,46,83,108,115,127,160,165,172,190
4,32,55,73,90,103,108,115,123,127,160,197
8,27,32,46,73,75,103,108,147,165,172,190
4,8,27,32,46,73,83,103,108,160,172,190
27,32,46,73,75,103,108,115,147,165,172,190
3,22,46,64,95,104,115,122,160,170,191,197
4,22,27,32,46,103,104,109,144,190,195,199
74,75,87,90,93,103,108,115,116,160,165,172
4,36,46,73,101,103,115,134,144,157,164,168
3,4,27,32,46,103,104,107,127,144,175,190
27,32,46,73,87,103,108,115,147,165,172,190
4,14,36,45,73,79,108,115,125,127,160,197
20,28,32,36,38,73,101,122,139,142,172,190
4,27,32,42,104,115,126,127,131,172,189,190
4,27,32,42,46,103,108,115,151,160,183,190
4,8,27,42,46,73,103,108,115,160,172,190
4,14,19,27,32,73,108,160,172,185,190,193
3,4,20,34,36,53,115,126,160,172,174,191
4,8,27,46,73,108,127,135,160,165,172,190
4,8,27,32,46,103,108,127,135,160,165,190
27,42,73,83,103,106,108,115,127,160,172,190
21,27,32,46,87,103,108,127,165,172,190,192
4,27,36,103,108,131,145,160,166,172,183,190
27,32,46,73,75,87,103,108,115,160,165,190
4,8,27,42,46,73,83,103,127,160,172,190
4,25,27,32,103,108,115,127,159,160,165,190
4,8,32,36,46,103,115,160,172,183,185,190
12,28,32,65,73,75,103,108,122,165,172,190
27,32,74,75,87,90,93,103,108,115,160,172
4,27,36,46,73,88,103,108,160,164,172,197
4,8,27,32,36,46,103,108,115,172,183,190
4,32,42,73,83,103,108,115,127,160,165,172
26,46,83,95,103,108,115,122,160,165,172,190
27,32,46,73,75,87,103,108,147,160,165,172
27,46,73,101,103,108,115,134,144,157,172,190
27,46,73,87,103,108,115,147,160,165,172,190
27,32,74,75,87,90,93,103,108,116,160,165
3,4,27,32,42,115,126,129,172,181,189,190
16,23,28,36,73,75,103,108,144,164,190,195
4,8,32,42,73,83,108,115,127,160,165,172
4,27,32,46,103,108,127,135,160,165,172,190
4,25,27,32,42,103,108,115,127,159,160,190
8,27,32,46,73,75,103,108,147,160,165,172
8,13,27,32,36,46,56,79,108,138,144,190
27,32,36,38,46,73,103,107,108,115,144,191
4,27,32,42,46,73,94,103,108,160,165,190
19,20,42,73,83,106,115,117,129,136,165,172
3,20,27,36,53,115,126,129,156,160,172,191
4,8,32,42,83,103,108,115,160,172,189,190
4,8,27,32,42,46,103,115,160,165,172,190
4,27,32,46,90,100,103,108,115,125,160,165
4,13,27,36,46,56,58,79,103,108,109,138
3,4,19,20,32,36,113,115,126,130,159,190
3,4,22,27,32,38,49,103,104,107,115,195
28,32,38,101,108,115,122,139,142,144,145,190
8,10,27,28,32,75,108,115,159,160,165,190
12,26,65,73,75,103,115,122,160,172,176,190
4,8,13,20,32,36,53,73,121,172,190,194
4,46,90,93,100,103,108,115,125,160,165,197
4,19,20,32,83,108,115,122,160,165,167,172
4,27,51,73,83,90,93,103,108,125,160,172
4,8,27,32,103,108,115,127,160,165,172,190
4,27,46,51,73,90,93,103,125,160,165,172
4,27,32,46,104,107,115,127,144,172,175,190
4,26,46,73,94,103,108,120,122,160,165,171
4,27,46,51,73,83,90,93,103,108,125,165
8,27,32,46,75,103,108,115,147,160,165,190
4,8,27,32,42,46,103,115,127,160,172,190
8,27,32,73,75,103,108,115,147,165,172,190
8,10,27,32,75,103,108,115,159,165,172,190
4,8,27,36,38,46,73,103,107,127,172,185
4,27,42,46,73,83,108,115,160,165,173,190
27,28,30,42,83,103,106,127,139,160,165,190
4,8,27,32,46,48,73,79,83,103,115,190
4,8,13,20,27,32,36,53,73,108,121,194
4,27,32,42,46,83,103,108,115,160,183,190
28,32,40,73,103,122,139,160,165,172,177,190
4,19,27,32,103,108,115,160,165,172,190,193
4,25,27,32,103,108,115,127,160,165,172,190
16,23,27,28,73,75,108,115,144,164,190,195
16,23,27,28,36,73,103,108,115,144,164,195
4,46,73,90,103,105,108,115,124,160,165,197
4,8,27,73,83,108,115,127,157,160,165,172
3,4,22,27,32,38,46,103,104,107,190,195
27,46,73,75,79,87,90,93,103,115,160,165
4,46,51,73,83,90,93,103,108,125,165,172
4,32,42,46,73,83,108,115,127,160,165,190
26,28,32,65,73,103,108,115,122,160,165,176
4,8,27,32,42,46,73,103,108,160,165,190
27,32,75,87,90,93,103,115,116,160,165,172
8,13,27,32,36,56,58,79,103,108,109,138
4,8,13,27,32,42,46,94,108,160,165,190
4,27,36,46,101,103,115,144,157,164,168,190
4,27,32,36,45,73,79,103,108,115,125,193
4,27,42,46,83,103,108,115,127,160,172,190
27,42,46,73,83,106,108,115,127,160,165,173
4,25,27,42,103,115,127,159,160,165,172,190
4,27,32,46,73,93,100,103,108,115,125,197
4,25,27,32,42,103,108,115,159,160,172,190
3,32,46,64,93,95,103,104,115,160,170,197
8,27,32,46,73,103,108,115,127,160,172,190
4,8,27,32,46,83,103,108,115,160,172,190
27,32,46,93,100,108,115,125,160,165,172,197
4,13,42,73,93,103,108,160,165,168,172,188
4,8,32,46,73,103,108,115,127,160,165,172
4,32,36,73,85,103,108,115,127,172,185,190
27,32,46,73,87,108,115,147,160,165,172,190
4,8,27,42,46,73,83,103,108,115,127,165
4,13,27,36,46,103,105,108,160,164,172,197
8,13,27,32,42,46,94,103,108,160,165,190
4,8,27,32,42,46,103,108,127,160,172,190
4,27,32,42,46,103,108,115,160,172,183,190
32,46,73,94,103,108,120,122,160,165,171,190
8,46,73,75,103,108,115,147,160,165,172,190
4,8,13,20,27,32,36,53,121,172,190,194
26,28,40,73,75,103,115,145,160,165,172,190
4,8,27,32,42,46,73,94,103,108,160,165
3,4,19,20,32,36,115,126,129,130,159,190
