84,124,291,399,480
16,190,202,310,408
124,217,428,460,480
49,221,238,336,383
231,238,273,279,440
65,266,292,317,489
55,133,231,300,497
150,238,390,408,440
150,285,308,381,489
38,129,167,231,300
21,23,190,224,408
20,84,124,190,266
84,308,319,394,489
93,138,190,259,408
170,190,227,259,392
59,84,266,305,496
39,269,336,408,420
84,124,203,331,399
84,109,266,480,489
231,264,280,418,499
238,311,336,381,418
130,138,215,269,308
35,190,244,440,499
79,114,324,336,418
17,84,124,399,480
110,231,253,443,489
84,163,308,381,401
84,162,348,381,382
99,124,138,190,196
183,190,248,432,467
14,84,124,203,432
10,79,231,336,357
138,236,297,395,418
124,190,222,349,432
24,84,381,418,489
39,94,266,343,418
71,84,167,455,481
13,139,190,269,408
157,297,336,418,480
84,115,266,308,381,404,429
35,59,84,136,190,310,496
84,193,266,308,404,450,480
69,84,124,190,352,358,468
26,84,95,166,266,455,489
84,124,323,381,432,480,483
231,336,349,381,418,432,480
12,34,63,238,336,349,381
193,203,225,231,238,336,408
138,150,259,340,435,455,484
20,84,124,223,245,266,455
69,84,148,266,381,412,452
47,84,124,166,266,381,480
124,166,237,241,266,282,455
48,124,266,308,324,455,480
47,69,84,168,190,219,468
47,231,266,383,405,408,418
84,124,308,394,399,430,490
231,266,381,387,418,437,489
99,124,266,308,354,429,480
39,71,266,330,408,436,483
1,266,404,408,418,449,480
39,169,297,320,336,395,418
19,59,84,138,190,211,259
39,118,148,269,336,349,412
54,71,84,221,294,440,489
47,69,84,124,190,266,352
44,231,266,315,408,418,466
1,79,231,336,408,418,480
23,47,119,150,197,297,381
19,59,84,190,259,266,412
23,110,126,159,231,381,452
237,266,321,418,455,480,489
84,163,308,347,374,381,437
108,132,231,274,292,443,489
10,34,231,269,336,408,480
84,115,138,308,309,374,381
39,124,206,266,269,289,381
20,84,124,266,381,480,483
47,79,84,297,381,418,480
84,146,190,219,224,429,496
47,150,266,325,418,455,489
84,124,138,144,399,455,490
34,231,269,300,349,373,432
10,231,336,408,429,442,480
107,190,202,227,259,266,408
19,84,113,132,399,455,480
37,181,289,300,399,480,500
124,173,206,266,269,282,381
37,59,71,84,120,266,412
84,124,200,294,402,480,483
84,219,266,346,418,455,489
39,124,134,206,266,289,381
35,186,191,231,300,412,500
4,10,85,124,190,269,339
69,110,227,231,266,292,408
69,137,231,266,282,381,431
116,132,231,279,418,480,489
69,84,124,138,190,352,372
19,37,59,84,190,266,412
84,138,143,399,418,440,490
22,63,278,297,320,336,418
227,231,266,292,298,408,418
68,231,266,269,282,480,489
4,190,267,269,349,457,496
35,59,84,190,270,368,496
47,84,138,297,308,474,491
39,71,164,198,391,394,408
99,103,124,138,190,282,461
47,231,255,266,292,375,383
35,84,105,190,294,457,496
84,139,190,259,266,404,412
137,231,237,266,282,381,480
23,75,231,238,336,381,418
84,297,308,338,381,480,489
81,131,231,349,370,381,492
84,206,211,233,294,399,418
84,124,206,223,266,381,429
65,84,178,206,266,308,330
10,23,110,231,344,383,408
59,84,138,190,368,389,496
74,231,238,259,266,324,383
10,34,63,232,269,336,408
29,231,269,300,349,381,480
39,129,161,250,297,320,336
55,124,138,203,254,292,332
84,124,190,235,266,402,446
23,190,227,269,275,302,388
84,124,138,428,455,465,492
34,179,231,269,336,349,432
102,231,269,300,412,452,466
192,231,237,266,381,418,445,480
10,91,129,231,336,408,429,480
19,94,139,190,202,234,266,412
84,138,165,308,399,430,455,490
23,75,231,260,336,383,418,432
124,184,190,202,237,266,345,352
63,80,150,215,238,408,418,440
84,160,286,297,308,324,429,480
84,124,206,308,360,381,429,480
192,231,266,279,324,408,418,480
47,84,166,198,294,478,480,489
35,84,190,235,314,358,486,496
81,159,231,238,336,349,381,500
36,71,84,266,455,483,489,490
160,231,237,327,349,370,381,500
19,84,132,229,399,418,455,480
26,84,146,190,219,266,429,496
51,139,159,190,269,271,302,500
124,190,227,248,266,413,429,446
39,291,320,330,348,359,408,482
47,84,163,206,266,308,381,429
85,124,138,190,269,282,361,466
34,231,269,336,349,381,480,500
231,266,363,381,418,445,480,483
22,47,84,124,206,308,352,468
163,231,282,336,428,429,475,490
34,231,269,300,349,381,432,480
42,47,124,206,266,282,326,455
124,206,223,227,266,292,353,399
84,124,266,308,324,381,429,480
39,71,99,148,266,332,351,408
47,231,237,266,381,418,480,489
84,124,266,308,399,430,455,490
30,39,169,245,297,320,336,418
77,231,269,309,336,381,480,500
84,124,206,266,308,399,455,480
5,37,99,266,308,404,434,499
59,84,124,190,277,294,368,443
70,84,138,314,348,381,418,432
84,132,221,308,440,455,468,489
84,138,284,308,399,430,440,455
23,79,231,258,336,381,418,432
69,227,231,266,292,324,408,418
39,59,320,348,370,385,418,482
32,46,190,227,259,266,461,464
85,92,124,190,237,282,294,345
26,84,219,266,418,448,455,489
47,53,124,206,266,308,455,480
73,84,124,206,294,399,455,480
39,71,99,148,150,266,330,332,408
47,84,124,206,266,308,381,429,480
69,231,238,266,292,324,383,408,418
