162,165
94,123
106,165
47,92
191,199
48,191
11,101
101,174
175,199
156,175
174,175
41,156
146,176
86,107
106,191
18,57
10,192
11,174
7,184
112,120
11,123
31,176
106,176
101,195
11,65,86
39,112,167
39,122,183
86,148,174
22,142,175
86,87,176
7,112,148
94,107,176
106,147,175
106,112,179
86,174,182
22,101,174
106,176,199
86,147,195
7,112,162
50,108,174
85,101,175
7,76,148
106,174,199
101,165,194
7,125,174
106,112,147
127,175,194
126,165,175
92,106,194
38,85,101
50,148,176
66,86,101
11,174,176
64,101,199
11,86,174
101,174,194
156,174,176
11,86,176
101,176,199
58,195,199
9,47,174
101,127,174,175,194
46,50,86,108,156
11,50,86,174,176
22,101,102,154,174
11,18,112,146,176
18,86,112,146,176
101,106,174,195,199
7,20,50,86,174
12,101,147,179,189
83,86,101,174,175
7,86,106,112,162
10,39,92,112,167
43,86,112,156,176
106,112,162,174,179
65,123,174,176,192
7,20,46,101,199
11,46,63,65,189
7,20,106,187,191
83,86,101,106,174
64,101,175,176,199
50,86,110,111,199
7,76,148,162,192
18,39,86,101,126
86,106,147,175,176
7,66,86,101,106
25,123,156,174,176
12,75,165,174,189
7,66,86,106,175
21,47,59,66,174
64,86,87,174,176
101,165,174,179,194
17,73,86,191,199
106,174,176,195,199
86,101,106,174,199
58,101,176,195,199
101,106,174,176,199
3,50,85,165,194
86,106,147,176,199
47,92,174,175,176
86,106,112,175,176
24,68,86,101,174
92,106,112,165,175
11,47,101,156,175
7,86,101,152,175
38,101,126,165,175
86,105,112,146,176
86,101,147,195,199
94,107,112,174,176
106,147,174,195,199
11,64,86,101,199
7,76,112,148,174
36,85,126,176,195
16,64,86,101,133
10,11,65,86,174
7,86,106,174,187
50,80,86,156,199
50,86,108,156,174
11,92,101,174,176
23,90,174,176,192
25,84,86,112,120
7,19,86,148,162
18,85,106,122,147
86,114,174,182,198
86,101,147,174,175
86,101,174,175,199
58,101,106,147,176
36,101,126,165,175
7,86,101,174,191
10,11,25,65,86
11,92,112,167,176
47,92,101,174,194
101,106,132,165,176
6,11,22,142,175
94,112,156,168,176
11,84,112,120,163
9,47,86,156,174
86,106,112,147,174
11,86,174,176,199
86,87,127,174,175
10,49,76,86,174
14,92,106,112,194
75,101,147,189,194
50,86,120,148,176
7,30,60,125,175
58,174,176,186,199
106,165,174,175,176
106,147,165,174,175
10,50,112,192,195
7,92,112,138,162
5,11,16,63,86
36,101,175,176,195
58,101,176,186,195
50,73,101,176,195
101,106,174,176,195
86,101,147,174,176
86,101,114,148,174
10,11,39,112,181
45,105,123,174,176
47,86,101,174,188
11,18,92,176,181
47,101,147,165,176
24,68,106,151,160
58,86,147,176,195
39,147,165,183,195
7,106,125,174,191
86,101,174,176,199
39,122,147,165,183
17,89,101,174,195
11,59,86,114,148
3,80,86,101,199
102,106,174,175,176
29,30,57,191,194
11,174,176,186,195
101,132,165,176,194
65,92,168,174,176
11,31,86,101,146
92,101,106,132,194
11,25,65,86,174
17,86,87,127,175
10,11,18,176,200
11,39,92,112,176
11,86,123,163,176
25,112,156,174,176
26,81,123,149,165
7,20,55,106,112,173
20,21,57,142,191,194
11,86,101,127,174,199
39,86,122,146,176,195
18,112,124,138,162,165
26,81,106,165,176,181
33,75,101,156,165,174
33,65,105,134,141,165
79,86,101,174,191,199
11,86,120,174,176,181
11,64,73,174,195,199
10,11,112,120,150,192
20,21,48,101,108,191
47,86,127,156,174,176
11,73,86,161,175,195
7,20,79,86,101,106
20,26,56,86,101,106
20,48,70,108,191,194
41,86,105,156,174,176
90,94,106,112,123,176
11,64,73,101,175,176
64,73,174,175,195,199
11,18,31,86,126,148
31,86,101,126,148,176
4,56,86,101,187,199
39,57,86,101,146,176
73,87,174,175,176,195
47,127,165,174,194,199
1,92,101,106,127,176
7,26,56,106,116,191
11,18,80,86,101,195
11,25,26,86,123,146
11,21,22,25,112,174
47,86,101,174,175,199
11,73,86,101,175,195
64,86,101,174,175,195
106,112,159,165,174,179
11,105,123,156,174,176
11,21,64,101,174,176
39,69,92,132,156,165
24,50,64,91,101,176
11,25,57,86,143,176
11,16,18,86,101,176
11,63,65,123,174,176
1,92,106,165,175,194
11,50,101,174,176,195
7,65,69,75,165,194
7,82,92,101,165,194
7,101,106,179,191,199
112,147,156,176,177,197
11,64,101,174,175,195
11,101,154,161,174,175
33,75,101,134,156,165
101,106,127,165,194,199
15,86,112,174,176,195
11,18,57,86,101,117
18,96,101,146,148,176
7,34,82,92,127,165
16,85,127,165,176,194
64,73,86,101,176,195
1,92,106,127,165,174
47,75,101,165,176,199
64,86,101,148,174,195
11,86,112,120,156,176
7,16,69,75,115,194
26,33,92,106,176,181
11,63,65,86,174,192
11,42,86,127,174,199
7,20,79,174,191,199
7,56,103,106,112,165
86,101,174,179,191,199
11,18,31,101,148,176
11,47,86,127,176,199
33,75,101,134,156,174
50,64,86,174,176,195
16,18,57,86,93,176
16,18,31,52,95,176
82,92,101,127,174,176
25,57,65,86,123,176
86,87,175,176,195,199
26,33,81,92,106,181
86,106,112,160,173,175
92,101,127,174,175,176
7,66,79,86,101,106
11,47,101,127,156,175
16,52,77,127,176,194
11,31,57,86,146,195
7,54,86,148,182,193
86,101,106,153,191,193
1,92,106,174,175,176
7,20,26,56,101,153
26,31,86,121,126,176
7,101,165,179,191,199
112,156,165,176,183,197
7,112,160,173,174,179
106,112,155,159,165,175
7,55,94,106,112,174
11,64,86,101,174,175
26,31,57,101,121,176
64,73,86,174,176,199
47,63,65,86,174,176
11,50,101,174,195,199
66,79,86,101,106,174
7,26,56,106,162,184
11,73,101,174,175,199
4,34,82,127,165,194
11,25,26,57,146,176
17,101,174,176,195,199
7,16,65,69,75,115
101,127,156,175,176,199
11,18,39,101,146,176
26,56,101,106,153,191
61,101,106,127,165,194
11,86,112,120,176,192
11,57,101,126,176,195
20,56,86,101,191,193
106,155,159,162,175,179
16,92,106,127,165,194
47,82,165,175,194,199
11,31,96,101,146,148
8,58,86,147,195,199
26,56,86,106,153,191
73,86,161,174,195,199
47,86,101,127,175,199
11,71,123,174,176,196
11,64,73,86,101,174
11,73,101,174,176,195
50,64,166,174,176,195
25,86,94,112,123,176
53,86,101,147,174,175
92,101,127,175,176,199
7,44,46,86,174,191
11,25,92,123,176,180
39,92,123,165,176,194
11,26,36,57,101,126
11,71,120,123,174,176
82,101,106,127,165,176
16,77,101,127,165,194
11,47,86,105,119,123
64,73,86,101,195,199
7,66,79,101,106,191
15,86,106,107,176,195
11,18,39,80,146,176
10,11,105,112,120,126
86,123,156,174,176,181
25,86,106,112,174,176
11,63,86,123,157,176
7,16,106,179,184,199
86,127,156,175,176,199
11,73,86,175,176,199
77,91,101,165,176,195
11,41,112,156,174,176
112,165,175,176,183,194
8,39,58,101,147,195
7,101,161,174,179,199
47,106,127,158,174,194
64,73,86,101,174,195
56,66,101,116,184,191
7,98,162,174,175,192
64,73,86,101,175,195
1,16,85,101,127,176
11,42,86,101,176,199
11,47,86,101,174,176
64,73,86,101,174,175
11,63,65,86,123,176
11,86,105,112,123,156
7,101,106,165,184,199
7,60,165,175,179,191
26,86,97,101,175,188
112,165,175,177,183,194
33,75,101,156,174,176
33,106,112,123,165,176
7,20,106,153,191,193
16,71,92,106,127,165
6,7,73,86,148,191
47,75,92,174,176,194
7,66,79,86,106,191
90,106,112,159,162,179
18,42,93,101,147,148
7,16,115,162,165,194
50,73,86,101,174,199
11,18,39,86,101,122
11,86,105,112,174,176
16,106,179,184,191,194
7,78,86,106,159,179
47,82,92,101,106,194
7,16,101,179,194,199
15,86,106,174,176,195
7,20,55,106,173,174
11,31,57,86,101,148
11,18,86,126,146,148
11,105,112,120,123,192
11,64,75,91,101,176
11,63,65,157,176,192
11,73,86,174,176,199
11,86,112,120,174,192
75,101,106,174,176,199
20,66,101,106,191,199
61,101,106,127,174,194
7,56,86,106,153,193
18,86,126,146,176,195
7,106,161,175,179,199
64,73,101,174,195,199
7,86,101,106,174,179
7,16,101,165,191,199
16,85,106,127,136,176
11,64,86,101,195,199
22,92,112,123,176,180
11,64,86,101,176,199
25,94,112,120,123,176
11,47,101,156,175,176
26,56,106,116,165,184
18,101,122,146,176,195
11,50,166,174,195,199
55,86,107,112,173,174
7,26,112,162,165,179
11,101,127,174,176,199
60,175,184,191,194,199
64,73,86,101,174,176
20,21,70,101,108,142
106,107,112,174,176,195
16,18,71,92,106,136
11,22,25,92,123,180
11,47,101,174,175,176
26,56,101,116,165,191
11,42,86,127,174,176
11,18,39,146,176,195
52,77,92,101,165,194
47,101,127,165,174,176
78,92,162,165,171,174
86,101,127,174,176,199
7,86,144,148,162,174
64,73,86,175,195,199
92,127,165,174,175,194
11,101,126,156,175,176
7,26,103,106,112,179
7,92,112,162,165,175,194
11,50,86,101,108,114,148
64,86,87,101,174,176,199
12,101,165,174,179,189,194
106,112,147,159,174,175,176
5,11,46,65,86,141,189
10,86,105,112,146,176,200
7,92,106,112,138,165,175
18,39,92,112,167,176,181
18,105,106,112,146,159,178
39,51,122,147,165,183,195
47,101,102,106,147,165,174
58,86,101,106,147,174,199
10,11,65,86,127,174,176
3,11,80,86,101,176,199
86,101,106,147,176,195,199
11,21,47,127,139,142,174
11,24,86,101,114,148,174
24,25,68,106,151,160,174
47,101,106,175,176,188,199
11,46,86,101,108,140,187
25,106,112,147,159,175,176
7,20,86,101,106,174,199
11,46,50,101,114,174,189
18,105,112,146,159,176,178
11,36,80,175,176,195,199
24,68,86,106,174,175,176
23,90,100,123,174,176,192
11,18,86,112,146,176,200
101,106,147,165,174,175,176
18,39,122,147,165,176,183
11,31,86,126,148,176,195
36,38,85,101,175,176,195
47,92,101,127,156,174,176
17,86,89,101,174,175,199
82,101,106,147,165,177,199
12,75,101,147,165,189,194
7,92,106,112,162,165,175
11,43,112,156,174,176,192
7,20,101,106,174,191,199
38,101,126,165,175,176,195
10,11,18,22,67,92,112
66,83,86,101,174,175,191
11,25,86,112,120,123,176
38,85,101,126,165,175,176
86,101,106,174,175,195,199
10,11,18,39,92,112,167
7,20,86,101,106,191,199
7,20,48,66,101,106,191
47,86,101,174,175,176,188
7,20,48,66,86,101,106
11,16,63,65,86,141,189
24,68,86,101,106,174,175
47,101,106,174,176,188,199
86,101,174,176,186,195,199
46,50,86,108,156,174,199
11,50,64,101,111,127,133
28,101,102,125,142,154,174
92,101,106,132,165,174,194
7,66,86,101,106,175,191
11,50,86,101,108,156,199
47,101,106,147,174,175,176
11,64,86,101,174,176,199
7,101,106,174,187,191,199
58,106,147,174,176,195,199
7,19,76,86,112,162,192
64,72,86,87,174,175,199
58,86,101,147,174,176,195
11,80,86,175,176,195,199
47,65,71,123,174,176,192
68,86,101,106,174,175,176
10,18,86,105,146,176,200
29,30,57,125,175,191,194
7,20,106,174,187,191,199
10,11,18,67,112,146,176
7,10,49,76,86,174,192
7,76,86,112,162,174,192
58,101,147,174,176,195,199
6,11,21,22,47,174,175
17,86,89,101,174,176,199
7,83,86,101,106,174,175
5,11,16,63,65,86,189
86,101,147,174,175,195,199
11,43,86,123,156,174,176
5,11,16,46,63,86,189
86,101,106,147,175,176,195
81,92,112,123,156,165,176
47,86,101,174,176,188,199
7,40,86,106,127,174,199
11,80,101,175,176,195,199
7,86,106,112,159,175,179
86,112,123,156,174,176,192
11,24,46,59,101,148,174
11,86,112,120,123,163,176
7,46,50,86,101,191,199
17,62,86,87,101,127,176
11,50,86,108,156,174,199
47,65,71,86,123,174,176
10,11,86,105,112,146,176
16,50,101,133,165,170,194
71,75,91,92,123,130,174
33,82,92,106,165,174,188
7,19,76,86,148,162,174
86,101,147,175,176,195,199
24,68,86,101,147,174,175
10,18,39,92,167,176,181
11,16,64,86,101,133,199
64,87,101,174,175,176,199
66,83,101,106,174,175,191
18,86,112,126,148,162,195
11,47,65,71,123,176,192
47,77,92,165,174,175,176
11,50,86,101,148,174,189
7,66,99,106,165,175,194
21,47,59,66,92,156,174
9,47,86,94,123,156,174
47,86,106,174,175,176,199
20,86,101,106,187,191,199
36,38,85,101,165,175,195
7,10,49,76,86,160,174
25,86,106,112,147,174,175
18,39,80,86,101,110,195
7,29,30,125,175,184,194
11,50,73,101,174,176,195
58,101,106,147,174,195,199
11,25,86,112,120,174,176
10,11,18,86,105,146,200
11,64,86,101,174,186,195
11,47,92,156,174,175,176
47,101,106,132,165,174,176
75,90,92,106,123,130,174
17,86,101,127,174,175,176
86,101,106,147,174,176,199
7,92,112,138,162,165,175
43,86,94,112,156,168,176
1,10,92,165,168,174,194
10,50,112,120,148,192,195
50,80,86,101,117,156,199
18,39,86,101,126,146,195
86,100,101,174,176,186,195
17,62,86,87,101,127,175
39,51,106,147,165,176,183
11,64,86,174,176,186,195
7,29,30,57,60,125,184
20,40,86,101,106,127,199
11,25,112,120,123,156,174
58,86,100,101,176,186,195
7,19,76,86,112,148,174
10,11,18,22,112,146,176
7,32,50,53,86,174,199
47,92,101,127,174,176,194
21,47,92,127,139,142,174
7,26,86,101,106,152,175
11,86,101,108,174,176,199
86,94,107,112,135,174,176
11,86,101,174,176,195,199
11,80,86,101,175,195,199
11,28,101,125,142,154,174
86,101,174,175,176,195,199
3,50,85,101,165,170,194
47,101,106,147,165,175,176
7,106,112,162,165,175,194
43,86,112,123,156,176,192
25,86,106,112,147,159,174
1,35,65,92,165,168,176
81,92,112,123,149,165,176
47,86,101,106,174,175,176
7,92,106,138,162,165,194
11,18,39,86,110,176,195
58,100,101,174,176,195,199
92,106,112,138,162,175,194
10,11,112,174,176,192,195
18,85,101,106,122,147,165
86,94,112,120,135,156,174
10,18,86,105,112,176,200
10,11,18,86,105,112,200
36,38,85,101,126,176,195
18,86,105,112,146,176,200
16,86,101,111,133,176,199
7,106,112,159,162,174,179
86,101,106,174,175,188,199
7,66,101,106,125,174,191
86,101,106,147,175,176,199
11,65,86,123,174,176,192
11,64,86,101,176,195,199
14,92,106,112,162,175,194
10,11,18,112,167,176,181
58,86,100,101,186,195,199
7,66,83,86,101,106,174
82,106,147,165,176,177,199
11,22,101,102,125,142,174
11,50,86,101,127,176,199
10,49,76,112,160,174,192
11,39,86,101,126,146,163
92,106,112,162,165,175,194
16,21,92,101,109,176,199
58,100,101,174,176,186,195
24,86,101,106,147,174,175
7,40,86,101,127,174,199
47,101,106,165,174,175,176
31,39,57,86,101,126,146
5,11,16,46,63,65,189
64,72,86,87,101,174,199
25,43,112,156,168,174,176
47,86,101,106,174,175,188
2,10,23,86,105,146,181
7,20,50,53,86,174,199
7,20,46,86,101,191,199
12,101,147,165,179,189,194
47,101,106,132,174,176,194
58,86,100,101,174,186,195
12,75,147,165,179,189,194
25,84,86,112,120,123,163
102,106,147,165,174,175,176
7,86,106,174,187,191,199
58,100,174,176,186,195,199
101,106,147,174,175,195,199
10,11,18,105,112,176,200
50,86,110,111,176,195,199
7,48,66,86,101,106,191
10,11,92,112,167,176,181
36,38,85,126,165,175,176
25,86,106,147,174,175,176
21,47,92,101,137,156,174
92,101,132,165,174,176,194
21,75,92,106,109,188,199
18,80,86,101,110,176,195
7,20,66,86,106,174,191
11,25,65,86,127,174,176
25,43,112,135,156,174,176
86,101,106,174,176,195,199
25,86,106,112,147,175,176
10,11,25,65,86,127,176
11,47,71,86,123,174,176
86,101,106,147,174,175,195
17,89,101,174,176,195,199
7,19,112,148,162,174,192
47,106,147,165,174,175,176
17,62,86,87,101,175,176
58,101,106,147,174,176,199
26,81,92,112,123,149,176
11,22,28,101,102,125,154
10,11,18,92,167,176,181
11,18,39,80,101,176,195
10,25,65,86,127,141,174
47,92,132,165,174,176,194
11,25,84,86,112,120,163
25,86,106,112,147,159,175
23,105,112,123,174,176,192
11,92,101,156,174,175,176
11,25,84,86,120,123,163
7,112,159,162,174,175,179
7,86,106,112,162,174,179
50,86,101,156,174,176,199
11,18,31,39,86,101,146
11,25,120,123,156,174,176
58,86,106,147,174,195,199
17,20,86,114,174,182,191
58,86,106,147,174,176,199
11,22,28,101,102,154,174
7,92,99,112,165,175,194
7,92,106,112,138,162,194
47,101,102,106,165,174,175
82,106,165,176,177,194,199
10,49,76,86,160,174,192
7,30,60,101,125,175,194
11,42,46,59,86,114,148
18,39,57,86,126,163,176
11,64,86,101,186,195,199
17,86,87,101,127,174,175
7,14,92,106,162,175,194
10,50,86,120,148,176,192
86,101,106,147,174,176,195
10,49,76,86,112,160,174
47,101,106,132,165,176,194
2,10,18,86,176,181,183
10,11,39,92,112,176,181
43,94,112,123,156,168,174
7,66,92,99,133,138,175
7,19,76,112,162,174,192
26,81,92,112,123,149,165
101,106,147,174,176,195,199
17,86,89,101,174,175,176
36,101,126,165,175,176,195
106,112,159,162,174,175,179
7,66,92,99,133,138,165
11,16,46,63,65,141,189
73,86,147,174,175,195,199
86,101,148,174,182,191,198
45,86,105,123,156,174,176
11,43,86,112,123,156,176
7,14,92,106,162,165,194
17,86,114,148,174,182,198
10,25,65,86,127,174,176
7,92,106,112,162,165,194
64,86,87,101,175,176,199
77,92,101,127,174,175,194
17,89,174,175,176,195,199
7,92,106,112,165,175,194
10,11,65,86,127,141,174
7,20,86,101,174,187,191
7,17,20,46,50,101,199
86,89,174,175,176,195,199
86,101,106,174,175,176,195
10,11,18,39,92,112,176
7,17,73,86,101,191,199
92,101,139,140,164,174,187
25,94,106,107,112,123,176
36,38,85,101,165,176,195
5,11,46,63,65,141,189
6,11,21,22,142,174,175
30,47,92,175,176,194,199
16,50,64,86,111,133,199
11,86,112,156,174,176,192
26,81,92,149,156,165,176
20,86,101,148,174,189,198
25,84,86,112,120,123,176
10,11,25,86,127,141,176
36,80,86,101,175,195,199
11,21,47,92,127,174,176
86,100,101,174,176,186,199
11,50,86,108,156,176,199
11,22,28,101,125,154,174
7,76,86,112,148,162,192
11,50,86,101,148,174,176
25,112,120,123,156,174,176
10,18,86,105,112,146,200
11,47,59,92,101,156,175
12,75,101,165,174,179,189
64,86,101,174,176,195,199
7,66,86,101,174,175,191
86,106,112,147,159,174,176
10,65,92,168,174,176,194
11,86,101,156,174,176,199
11,24,42,59,86,114,148
7,92,138,162,165,175,194
6,11,21,22,47,142,175
36,85,101,126,165,176,195
86,87,101,127,174,175,176
11,24,50,86,148,174,189,195
11,27,91,148,174,176,185,195
11,47,86,101,127,156,175,176
16,52,77,92,101,127,165,194
11,86,101,127,156,174,175,199
7,20,26,56,86,106,191,193
60,101,175,179,184,191,194,199
11,86,105,112,120,174,176,181
11,18,31,52,64,86,101,176
26,33,81,92,106,123,165,176
7,101,106,165,179,184,191,199
7,56,66,101,106,116,165,184
11,73,86,101,174,176,195,199
7,106,112,155,159,162,174,175
11,18,31,57,101,148,176,195
26,81,106,112,123,165,176,181
11,64,86,101,174,175,195,199
21,31,101,106,127,175,194,199
112,147,156,175,177,183,194,197
11,47,86,101,156,174,175,199
1,92,101,106,127,165,176,194
11,18,31,57,96,126,176,195
11,64,73,174,175,176,195,199
11,64,86,101,174,175,176,199
4,7,20,56,86,106,191,199
7,60,101,175,179,191,194,199
7,66,79,86,101,106,191,199
47,82,92,101,106,127,129,165
7,16,65,69,115,162,165,194
7,20,79,86,101,174,191,199
11,86,105,112,123,156,176,181
17,73,87,174,175,176,195,199
64,73,86,101,174,176,195,199
7,20,66,79,86,101,174,199
41,86,112,120,156,174,176,192
11,18,39,86,101,122,146,176
18,31,57,86,101,148,176,195
39,69,92,112,123,156,165,194
7,10,64,86,112,144,162,174
53,64,86,101,147,176,195,199
31,39,57,86,101,106,146,176
11,71,86,88,120,123,174,196
11,86,105,112,120,156,174,176
47,75,92,106,165,174,176,199
47,86,101,127,156,175,176,199
16,77,92,101,127,165,176,194
11,24,50,73,86,91,176,195
13,16,52,77,92,101,127,176
11,21,64,75,92,101,174,176
26,56,66,106,116,165,184,191
64,73,86,101,174,175,195,199
4,20,56,86,106,187,191,199
47,82,92,101,106,165,174,176
26,33,92,106,112,123,165,176
7,17,20,101,148,174,182,191
7,25,106,112,173,174,175,179
11,64,73,101,166,174,176,199
1,92,101,106,174,175,176,194
64,73,86,101,174,175,176,199
7,78,90,92,106,112,162,165
92,101,106,127,158,165,174,199
20,21,48,70,101,108,191,194
106,107,120,128,147,174,176,195
16,18,71,92,106,127,165,176
7,20,55,86,106,107,112,173
11,47,86,101,127,156,176,199
11,64,86,101,148,174,176,195
53,86,101,147,174,175,176,195
7,101,165,179,184,191,194,199
7,26,56,106,162,165,179,184
16,52,77,92,127,165,176,194
1,92,101,106,127,165,174,194
11,18,86,112,146,148,169,192
7,20,66,79,86,101,191,199
22,47,92,101,165,174,176,199
7,55,86,94,107,112,173,174
53,86,101,147,174,175,195,199
11,64,86,174,175,176,195,199
7,26,66,101,106,165,184,191
50,73,86,101,174,176,195,199
25,106,120,128,147,174,176,195
25,86,94,106,112,120,123,174
20,66,86,101,106,174,191,199
11,86,105,112,120,123,156,174
7,20,26,56,101,106,153,191
24,46,50,86,101,174,189,195
11,47,63,65,86,157,176,192
11,86,88,112,123,174,176,192
11,25,92,112,123,174,176,180
4,7,16,34,92,101,127,194
11,21,22,25,112,123,174,176
47,101,127,165,174,175,176,199
11,65,86,105,119,123,174,192
10,11,105,112,120,126,150,192
7,20,66,79,101,106,191,199
7,44,46,86,89,101,174,191
11,21,64,75,92,101,118,176
11,73,86,154,161,174,175,195
112,147,156,165,175,176,183,194
7,44,46,89,101,148,174,191
7,20,66,79,101,174,191,199
11,47,86,101,127,174,176,199
11,31,57,86,101,146,148,176
11,86,112,120,123,174,176,181
1,92,106,127,165,174,175,176
4,7,34,82,92,101,127,165
11,47,65,86,123,157,174,176
7,60,101,165,175,179,191,194
18,31,39,57,86,106,146,195
7,20,56,101,106,153,191,193
86,105,120,123,156,174,176,192
11,18,39,80,101,146,176,195
7,106,112,155,162,174,175,179
47,92,101,106,127,158,165,194
7,26,56,86,101,106,153,191
11,86,105,120,156,174,176,192
11,18,39,80,122,146,176,195
25,106,107,128,147,174,176,195
26,56,86,101,106,153,191,193
10,86,98,112,162,174,179,192
47,92,101,106,129,165,174,176
11,16,18,31,57,86,101,126
7,56,66,101,116,165,184,191
11,105,112,120,123,156,176,192
7,55,86,94,106,107,112,173
16,92,101,106,127,165,176,194
11,39,80,86,101,122,146,176
1,16,92,101,106,127,165,194
11,50,64,86,91,101,148,174
11,18,39,80,86,101,176,195
11,50,73,101,166,174,176,195
11,47,71,88,123,174,176,196
7,16,106,179,184,191,194,199
11,50,73,166,174,176,195,199
11,50,64,101,166,174,195,199
16,18,42,57,86,147,148,176
10,11,18,105,112,120,150,176
15,86,106,107,112,174,176,195
112,147,156,165,175,183,194,197
11,73,86,101,154,161,175,195
11,26,36,57,101,126,156,175
16,18,71,85,92,127,165,176
8,39,58,86,106,147,195,199
11,25,26,57,65,143,146,176
7,16,69,75,92,115,165,194
11,18,86,96,101,146,148,176
11,42,86,101,127,174,176,199
11,50,101,166,174,176,195,199
47,82,92,101,106,127,129,176
11,41,112,120,156,174,176,192
7,54,73,86,121,148,182,193
7,92,106,112,162,165,171,174
17,73,86,101,175,176,195,199
11,86,105,123,156,174,176,192
11,86,88,112,120,123,174,192
25,86,94,106,112,120,123,176
11,86,105,112,120,123,156,176
11,24,73,86,101,148,174,176
7,16,101,106,165,184,194,199
22,47,101,127,165,175,176,199
11,86,112,120,123,156,176,192
11,64,73,86,101,176,195,199
26,36,80,86,97,101,156,175
73,86,154,161,174,175,195,199
7,16,101,106,165,191,194,199
11,64,86,101,174,176,195,199
11,47,71,88,120,123,174,176
11,16,18,57,86,95,101,176
7,10,64,86,144,148,174,192
11,86,105,120,123,174,176,192
11,41,105,120,156,174,176,192
33,75,101,134,156,165,174,176
11,86,105,112,120,123,174,192
11,47,86,105,119,123,176,192
86,105,112,120,123,174,176,192
21,22,25,92,112,123,174,176
7,20,66,86,101,106,174,199
11,16,31,57,86,101,148,176
25,86,106,120,128,147,174,195
82,92,106,127,165,174,194,199
11,64,73,86,101,174,175,195
25,86,90,94,106,112,123,176
1,92,106,165,174,175,176,194
7,56,103,106,112,165,179,184
11,73,86,174,175,176,195,199
11,18,80,86,101,122,146,195
7,106,112,159,162,165,174,179
16,18,71,92,127,136,165,176
7,26,56,86,101,106,153,193
11,21,64,75,101,118,174,176
7,66,86,101,106,174,191,199
11,18,57,101,126,146,148,195
11,26,57,86,121,126,148,176
26,36,86,97,101,175,176,188
101,106,161,174,175,179,191,199
47,86,105,119,123,174,176,192
7,44,50,86,89,101,174,191
11,21,22,25,112,123,176,180
7,20,66,76,79,86,106,191
33,81,106,112,123,165,176,181
1,16,85,92,101,127,165,176
7,106,155,159,162,174,175,179
11,21,64,75,91,92,101,176
4,7,34,82,92,127,165,194
7,101,106,161,174,179,191,199
86,98,112,162,174,175,179,192
47,82,127,165,174,175,176,194
33,65,104,105,165,174,176,188
11,50,64,73,86,174,195,199
112,147,165,175,176,177,183,194
10,11,18,105,112,150,176,192
16,42,86,93,101,147,148,176
11,31,57,86,101,126,148,176
7,78,86,106,159,162,174,179
18,31,57,86,96,101,126,148
11,21,22,25,92,123,174,180
86,90,106,112,120,123,174,176
11,86,101,174,175,176,195,199
7,106,112,155,162,165,175,179
86,101,106,161,174,179,191,199
1,16,85,92,101,127,176,194
11,47,86,123,157,174,176,192
11,24,50,64,86,91,174,195
20,26,56,86,101,106,153,193
26,36,80,86,101,156,176,188
13,52,77,92,101,165,176,194
8,39,58,86,101,106,147,195
112,147,156,165,175,176,177,197
17,86,87,101,175,176,195,199
7,106,112,155,159,162,175,179
7,20,79,86,101,106,191,199
11,86,88,112,120,174,176,192
26,31,57,86,101,121,148,176
7,20,66,79,86,101,106,199
11,47,101,127,156,174,175,176
7,26,56,106,116,165,184,191
7,46,50,86,89,101,174,191
6,7,79,86,101,148,174,191
21,48,57,70,101,142,191,194
