33,62
31,91
62,137
1,141
62,138
33,65
62,162
33,135
65,66
71,95
66,137
19,113,165
115,154,193
71,91,196
78,124,183
62,91,198
73,83,95
62,137,196
33,65,73
79,138,196
31,62,72
21,62,73
31,65,165
65,95,137
56,62,71
33,71,149
19,54,65
62,90,91
62,71,198
25,31,72
77,109,198
90,165,198
39,91,184
90,95,160,165
33,42,62,137
34,66,71,137
40,65,90,137
41,62,65,138
33,62,95,198
1,29,65,141
49,62,71,198
21,34,39,198
53,91,137,188
31,81,91,130
33,62,71,95
31,65,74,107
33,42,65,135
42,62,71,90
22,55,71,90
62,95,162,193
73,150,196,198
9,19,31,91
42,65,71,184
65,71,90,139
33,65,72,90
91,96,193,198
42,71,90,95
28,65,154,180
65,154,180,198
33,65,91,137
31,65,91,95
33,65,66,198
1,11,62,73,90,198
9,28,33,60,65,73
31,39,90,137,172,187
9,11,55,81,90,91
33,65,91,95,99,137
33,42,65,71,91,135
5,16,20,33,47,115
19,35,65,71,90,139
91,105,139,191,196,198
48,62,90,91,137,198
33,65,72,86,90,91
33,65,90,137,176,188
39,65,90,91,137,196
62,137,159,179,189,198
49,62,65,71,137,198
62,73,91,137,193,198
62,71,91,96,193,198
42,65,71,90,139,184
11,31,65,73,74,107
42,55,62,73,90,196
19,33,42,62,91,165
8,40,71,95,129,137
62,80,90,138,156,198
33,62,90,95,162,193
1,56,62,71,73,96
11,31,65,81,91,130
33,65,71,73,91,95,145
8,33,42,65,73,137,183
19,28,33,65,80,198,200
31,33,65,72,91,95,137
9,19,33,65,90,93,113
62,65,80,91,145,198,200
65,71,73,83,90,95,198
1,33,65,71,80,95,198
9,31,73,84,90,91,139
2,31,73,90,91,94,198
9,13,65,73,139,150,198
31,33,42,90,137,193,198
21,33,71,73,137,178,198
11,28,31,55,65,90,154
10,22,62,71,85,90,95
31,65,90,95,137,165,198
62,73,90,125,137,139,163
3,45,55,71,73,115,154
9,31,33,65,73,90,198
8,62,65,71,91,95,183
33,42,65,73,90,91,188
21,33,62,65,71,137,198
55,62,71,138,139,164,196
25,65,86,91,101,139,196
31,33,72,90,91,95,165
39,42,62,65,91,137,184
33,65,72,90,95,165,198
62,65,71,73,83,95,198
62,65,83,90,95,137,198
1,33,56,62,90,95,198
65,71,73,83,95,137,198
43,48,62,86,91,139,169
9,28,33,36,65,182,198
25,33,52,66,72,91,198
42,65,71,137,139,196,198
41,62,73,135,138,139,164
25,31,72,91,95,129,198
11,28,31,33,73,93,154
65,73,83,90,95,137,198
9,11,31,55,65,90,154
1,62,71,73,91,95,198
31,33,65,72,90,95,137
1,33,65,71,73,80,145
1,33,56,71,73,90,141
39,42,62,65,90,91,137
11,28,31,33,73,107,154
9,77,109,126,129,165,198
62,66,69,91,137,188,198
62,65,71,73,90,95,198
21,39,62,65,138,196,198
1,33,62,65,73,91,198
9,11,28,73,115,154,193
33,65,90,93,113,165,198
33,42,62,73,90,115,199
33,62,91,108,132,193,198
62,71,73,78,123,124,183
21,33,65,71,73,137,178
62,73,90,139,150,163,198
38,39,71,137,142,173,198
25,73,86,101,138,139,196
19,33,35,65,71,127,141
33,42,90,95,115,198,199
11,16,28,73,154,193,198
8,9,31,33,53,73,183
21,33,62,65,73,137,178
33,42,62,66,71,95,198
1,33,62,73,80,90,198
19,38,42,65,71,91,196
1,33,62,65,91,141,198
62,65,71,73,83,90,198
8,9,31,33,65,91,137
33,62,65,71,80,145,198
28,33,35,65,71,127,198
1,33,71,80,90,91,198
31,33,62,65,72,90,91
42,62,66,73,137,188,198
33,65,72,91,95,129,137
19,42,62,137,139,196,198
33,65,71,73,137,178,198
1,62,65,72,91,95,198
19,33,65,90,91,113,165
42,62,65,66,95,188,198
65,71,73,83,90,95,137
31,33,62,65,95,108,198
31,53,73,91,137,140,183
65,72,91,95,137,151,165
9,73,79,90,138,139,196
25,31,95,126,129,137,198
1,56,62,71,73,91,95
62,73,90,138,139,150,196
21,38,39,62,65,137,173
31,65,90,137,146,165,198
33,62,66,71,73,90,95
9,11,28,65,90,93,198
22,55,62,63,73,95,137
22,55,65,91,95,117,137
1,56,62,73,95,192,198
9,20,31,42,44,159,198
9,11,28,33,36,90,154
33,62,65,91,145,165,200
21,62,65,71,73,137,198
19,35,65,80,127,198,200
25,73,86,91,138,139,196
27,33,55,65,73,91,95
2,31,33,65,73,91,188
9,33,65,90,93,165,198
22,33,40,42,62,65,85
16,28,33,55,71,115,154
28,73,115,154,170,193,198
31,62,65,72,91,95,198
19,20,30,33,48,72,198
21,62,71,73,134,138,196
62,71,73,83,95,137,198
19,33,62,65,90,98,182
20,62,72,78,143,156,196
1,33,65,71,90,91,95
38,62,71,137,142,173,196
9,19,42,90,93,165,198
19,28,31,54,65,106,198
33,62,65,73,90,91,95
62,65,71,83,95,137,198
16,28,33,45,71,115,144
1,33,56,62,95,192,198
31,33,65,91,95,108,137
21,33,62,71,73,178,198
25,52,65,91,95,129,198
43,48,62,86,91,169,196
33,35,65,71,80,127,141
33,62,71,73,95,115,198
11,31,33,55,65,73,90
19,33,65,98,165,182,198
55,62,65,90,91,137,196
33,42,90,91,96,188,198
42,62,71,73,193,198,199
19,72,90,91,105,196,198
55,62,90,91,137,139,196
42,62,71,90,95,188,198
9,11,28,33,36,65,182
33,62,65,71,73,137,188
1,62,65,91,95,145,198
31,41,42,55,84,91,139
33,62,65,71,73,137,178
62,73,91,115,123,162,198
33,69,71,73,91,137,149
25,65,73,86,91,101,139
1,62,65,71,73,91,198
19,31,62,65,72,105,198
33,62,65,72,98,182,198
42,62,65,66,95,137,188
25,73,86,91,101,139,196
9,31,42,73,131,137,193
65,71,83,90,95,137,198
1,33,62,65,73,95,198
31,62,72,90,95,137,165
31,62,65,72,91,137,196
33,62,65,73,80,90,95
25,65,86,91,138,139,196
65,71,73,91,95,145,198
62,72,95,108,132,197,198
9,42,73,90,91,138,198
33,56,62,71,129,177,198
65,71,73,90,95,137,198
19,72,98,137,165,182,198
65,68,90,91,137,146,198
25,31,91,95,129,137,198
9,31,33,44,65,68,165
33,35,71,95,137,153,188,198
49,62,65,71,90,98,137,198
8,33,42,73,90,95,137,188
9,11,31,55,81,90,91,130
1,8,31,33,40,65,72,90
8,42,62,65,71,73,91,95
71,91,120,137,139,159,179,198
66,71,73,91,138,139,145,198
8,33,40,59,62,91,117,183
39,62,72,88,132,138,196,198
62,65,90,91,138,139,196,198
22,33,42,55,62,73,91,95
42,65,66,90,95,137,165,198
33,42,55,65,71,73,91,95
31,33,65,72,76,91,95,198
1,60,62,65,71,80,90,95
41,42,55,65,73,90,138,139
42,65,73,90,139,184,196,198
9,33,41,55,65,73,90,107
32,34,39,62,65,71,73,137
9,31,73,91,104,123,148,198
33,35,62,91,95,137,193,198
71,73,80,90,91,95,174,198
31,33,35,62,72,90,91,137
2,31,33,44,62,72,91,198
33,62,65,73,91,95,99,137
33,62,65,91,95,99,132,137
16,67,95,148,160,162,198,200
31,73,87,90,91,162,193,198
22,55,65,71,73,90,91,137
8,9,53,90,91,110,137,188
17,46,62,65,73,139,196,198
33,62,73,90,95,121,137,198
42,65,71,73,90,92,95,139
9,19,31,33,65,81,90,91
66,79,91,95,118,138,139,198
9,28,33,60,65,73,180,198
14,31,33,40,72,86,165,175
31,35,48,62,90,91,137,198
9,31,33,65,73,74,90,107
31,33,62,65,72,90,91,198
2,44,65,72,91,137,165,198
1,31,33,62,65,73,90,198
66,71,95,118,138,139,145,198
31,33,65,76,90,95,137,198
1,29,33,65,71,73,141,154
33,62,90,91,95,160,165,198
33,60,62,65,71,137,165,198
33,62,73,91,95,137,193,198
22,33,42,55,62,65,90,95
33,42,66,71,90,91,137,165
1,28,29,33,65,90,141,154
8,41,71,90,91,138,139,186
9,31,39,65,90,91,137,187
19,42,65,81,90,91,137,188
5,9,19,31,33,53,91,115
22,33,55,62,71,90,91,137
9,28,33,60,65,73,154,180
2,8,31,73,91,110,137,188
9,42,65,73,90,91,137,188
62,71,90,95,160,165,193,198
9,28,33,65,73,132,154,198
1,8,31,65,72,86,90,175
21,32,34,62,65,66,137,198
2,21,33,73,91,108,111,198
33,42,62,65,69,90,135,137
2,31,44,62,72,90,137,198
16,33,62,87,91,95,193,198
31,72,89,90,91,95,119,198
33,49,71,95,98,137,165,198
8,33,40,65,72,86,90,91
42,62,71,73,80,139,196,198
5,16,20,31,33,47,115,162
31,72,89,91,119,137,165,198
26,62,71,80,95,139,198,200
33,58,62,65,90,91,95,188
11,28,33,90,93,116,154,165
9,39,55,91,105,137,172,196
33,65,81,90,91,137,188,198
62,65,71,73,90,91,137,139
2,31,42,65,90,91,137,188
14,31,65,72,86,122,165,175
9,15,28,33,73,154,193,198
33,42,62,65,69,71,90,165
39,65,71,73,90,91,137,196
33,42,71,96,121,137,193,198
33,65,71,90,91,137,165,198
9,28,33,60,73,132,180,198
31,33,65,72,76,91,137,198
19,31,33,35,65,72,91,198
39,71,73,90,137,138,173,198
9,31,73,91,104,148,193,198
28,60,65,73,132,154,180,198
42,65,71,90,137,139,184,196
33,49,62,71,90,95,137,198
1,8,31,33,72,90,91,175
8,18,33,40,86,90,91,175
9,11,31,33,65,81,91,130
33,62,71,73,95,136,137,193
31,62,72,95,129,132,137,198
14,31,33,62,65,90,165,175
16,33,67,145,148,162,198,200
1,8,31,48,65,73,86,90
40,62,71,91,129,137,160,194
41,42,62,65,73,90,95,138
8,9,33,53,65,90,137,188
62,71,73,90,139,156,174,198
1,28,29,65,71,73,90,154
8,33,53,65,73,91,176,188
33,62,65,66,91,95,188,198
21,34,39,62,65,66,137,198
1,31,62,73,86,90,91,169
6,22,62,71,73,90,91,137
33,62,65,66,73,90,91,198
33,62,73,90,91,95,162,193
33,71,89,90,91,160,193,198
31,33,65,72,129,132,165,198
62,71,73,95,124,188,193,198
9,33,65,73,132,154,180,198
9,15,28,33,132,154,192,193
1,8,31,33,62,65,72,91
55,62,65,73,90,135,138,196
33,62,66,71,90,91,95,165
9,28,33,65,73,154,180,198
2,31,62,72,90,137,165,198
9,15,28,73,132,192,193,198
9,28,33,60,65,73,132,180
62,89,90,137,160,165,193,198
31,33,91,145,148,162,193,198
9,11,31,33,55,65,90,91
5,16,19,20,31,53,91,162
9,11,31,55,65,81,90,130
8,40,61,62,65,71,91,95
19,48,65,72,76,90,91,137
31,33,65,72,76,90,95,137
62,71,73,91,137,138,196,198
19,35,62,65,71,90,139,168
58,62,65,66,90,91,137,198
8,41,42,61,65,90,95,186
6,33,45,62,73,91,95,137
62,71,90,91,137,138,139,196
33,42,62,65,73,90,91,137
55,71,73,90,135,137,138,139
28,33,60,65,73,132,180,198
33,62,90,91,96,137,152,193
11,28,31,41,65,73,74,107
33,35,71,90,91,137,159,198
1,28,65,71,73,90,141,154
8,9,31,53,65,90,137,176
33,65,73,90,91,137,176,188
31,33,62,65,73,90,95,198
33,72,89,90,95,119,137,198
22,55,62,65,71,91,95,137
33,34,42,71,73,90,137,198
1,8,31,48,62,65,73,90
62,71,89,90,91,95,137,165
6,33,55,62,65,71,91,95
33,65,73,82,90,137,154,198
34,42,65,66,71,90,91,137
33,62,71,73,91,95,137,198
66,71,90,91,120,179,189,198
62,71,91,95,136,137,193,198
42,71,75,91,126,129,137,152
1,56,62,71,73,96,147,162
42,65,71,73,137,138,173,198
62,90,120,137,159,179,189,198
33,60,71,90,95,137,165,198
8,33,40,62,71,91,129,193
33,62,65,71,90,98,137,165
22,33,55,65,71,73,95,137
1,28,29,33,65,71,141,154
2,21,62,91,108,111,137,198
62,66,71,120,137,139,159,179
57,62,71,80,91,156,196,198
33,60,62,71,73,90,137,188
9,11,33,55,65,81,90,91
8,31,40,62,65,90,91,137
31,55,65,90,137,172,187,196
41,42,55,62,92,95,138,139
42,62,73,90,137,150,196,198
9,33,60,65,73,132,154,180
2,21,33,73,91,108,137,198
20,31,35,72,90,91,137,198
42,71,75,91,126,129,165,198
9,31,33,55,65,81,90,91
42,62,73,90,138,173,196,198
19,33,42,62,71,91,137,198
9,60,65,73,132,154,180,198
9,33,91,123,145,148,162,193
9,33,60,65,82,137,154,198
62,89,90,95,137,160,165,193
9,33,60,73,82,90,137,198
33,60,62,65,71,90,95,137
62,65,72,95,129,132,137,198
19,30,33,48,69,90,91,137
55,62,73,90,92,95,138,139
8,33,59,72,86,91,117,183
33,34,42,62,65,66,91,137
35,62,65,137,139,168,184,196
12,55,62,71,73,138,139,196
42,90,91,120,137,138,139,196
37,62,65,66,91,95,139,198
71,73,91,120,138,139,196,198
65,72,80,91,132,138,198,200
35,62,71,80,91,145,198,200
62,73,80,90,91,138,156,198
9,31,55,65,90,91,137,196
19,33,42,62,90,91,137,165
34,39,65,66,71,137,138,198
31,40,65,72,86,90,122,175
1,11,62,73,90,91,95,198
9,19,91,105,139,191,196,198
55,62,65,71,90,135,137,138
12,65,73,135,137,138,139,196
42,62,65,71,90,91,137,138
33,42,62,71,91,96,193,198
62,71,80,90,95,138,174,198
9,31,39,90,105,137,172,187
42,55,62,65,73,90,137,196
2,9,31,53,90,110,137,188
42,55,62,65,71,90,92,95
62,65,72,88,91,138,198,200
12,55,62,71,135,137,139,196
8,18,31,40,62,86,90,91
8,33,40,71,91,95,129,137
42,62,71,91,138,139,196,198
31,33,65,76,91,95,137,198
9,65,73,82,90,137,154,198
33,51,62,73,91,96,115,156
24,71,90,91,137,138,193,198
33,42,62,65,71,91,135,137
2,21,62,73,91,108,111,137
42,62,71,73,90,91,137,196
6,33,53,65,107,128,137,154
1,33,35,62,65,72,90,91
62,66,120,137,139,159,189,198
62,65,72,88,132,138,198,200
62,72,89,90,95,119,137,165
9,11,31,33,55,65,81,90
31,65,72,90,91,95,137,198
38,39,62,65,71,137,142,196,198
62,73,78,120,123,124,139,190,196
19,25,30,33,48,72,91,114,137
42,65,66,71,73,90,95,188,198
9,42,65,73,79,90,91,138,198
55,62,65,90,91,103,137,139,196
62,71,73,120,123,124,139,183,190
42,62,65,71,91,137,139,196,198
31,33,53,65,73,91,137,140,183
8,33,42,65,73,91,95,137,183
62,71,73,90,120,138,139,150,196
9,11,28,31,55,65,90,107,154
9,42,65,73,90,137,138,139,198
3,28,45,55,71,73,115,144,154
19,28,31,54,65,106,139,165,192
19,20,25,30,33,48,72,91,198
62,71,73,78,123,124,139,183,190
1,33,62,65,71,73,90,95,198
9,31,33,42,73,131,137,154,198
19,20,72,78,90,97,143,156,198
19,35,65,71,80,127,141,198,200
25,31,33,72,91,95,129,137,198
1,33,62,65,71,73,80,90,198
10,22,40,42,62,65,71,85,137
9,33,77,109,126,129,137,165,198
11,16,28,33,73,115,154,170,193
21,38,39,62,71,142,173,196,198
31,62,65,72,90,95,137,165,198
19,62,72,90,91,105,125,137,198
21,62,65,71,73,91,137,149,198
9,11,28,33,65,154,165,182,198
33,62,66,69,73,91,137,188,198
4,41,55,71,73,91,95,126,145
62,65,69,71,73,90,91,137,198
9,19,28,31,54,106,139,192,198
31,62,72,91,95,108,132,137,198
33,65,66,73,90,95,137,188,198
19,33,62,65,72,90,98,182,198
9,33,42,65,90,91,93,113,198
42,62,65,71,73,90,91,95,198
21,38,39,62,65,71,142,196,198
9,13,31,65,73,137,139,154,198
25,31,33,72,91,95,126,129,137
33,65,72,90,91,95,137,151,198
8,9,33,65,73,91,137,140,183
65,70,90,91,137,138,139,151,196
33,42,65,66,71,90,91,95,137
27,33,50,55,62,65,91,95,145
33,62,65,66,69,71,90,188,198
1,33,62,65,73,80,90,95,198
3,33,55,71,90,91,95,176,193
33,62,65,69,73,90,91,135,181
8,31,33,53,65,91,137,140,183
22,42,55,62,63,65,73,95,137
33,62,66,71,73,90,95,188,198
31,72,91,95,102,129,132,184,198
9,19,33,65,90,91,93,113,165
31,33,62,72,95,108,132,137,198
33,65,72,90,91,95,137,151,165
9,11,28,31,33,65,90,107,154
1,33,56,62,65,73,90,91,141
9,13,42,65,73,139,150,154,198
9,31,33,42,73,90,137,193,198
25,33,52,65,66,72,91,129,137
33,72,80,91,108,132,193,197,198
2,31,33,65,73,91,94,137,188
9,11,16,28,73,115,170,193,198
19,65,72,90,91,105,137,196,198
22,33,42,55,62,65,71,85,95
33,62,65,71,73,80,91,95,198
62,72,80,91,95,108,132,193,197
33,62,65,80,91,145,165,198,200
17,62,73,78,120,138,139,150,198
33,54,62,65,71,73,141,178,198
21,39,62,65,71,137,142,196,198
33,62,71,73,80,91,95,145,198
31,33,62,65,72,91,137,165,198
9,11,31,33,65,73,90,93,154
62,72,80,91,95,108,132,197,198
16,28,33,45,55,71,73,144,154
19,35,48,72,90,91,100,196,198
33,55,65,69,71,73,90,135,181
27,33,55,62,65,71,73,91,95
9,19,42,65,90,93,113,165,198
11,28,31,33,65,73,90,93,154
31,33,65,72,91,95,132,137,198
1,56,62,65,71,73,90,91,141
22,33,42,55,62,63,65,71,137
1,33,56,62,73,90,91,95,198
31,33,72,90,91,95,137,165,198
17,33,54,65,71,80,141,145,198
33,62,65,80,91,95,145,198,200
1,33,65,71,73,91,95,145,198
41,55,71,73,78,135,138,139,196
33,62,65,69,71,73,91,137,149
31,62,73,90,137,139,150,163,198
1,17,33,62,65,80,141,145,198
21,38,39,71,137,142,173,196,198
9,28,55,65,73,79,90,92,139
1,56,62,65,71,73,95,192,198
22,42,55,65,71,91,95,117,137
33,42,62,71,73,95,193,198,199
9,19,42,65,90,91,113,165,198
1,33,56,62,65,90,91,141,198
9,11,28,33,36,65,90,182,198
1,11,31,62,65,72,91,95,198
9,11,28,33,73,115,154,170,193
33,42,65,66,90,91,95,188,198
1,62,65,71,73,91,95,145,198
39,42,62,65,71,73,91,137,184
25,31,33,65,72,91,95,129,137
19,28,33,35,65,71,127,141,198
33,42,62,65,73,90,91,95,188
33,42,62,66,73,90,91,137,188
1,33,62,65,71,73,90,91,95
33,42,62,65,66,73,90,91,188
19,62,72,78,90,143,156,196,198
31,62,73,90,125,137,139,150,163
31,33,65,91,95,108,132,137,198
28,33,35,65,71,80,127,141,200
62,71,78,120,123,124,139,183,196
9,31,42,73,90,131,137,193,198
21,33,62,65,71,73,137,178,198
31,35,48,65,72,90,91,100,137
33,62,65,71,91,95,145,165,198
9,31,33,44,65,68,91,165,198
33,62,65,71,73,90,91,137,188
62,65,70,91,137,138,151,196,198
33,65,69,71,73,91,137,149,198
33,65,71,73,90,91,95,137,198
9,11,41,65,73,90,92,107,139
21,62,65,69,71,73,91,137,198
33,62,80,91,108,132,193,197,198
33,55,62,65,71,73,91,95,145
33,56,71,73,90,91,96,123,162
19,28,35,65,71,80,127,141,200
21,33,62,65,69,71,91,149,198
4,33,55,65,71,91,95,126,145
65,70,90,91,137,139,151,196,198
31,33,62,65,91,95,108,132,137
21,62,65,71,73,91,134,138,196
1,33,56,62,65,71,73,91,198
9,11,28,33,36,65,90,165,182
31,33,62,72,90,95,137,165,198
19,31,65,72,90,91,105,125,137
21,39,62,65,71,91,134,196,198
21,33,62,65,69,73,137,149,198
41,55,62,71,78,138,139,164,196
3,33,73,90,91,95,137,176,193
31,43,48,62,73,86,91,139,169
33,66,71,90,95,100,137,165,198
33,56,62,65,71,90,91,141,198
9,19,33,42,65,91,113,165,198
31,43,48,62,73,90,91,139,196
25,31,65,72,91,95,129,137,198
31,33,62,65,72,90,91,95,198
33,42,62,73,90,95,115,198,199
1,56,62,65,71,73,91,95,192
9,31,33,42,91,126,129,137,165
1,33,62,65,80,91,95,145,198
9,11,28,31,33,65,73,154,198
62,65,66,90,91,95,137,188,198
9,31,42,44,109,126,129,165,198
19,31,62,90,91,105,137,196,198
9,11,28,31,33,65,73,90,154
10,40,42,62,65,85,90,95,137
11,28,31,33,65,73,90,93,198
33,62,72,91,95,137,151,165,198
39,42,62,65,90,91,137,172,198
31,42,65,73,91,108,126,137,198
25,31,33,65,72,91,126,137,198
25,33,65,72,91,126,129,137,198
33,56,62,65,71,73,91,95,192
10,22,33,42,55,62,65,90,95
1,33,62,65,71,80,90,95,198
33,42,62,65,66,71,73,90,198
11,31,33,65,72,90,91,95,198
33,62,65,69,71,73,90,91,137
9,20,31,33,42,44,157,159,198
33,42,65,69,71,90,137,188,198
9,11,31,33,55,65,90,107,154
33,62,65,71,91,95,145,165,200
2,31,65,73,91,94,137,188,198
33,62,72,80,95,108,132,197,198
19,55,62,65,90,91,103,137,196
33,62,65,69,71,90,91,149,198
19,31,48,65,72,90,105,196,198
33,42,62,65,66,73,90,188,198
62,65,70,90,138,139,151,196,198
9,33,42,73,91,108,126,137,198
31,62,65,72,90,91,105,137,196
31,62,65,73,125,137,139,163,198
19,62,65,71,90,91,103,137,196
19,38,42,65,71,91,139,196,198
19,28,33,65,71,80,141,198,200
9,31,41,55,73,84,90,91,139
27,50,55,62,65,71,73,91,145
33,42,71,73,90,95,193,198,199
1,33,65,71,73,80,91,145,198
33,65,69,71,73,90,91,137,149
9,65,73,79,90,91,138,139,196
19,33,42,65,90,93,113,165,198
33,62,66,71,73,90,95,137,198
33,42,62,65,71,91,95,137,198
9,31,41,55,65,84,90,91,139
33,42,62,66,73,91,137,188,198
19,33,65,90,98,137,165,182,198
21,33,62,71,73,91,137,149,198
1,33,62,65,71,80,90,91,198
9,19,33,42,65,91,93,113,198
9,44,65,68,90,91,137,165,198
33,62,65,72,90,91,95,165,198
33,62,65,72,90,95,137,165,198
25,31,33,65,72,91,95,126,137
21,39,62,65,137,142,173,196,198
33,42,62,66,73,91,95,188,198
31,62,90,125,137,139,150,163,198
39,62,65,73,91,134,138,196,198
21,39,65,71,91,134,138,196,198
33,42,65,71,73,91,95,137,188
31,65,72,90,95,137,146,165,198
1,33,62,65,73,80,90,91,198
9,11,28,31,65,73,90,154,198
33,62,65,71,73,91,95,137,183
19,55,62,65,71,90,91,137,196
33,42,62,66,71,90,95,137,198
22,33,42,55,62,71,73,95,137
9,31,33,42,90,131,137,193,198
8,33,62,65,71,73,91,95,183
27,33,55,62,65,71,91,95,145
25,31,65,91,95,126,129,137,198
1,33,62,65,71,73,91,95,198
33,71,73,89,90,91,188,193,198
1,33,62,65,71,73,80,145,198
9,31,41,55,65,73,84,91,139
62,65,71,80,91,145,165,198,200
31,62,65,72,91,95,137,165,198
3,55,71,90,91,95,137,176,193
10,22,42,55,62,65,90,95,137
25,31,65,72,95,126,129,137,198
42,62,65,66,73,95,137,188,198
19,31,62,65,72,90,105,125,198
33,62,65,71,80,91,95,145,198
33,62,65,71,80,95,165,198,200
19,31,62,65,72,90,91,137,196
22,42,55,62,65,71,95,137,165
9,11,28,31,33,65,73,90,93
21,38,65,71,137,142,173,196,198
8,42,62,65,71,73,91,95,183
33,62,66,71,90,91,95,137,198
31,41,42,65,73,84,90,91,139
4,33,41,55,65,71,91,126,145
25,33,52,65,66,72,91,129,198
17,42,62,73,120,138,139,150,198
19,20,62,72,90,97,143,156,198
28,33,35,65,71,80,127,198,200
42,62,71,73,77,91,137,193,198
4,33,41,65,71,73,91,95,126
27,33,50,65,71,73,91,95,145
22,33,42,62,65,71,73,95,137
19,20,62,72,90,97,156,196,198
9,19,33,42,90,93,113,165,198
19,38,62,65,71,91,137,139,196
9,31,42,65,73,91,108,137,198
33,42,56,62,91,95,129,177,198
31,48,62,73,86,90,91,139,169
25,33,65,66,72,91,95,129,137
9,11,28,31,33,73,90,93,154
1,62,65,71,73,80,95,145,198
1,33,56,62,71,73,91,95,198
19,33,62,72,98,137,165,182,198
1,56,62,65,71,73,90,141,198
19,28,35,65,71,127,141,198,200
3,16,28,33,45,55,71,73,154
1,33,62,71,73,80,91,145,198
19,28,31,54,65,106,139,192,198
10,22,33,40,55,62,65,95,137
9,20,31,33,44,91,152,159,198
31,62,65,72,91,95,132,137,198
33,42,62,71,90,95,115,198,199
9,13,31,42,73,137,150,154,198
8,9,31,33,65,91,137,140,183
1,33,56,62,71,73,90,91,141
9,28,31,33,65,73,90,93,198
3,16,33,45,55,71,115,144,154
1,33,56,62,65,71,73,91,93
27,33,50,55,62,65,71,91,145
1,33,56,62,65,73,90,91,93
1,33,56,62,65,73,95,192,198
19,28,31,54,65,106,165,192,198
33,62,65,71,80,91,95,145,200
19,28,33,35,65,80,127,198,200
65,66,90,91,95,100,137,165,198
21,33,62,69,71,73,137,149,198
16,28,33,55,71,73,115,144,154
1,56,62,71,73,91,95,192,198
9,11,28,31,33,73,93,154,198
