2,42,57,97,103,121,170
24,28,42,91,124,130,148
2,17,24,74,98,105,128
22,28,30,98,103,133,142
4,26,54,74,98,138,149
4,20,55,74,95,132,152
4,28,42,57,103,129,145
4,52,62,74,84,108,130
24,28,48,103,130,138,142
4,18,24,74,88,97,127
11,25,29,77,102,110,132
4,18,24,74,79,88,97
4,28,42,58,103,114,168
22,28,30,42,44,81,103
2,28,47,74,88,124,130
16,28,48,78,103,138,159
4,24,28,42,103,113,138
4,16,25,74,84,98,124
4,18,24,74,98,103,127
8,22,51,75,81,99,135
4,15,20,97,99,121,130
7,24,28,74,84,92,98
4,42,45,103,114,121,138
4,24,42,75,103,113,121
4,58,64,74,84,149,159
16,71,89,98,103,138,165
16,28,43,75,103,133,148
5,24,51,84,98,103,166
4,28,38,89,98,103,168
4,42,45,103,114,121,128
4,24,55,74,84,103,151
16,26,43,61,86,123,166
4,17,24,38,74,107,113
4,45,51,103,114,128,135
4,16,51,73,98,138,162
39,54,61,74,138,149,159
4,20,28,76,83,117,126
23,28,38,74,103,112,137
4,28,89,103,112,138,160
24,28,46,74,103,129,137
23,28,40,42,103,112,137
4,38,52,54,74,98,162
8,28,48,68,103,146,167
4,22,28,89,107,138,161
28,31,46,75,89,103,160
22,42,44,81,103,121,127
14,16,39,75,89,103,112
11,28,38,72,86,112,126
4,16,28,42,75,103,113
4,24,28,38,74,103,159
4,20,28,74,84,103,117
4,24,38,56,74,112,151
4,21,28,74,103,138,160
15,21,41,50,79,114,135
11,28,38,74,103,112,130
19,24,48,87,122,132,140
28,38,72,98,103,112,170
14,21,41,83,114,139,149
7,31,74,84,110,124,164
4,20,28,74,84,124,130
16,28,46,74,79,103,129
7,24,28,74,88,95,169
22,28,30,74,84,103,117
4,28,74,84,98,103,158
5,16,22,72,98,105,112
24,39,42,99,127,148,166
4,22,50,74,95,130,152
4,24,55,74,84,103,163
4,21,28,38,74,103,117
12,16,28,89,98,103,112
4,24,28,59,74,84,103
4,24,38,54,74,98,151
7,24,28,48,95,124,130
18,24,34,74,84,124,130
4,22,28,89,103,138,157
4,24,51,74,84,103,155
4,28,58,74,84,98,103
6,16,65,98,103,127,171
23,28,74,98,103,112,138
16,28,46,103,125,137,143
16,22,28,39,42,75,131
4,13,22,74,81,103,112
16,28,39,74,103,127,146
22,28,42,44,81,103,137
4,19,24,74,84,130,154
4,28,58,74,98,103,138
21,28,47,74,116,138,160
4,16,51,74,103,138,163
16,28,39,75,105,131,169
4,16,28,75,84,103,113
4,13,20,97,99,126,132
4,17,24,56,74,117,138
4,28,68,89,98,103,138
39,42,58,103,135,138,170
22,42,81,103,121,127,144
4,18,20,75,81,99,121
16,28,42,59,75,103,146
4,16,51,74,84,103,163
4,16,61,75,84,93,164
4,17,26,75,103,113,121
4,38,42,103,130,135,168
4,24,38,56,74,118,155
7,24,28,89,103,112,130
16,42,69,75,103,121,148
4,22,24,81,106,127,135
16,28,46,75,103,125,148
28,47,69,74,103,145,170
4,21,52,74,98,138,151
2,28,42,47,103,112,140
4,9,28,84,93,107,134
41,51,53,79,115,146,165
4,9,28,84,98,112,122
49,77,117,127,141,144,155
28,39,42,75,103,112,160
5,24,53,76,99,133,156
10,28,70,88,112,119,137
2,16,25,89,103,112,140
4,9,28,74,84,124,130
4,21,28,42,75,103,129
16,28,75,89,103,125,146
4,19,24,54,74,84,130
24,28,46,74,103,127,139
22,24,42,75,114,132,136
7,24,34,74,84,124,130
16,28,40,61,89,113,138
7,24,28,69,74,95,103
4,19,26,88,97,124,131
10,24,28,74,84,98,124
22,28,42,67,81,103,137
4,15,79,103,114,121,158
4,28,53,89,133,145,149
2,28,47,74,84,124,160
22,24,51,53,72,79,139
16,39,42,75,112,136,164
4,13,22,74,84,110,112
10,16,42,75,103,121,169
16,28,37,42,59,81,103
24,28,43,84,103,117,140
39,52,58,75,143,157,169
24,39,42,75,103,136,171
4,28,31,74,84,103,113
16,22,40,84,103,117,136
1,16,22,89,98,124,133
4,22,52,75,81,112,135,149
4,19,24,74,76,98,103,112
4,16,22,28,75,81,89,115
3,24,28,37,74,88,112,118
4,18,25,89,98,103,112,138
4,22,52,57,74,84,151,153
16,25,39,55,75,103,117,135
5,22,24,51,83,103,112,136
4,9,68,74,97,103,130,151
4,22,42,53,75,81,115,121
4,22,24,28,74,96,103,130
4,14,24,74,88,97,124,130
14,24,32,74,81,103,109,127
22,24,41,75,103,114,136,151
1,16,34,37,48,93,103,129
5,22,24,75,84,105,136,153
16,25,40,64,73,110,112,137
16,28,42,59,75,103,143,169
2,16,22,28,42,103,112,140
2,11,28,84,93,102,124,130
4,16,22,28,79,89,103,112
4,22,24,28,84,93,107,134
12,18,24,93,102,124,131,171
4,16,22,28,75,101,103,125
16,22,28,42,82,103,112,138
4,22,24,28,102,108,130,132
4,16,22,28,89,96,103,130
2,27,54,74,76,110,132,140
1,24,55,76,83,101,111,171
4,13,19,31,64,74,84,124
4,28,31,42,75,97,125,131
4,22,24,28,93,102,130,132
4,16,22,28,75,81,114,116
4,13,19,68,74,88,118,145
4,16,22,28,75,102,116,125
16,22,28,40,89,103,112,137
1,16,34,55,61,72,86,117
4,15,22,38,74,98,103,112
4,22,24,38,42,103,114,121
28,39,42,58,75,103,146,157
4,13,22,75,81,89,103,112
5,22,24,36,75,84,105,153
22,28,30,42,75,81,103,112
22,28,39,67,74,103,109,137
4,16,22,28,75,89,103,133
12,18,24,75,81,103,114,121
4,22,24,28,74,84,112,118
4,9,28,42,68,95,120,134
10,24,28,81,83,103,112,142
2,28,74,84,98,103,112,170
4,22,24,74,80,103,130,151
10,24,28,74,84,103,112,130
4,22,24,28,38,74,107,117
7,16,28,75,81,89,103,112
22,24,28,38,82,112,118,120
4,17,24,74,88,118,124,156
24,39,42,75,103,121,148,169
4,28,42,58,81,87,114,120
4,22,24,28,74,95,104,130
4,16,22,28,98,104,126,138
4,17,24,74,88,97,124,130
4,18,24,38,72,78,105,112
15,25,33,89,103,112,138,147
4,15,22,38,98,103,112,135
4,22,24,28,74,97,105,128
4,16,22,28,74,84,103,114
4,22,24,28,88,95,122,124
4,22,50,74,84,98,112,149
4,16,22,28,75,89,114,132
4,16,25,55,74,103,117,138
22,24,28,37,74,103,112,138
4,28,42,58,75,81,103,114
4,22,24,28,90,97,124,130
12,24,28,74,88,95,124,130
8,22,42,75,81,103,114,121
4,19,25,74,84,98,103,112
4,6,22,24,97,99,122,124
4,17,24,74,84,103,109,163
12,18,24,53,75,99,113,121
4,22,35,52,75,81,112,151
4,16,22,28,75,81,108,114
4,22,24,28,81,99,105,127
4,22,24,28,84,98,112,126
4,22,24,28,84,93,124,134
4,16,22,28,89,115,126,138
4,6,22,24,75,81,114,116
4,16,22,28,89,98,123,133
16,22,51,81,103,112,135,137
4,22,50,74,112,130,138,152
4,22,24,28,88,97,126,131
4,28,31,60,78,83,103,112
12,16,29,74,84,98,103,112
4,21,64,75,81,116,135,156
4,22,24,28,77,91,102,132
4,22,24,28,74,100,118,124
2,28,42,75,81,103,112,160
22,24,28,38,72,82,103,112
4,15,17,62,74,84,92,98
4,16,22,28,75,93,103,129
2,23,28,42,75,81,103,112
4,16,22,28,74,111,117,138
4,22,24,28,84,90,112,126
6,44,59,65,90,127,147,171
4,16,27,75,84,102,125,162
4,22,24,28,76,85,103,112
4,18,24,74,98,103,112,138
4,22,24,28,81,95,109,123
4,54,61,75,81,110,117,135
4,16,22,28,89,98,126,128
4,16,22,28,74,79,103,112
4,22,24,28,74,84,105,111
4,16,22,28,81,89,103,127
35,38,62,82,106,145,150,160
4,14,24,38,74,103,112,130
12,24,28,74,98,103,127,169
39,42,58,103,121,144,148,169
4,16,22,28,89,96,103,129
4,25,56,74,112,118,120,138
4,22,24,74,97,103,130,151
4,22,24,28,74,80,88,130
24,28,38,82,89,111,119,159
4,16,22,28,77,84,103,112
4,22,24,28,78,84,102,124
4,22,24,28,38,87,109,134
4,22,42,81,83,103,121,157
4,16,22,28,42,79,103,114
4,22,28,74,97,105,127,149
1,8,13,22,81,87,114,121
18,24,48,53,75,99,121,139
16,22,28,39,42,75,103,112
16,22,28,37,74,103,112,138
4,16,22,35,75,81,103,117
4,22,24,28,74,97,103,127
4,22,24,28,84,92,98,106
4,22,24,28,53,77,99,132
4,16,22,28,81,89,99,119
4,15,22,74,84,98,103,112
4,22,24,28,74,98,103,129
4,22,24,28,84,93,103,130
22,24,28,37,74,103,117,140
4,22,24,28,74,84,105,114
16,28,43,69,103,137,142,159
22,24,38,74,103,112,137,151
4,16,22,28,74,81,103,112
4,16,22,28,74,105,111,138
28,31,47,74,84,103,112,140
4,22,52,74,84,112,130,151
4,9,28,60,74,84,103,112
4,22,24,28,74,95,105,130
4,22,28,74,97,105,130,149
4,16,22,75,81,103,117,135
4,22,24,28,93,95,124,130
4,16,22,28,74,103,117,138
22,39,42,44,103,121,138,157
4,13,22,57,75,101,103,121
6,16,32,74,84,98,103,112
4,16,22,28,42,75,111,129
7,20,28,74,80,105,130,149
5,16,22,75,81,103,114,121
4,13,22,74,84,98,103,112
4,20,38,51,72,78,103,114
16,22,28,38,82,89,103,112
4,22,38,50,72,98,112,149
4,28,31,74,84,103,112,130
4,16,22,28,89,91,119,130
4,17,24,74,98,103,112,138
22,28,42,67,97,103,125,157
4,9,42,75,81,103,114,121
9,30,42,71,95,103,151,169
8,15,32,90,92,114,121,128
4,13,20,59,75,81,99,121
4,22,24,28,75,84,103,112
4,45,51,74,98,138,152,154
4,16,22,28,89,126,138,161
4,22,24,28,74,105,138,153
4,22,24,42,87,97,121,130
16,22,28,39,74,103,112,138
5,18,24,74,88,97,124,130
4,6,22,24,75,100,114,121
4,9,28,74,84,103,112,130
4,22,28,61,74,84,107,117
4,22,24,28,84,102,112,130
24,35,38,56,118,136,137,154
4,13,22,74,84,112,130,152
4,19,24,74,88,95,124,130
2,16,22,28,89,98,103,112
4,16,22,28,76,85,103,112
4,20,28,74,97,105,130,149
4,16,25,74,103,117,138,155
2,22,42,75,81,103,121,157
4,16,22,28,42,80,103,114
22,24,42,81,103,114,121,137
3,17,24,74,84,98,103,112
4,16,28,42,59,75,81,103
22,24,40,84,103,112,136,151
16,22,28,38,89,103,112,140
4,22,24,28,95,103,109,133
7,20,28,74,88,95,124,130
4,16,22,42,103,114,138,165
4,22,28,74,95,105,130,149
5,16,22,75,81,89,103,112
22,30,42,44,97,103,130,135
4,22,24,65,98,103,127,142
4,6,16,22,74,84,92,98
4,22,24,28,77,84,102,107
22,24,28,74,81,103,112,137
1,22,24,75,81,103,114,121
4,28,31,45,74,98,103,127
4,16,22,28,89,99,119,128
4,22,24,42,97,103,130,135
22,24,28,39,74,103,112,137
4,16,28,75,81,89,103,159
4,14,16,74,98,103,112,138
4,22,24,75,81,103,117,135
4,15,38,50,59,74,160,162
4,22,28,61,81,83,89,107
4,16,22,28,42,75,81,161
4,22,24,28,73,91,117,119
2,11,28,75,81,89,103,112
8,12,18,36,75,84,103,112
22,24,38,42,82,103,112,121
16,22,28,39,72,103,112,140
4,28,38,89,98,120,126,145
2,6,16,22,98,103,112,165
2,22,24,28,82,84,105,112
28,31,44,74,88,124,130,147
4,22,24,28,38,74,103,117
14,24,41,59,79,103,135,146
4,16,25,64,75,86,93,100
4,22,24,28,84,91,105,130
22,24,28,39,74,103,112,140
4,22,51,74,98,112,138,152
4,14,24,53,75,101,125,132
4,6,22,24,94,99,121,128
4,6,16,22,75,101,103,121
9,28,33,74,84,103,112,147
4,9,28,68,74,97,103,130
16,22,28,40,89,103,112,138
22,28,44,74,81,103,109,137
4,16,26,74,84,98,103,112
4,22,28,74,96,105,127,149
16,28,37,42,59,103,143,169
22,28,37,74,81,103,117,144
4,16,22,51,79,103,112,135
4,16,22,28,42,80,98,103
4,16,22,28,74,81,103,114
22,24,28,40,74,103,112,139
4,13,19,68,74,105,130,145
16,32,42,75,81,103,112,135
16,22,28,72,81,105,112,137
4,24,42,53,75,99,132,156
4,22,24,51,75,86,103,114
4,24,42,75,81,103,121,159
4,22,24,28,75,81,105,112
4,22,24,28,77,84,103,112
3,24,28,74,88,97,124,130
22,24,28,38,74,107,118,137
4,13,22,89,98,103,112,138
4,19,25,74,98,112,120,138
7,24,28,74,84,103,112,130
4,22,24,28,74,88,114,124
10,24,34,74,84,98,103,112
4,16,22,28,75,81,89,161
22,24,41,51,103,112,137,142
4,22,24,42,103,114,121,128
4,6,22,24,88,97,121,130
10,24,71,98,103,127,142,169
8,22,39,42,49,75,114,121
4,22,28,42,75,81,103,157
4,22,24,28,74,84,92,98
4,22,24,28,77,84,91,105
4,16,22,28,92,101,119,129
12,24,75,84,93,118,153,166
4,16,22,28,42,81,95,103
4,22,24,28,42,81,107,131
4,22,28,74,103,117,138,157
4,22,24,28,78,88,114,124
4,22,24,28,74,84,107,118
2,18,24,74,88,97,124,130
7,24,28,48,95,103,109,133
22,24,39,42,75,103,114,121
4,38,50,56,74,112,151,160
22,24,28,38,74,103,112,137
39,42,44,103,121,127,147,169
4,17,26,74,98,103,112,138
4,16,35,64,75,81,112,142
4,22,28,61,74,84,105,149
4,16,27,75,81,103,114,135
4,22,24,28,42,75,103,129
4,16,22,28,77,83,103,112
10,16,28,81,89,103,112,137
22,24,37,42,81,103,114,121
2,16,22,28,83,89,112,126
4,22,24,28,74,84,98,108
4,16,22,28,84,90,112,126
4,16,22,28,74,96,103,129
4,16,22,28,74,92,110,120
4,20,28,74,88,97,124,130
4,17,24,74,84,98,103,112
4,22,24,28,86,88,114,124
7,24,32,75,81,103,114,121
24,32,74,81,103,112,137,151
16,22,28,40,42,103,112,139
4,17,24,56,74,84,112,118
15,17,38,62,74,109,118,137
4,15,22,74,84,103,112,130
4,22,28,74,84,103,117,157
4,38,50,64,74,112,151,160
4,17,24,63,74,84,103,109
4,19,25,75,81,89,103,112
4,22,24,28,85,103,109,127
22,24,37,42,103,114,121,140
4,9,13,27,56,74,88,168
4,22,24,28,88,102,125,131
5,17,24,74,88,118,124,156
4,22,24,28,74,84,92,130
22,24,28,38,72,103,112,137
16,22,28,81,89,112,119,137
4,22,24,28,75,81,106,112
22,28,44,74,97,105,149,167
4,22,28,61,74,107,117,138
1,22,24,41,103,112,137,151
4,22,24,28,38,74,103,109
4,16,22,28,75,81,103,117
4,16,26,61,74,84,110,124
4,17,24,38,63,74,103,109
4,16,22,28,75,86,103,112
4,16,22,28,80,89,98,103
9,32,42,103,112,121,130,147
4,22,24,74,95,103,130,151
4,26,53,75,81,118,135,154
22,24,39,42,75,103,112,121
4,22,24,42,81,95,103,121
22,28,30,44,74,97,103,130
7,24,34,74,84,103,112,130
4,22,24,28,84,98,105,123
22,24,36,51,84,103,112,140
4,16,51,75,81,114,135,162
4,22,28,42,49,75,81,114
4,22,50,74,84,98,112,152
4,22,24,28,73,75,103,112
4,13,22,74,84,98,112,152
4,22,24,75,81,106,116,135
16,32,42,81,83,103,114,121
4,16,22,28,84,98,112,122
9,32,35,50,75,81,112,151
12,16,28,74,84,98,103,112
4,22,24,28,74,84,107,117
22,24,39,74,103,112,137,151
10,16,65,89,98,103,127,171
4,15,25,75,84,103,112,160
8,22,28,67,98,119,133,142
10,24,28,69,92,98,122,127
5,24,29,74,88,97,124,130
4,22,28,75,81,103,109,157
4,16,22,28,74,98,108,138
4,22,24,28,74,92,130,132
4,16,22,28,81,88,114,119
4,13,22,74,84,98,124,152
4,16,25,75,81,103,114,135
16,28,42,59,75,103,148,169
16,28,48,69,103,137,142,159
4,16,22,28,42,81,114,119
4,22,24,28,74,84,103,114
4,19,25,74,88,97,124,130
4,16,22,28,84,98,103,125
4,16,22,42,80,103,114,135
16,28,39,42,75,103,148,169
4,22,24,28,74,95,103,130
15,22,35,38,103,112,136,137
4,16,25,75,81,89,103,112
22,24,41,51,75,103,112,135
4,24,28,53,74,84,105,159
4,16,22,28,75,81,104,114
4,22,28,74,81,109,127,149
12,16,28,69,74,98,103,127
4,16,25,64,74,84,110,112
4,22,50,74,84,112,130,152
4,13,22,75,81,106,116,135
4,17,26,38,74,98,103,112
4,16,22,75,81,109,116,135
4,13,22,38,74,103,112,130
4,17,24,74,88,97,130,132
22,24,41,51,75,103,114,135
4,13,22,75,97,105,131,135
4,42,57,75,81,135,154,163
8,22,28,75,81,89,103,112
4,17,26,74,84,103,112,130
4,22,24,28,77,84,118,153
12,24,28,84,91,117,124,143
4,19,35,54,64,75,81,163
4,15,22,75,81,114,116,135
12,18,24,53,75,81,99,121
4,22,24,28,84,94,112,122
22,24,28,38,74,105,112,139
4,22,24,28,74,80,103,130
24,42,71,75,97,103,135,169
4,16,61,75,81,110,135,162
4,6,22,24,75,101,103,121
4,15,20,75,81,114,135,150
4,16,25,74,98,100,120,129
4,22,52,74,84,98,112,149
4,22,24,28,74,84,124,130
28,42,58,70,103,143,144,168
25,37,64,74,112,120,139,152
4,25,52,75,81,114,135,154
4,18,24,81,83,103,114,121
4,24,42,75,81,114,135,154
4,42,58,75,81,114,121,149
4,22,24,28,74,81,103,112
4,16,22,28,73,97,103,127
4,16,22,28,74,98,103,127
24,28,38,59,74,103,137,146
28,42,47,58,103,137,143,169
22,24,28,40,72,103,112,138
4,6,22,24,80,103,114,121
24,39,42,75,103,121,143,169
4,22,24,28,42,83,103,129
4,17,26,74,84,98,103,112
4,16,25,75,81,103,112,135
5,16,25,29,82,87,112,122
4,24,28,59,74,84,105,153
4,22,24,42,79,103,114,121
22,24,28,38,82,110,112,120
2,22,24,28,78,84,103,112
9,33,42,75,81,103,112,165
24,38,65,103,113,137,141,151
4,16,22,28,84,98,112,134
7,28,31,70,74,88,95,124
4,22,24,28,74,100,124,130
5,18,25,53,80,89,113,115
10,24,28,74,88,95,124,130
4,22,24,28,84,98,106,112
4,22,24,28,74,84,108,130
2,11,28,74,84,103,112,170
22,24,28,37,74,97,105,153
22,28,39,44,89,103,138,157
4,13,22,57,74,80,88,152
4,13,52,58,74,79,120,156
4,22,24,28,84,102,109,123
4,16,22,28,89,98,124,131
4,22,24,28,91,102,124,131
4,16,22,28,42,75,81,99
4,31,74,84,103,112,130,151
4,13,22,35,75,81,103,114
4,16,22,28,42,75,114,132
2,22,24,28,82,84,103,112
4,25,64,74,112,120,138,156
12,16,28,74,98,103,127,169
22,24,40,42,103,114,121,138
4,15,22,74,88,97,124,130
4,22,24,42,97,99,121,130
8,12,28,68,74,98,103,170
4,17,24,56,78,85,118,124
4,22,24,28,84,93,118,124
4,28,31,74,98,103,127,145
16,61,71,83,89,91,146,165
4,22,42,57,75,81,103,121
4,24,28,38,74,88,111,159
4,22,50,74,84,112,130,151
4,15,22,75,81,103,112,135
7,8,32,74,84,98,103,112
4,14,24,74,84,98,103,112
8,22,28,74,84,98,103,112
4,19,38,62,74,130,145,150
4,24,28,59,74,81,88,95
7,24,28,74,84,105,112,130
4,16,22,28,81,89,112,119
4,22,24,28,73,87,97,123
4,16,22,28,61,75,81,89
10,16,28,42,75,81,103,112
4,22,24,28,74,88,97,127
16,22,28,40,74,80,103,117
4,16,22,42,61,75,81,121
11,21,42,97,103,121,128,170
4,16,42,75,81,112,135,164
5,22,24,81,83,103,112,151
4,22,24,28,53,74,84,105
4,22,24,28,74,98,105,127
8,22,28,74,81,103,117,167
3,24,28,74,76,98,103,112
4,16,22,28,89,95,103,125
4,16,61,74,84,110,124,163
4,16,22,28,75,101,103,129
16,22,41,51,75,103,112,135
4,16,22,28,73,110,112,138
4,22,24,28,77,84,105,123
2,16,22,28,82,84,110,112
16,22,28,74,81,103,112,137
22,24,41,51,77,79,87,114
2,22,24,28,42,98,103,112
4,16,22,28,74,92,117,127
28,37,58,74,81,120,144,159
4,17,26,74,84,112,118,156
4,9,28,87,98,123,132,142
4,15,17,38,74,109,118,162
4,22,24,28,79,93,118,120
4,22,28,38,61,74,109,153
4,28,31,74,88,98,132,145
22,28,74,81,103,117,127,144
16,22,28,81,89,103,112,137
4,19,25,74,81,88,112,118
22,28,67,74,81,103,109,137
4,38,52,62,74,130,150,168
22,28,30,75,81,89,103,112
22,24,28,39,74,88,114,137
4,18,24,63,75,84,93,153
4,22,28,57,74,84,103,117
4,16,25,38,103,112,130,135
16,22,28,82,89,103,112,138
1,16,22,41,75,103,117,125
7,24,28,74,79,88,97,169
24,32,51,75,81,103,114,135
22,28,30,42,49,75,81,114
10,24,34,98,103,112,121,142
5,19,24,74,88,97,124,130
4,16,22,28,74,84,111,117
22,24,28,38,74,103,109,137
4,28,31,74,88,124,130,145
20,39,42,75,103,112,141,151
4,35,53,59,75,81,151,157
4,13,22,75,81,103,112,121
16,22,28,39,75,89,103,112
28,42,58,70,98,103,145,169
4,14,24,75,81,103,114,121
4,24,42,59,75,81,103,121
4,22,24,28,93,102,107,133
9,28,33,42,75,81,103,112
4,16,22,28,42,75,81,111
4,16,25,89,103,112,130,138
4,16,22,28,74,98,116,138
4,13,22,75,81,103,114,121
4,16,22,28,74,76,98,132
4,22,24,28,88,102,124,130
4,18,24,74,84,98,103,112
16,22,28,40,72,103,112,139
4,17,38,64,74,110,112,120
4,22,24,28,84,102,112,122
4,51,58,74,84,98,152,162
16,42,71,75,97,103,135,169
11,21,42,81,83,103,114,121
4,22,24,28,78,85,103,112
4,6,22,24,92,98,127,165
4,28,31,45,74,98,103,129
4,6,22,24,75,81,106,116
2,19,24,40,74,88,118,124
4,22,24,28,74,98,103,127
4,13,19,58,74,88,130,145
33,42,47,103,121,127,144,148
28,39,42,53,75,143,157,169
4,22,28,42,53,75,81,157
5,7,30,49,73,97,130,144
4,13,31,52,74,84,112,164
4,22,42,75,81,103,121,157
4,22,42,53,75,81,135,161
10,24,28,74,98,105,127,169
4,25,75,81,112,118,135,156
4,19,24,74,84,103,112,130
