73,195
91,176
112,156
92,180
11,73
101,175
134,176
127,194
101,199
106,147
11,86
176,195
39,58
120,192
36,188
6,191
101,148
11,176
96,176
47,176
26,153
112,165
33,104
11,57
65,157
19,112,174
156,174,192
87,174,175
86,123,156
11,65,176
24,86,176
30,106,175
47,101,194
147,165,174
86,100,195
47,92,174
7,101,191
38,85,176
18,86,146
10,11,112
11,18,181
86,127,174
106,174,176
101,176,194
7,20,101
165,170,194
86,174,176
11,123,176
174,188,199
86,174,175
5,16,141
36,101,176
106,112,194
123,176,192
16,21,75
86,94,123
20,86,199
102,147,165
101,176,199
18,106,147
11,84,163
81,149,165
106,112,175
101,179,189
25,94,112
40,86,127
7,78,92,106,112,162,165,174
16,101,106,165,179,184,194,199
20,26,56,86,101,106,191,193
7,20,66,76,79,86,101,174
11,86,120,123,156,174,176,192
11,25,57,65,86,143,146,176
11,73,86,101,174,176,195,199
7,60,101,165,179,191,194,199
53,64,86,147,175,176,195,199
11,64,86,101,174,175,195,199
33,68,92,101,156,165,174,176
1,92,101,106,127,165,176,194
11,64,73,174,175,176,195,199
86,101,161,174,175,179,191,199
7,101,106,165,179,184,194,199
7,66,79,86,101,106,191,199
47,82,92,101,106,127,129,165
11,47,71,88,120,174,176,196
11,86,105,112,123,156,176,181
11,26,86,101,126,156,175,176
77,91,147,165,172,174,176,195
7,25,86,106,160,173,174,175
25,86,90,94,106,112,120,174
11,24,50,73,91,101,148,195
47,71,86,88,120,123,176,196
7,10,64,86,112,144,162,174
66,79,86,101,106,174,191,199
11,41,105,112,120,174,176,192
11,18,57,86,96,126,148,195
11,86,105,112,120,156,174,176
33,75,92,101,134,156,165,176
11,47,86,101,127,174,175,199
11,50,64,73,166,176,195,199
11,24,50,86,148,174,176,195
11,105,112,120,123,156,174,181
11,86,112,120,123,156,176,181
11,86,88,105,112,120,123,174
7,78,92,106,112,162,171,174
11,18,31,57,86,96,101,126
21,64,75,92,101,118,174,176
26,56,66,106,116,165,184,191
11,24,64,73,91,101,174,195
64,73,86,101,175,176,195,199
86,112,120,123,156,174,176,192
11,18,80,86,122,146,176,195
16,69,75,92,115,162,165,194
64,73,86,101,174,175,195,199
8,58,86,101,106,147,176,199
26,33,92,106,112,123,165,176
26,54,73,86,121,148,191,193
24,73,86,91,101,148,174,195
11,26,36,57,86,101,156,175
11,50,73,101,166,176,195,199
11,50,64,166,174,176,195,199
20,55,86,94,106,112,173,174
11,64,73,101,166,174,176,199
11,36,57,86,101,126,156,175
11,64,73,86,91,101,174,195
64,73,86,101,174,175,176,199
7,86,106,174,175,179,191,199
18,90,92,106,124,138,162,171
11,88,105,112,123,174,176,192
4,7,20,56,86,101,187,191
20,21,48,70,101,108,142,194
11,26,31,86,101,126,148,176
1,16,92,101,106,165,176,194
7,86,106,161,174,175,179,191
7,60,101,175,179,184,191,199
47,75,92,101,106,174,176,194
7,106,155,159,162,165,175,179
47,86,101,127,156,174,176,199
18,90,92,112,138,162,165,171
7,44,86,89,101,148,174,191
21,48,57,101,108,142,191,194
7,17,20,73,148,174,182,191
7,26,56,106,162,165,179,184
11,64,75,91,148,176,185,195
11,73,101,161,174,175,195,199
11,18,31,57,86,101,148,176
7,20,66,79,86,101,191,199
16,18,42,57,86,101,147,148
69,92,112,123,132,156,176,194
25,86,90,94,112,120,174,176
17,73,87,101,174,175,176,195
7,26,66,101,106,116,165,184
11,26,57,86,101,156,175,176
11,47,65,86,119,123,174,176
11,64,86,174,175,176,195,199
39,69,92,112,132,156,176,194
13,16,52,77,92,127,176,194
11,18,57,86,96,101,148,176
11,25,26,65,123,143,146,176
20,66,86,101,106,174,191,199
11,86,105,112,120,123,156,174
11,86,96,126,169,176,192,195
7,16,65,69,75,92,115,162
68,75,101,134,156,165,174,176
11,86,88,105,120,123,174,176
11,25,92,112,123,174,176,180
26,36,80,86,97,101,176,188
11,16,18,31,52,86,148,176
16,71,85,92,106,127,165,176
25,86,90,106,112,120,174,176
25,90,94,106,120,123,174,176
6,7,73,79,86,101,174,191
82,92,101,127,174,175,194,199
7,20,66,79,101,174,191,199
7,16,165,179,184,191,194,199
7,78,90,92,106,112,171,174
11,86,112,120,123,174,176,181
1,92,106,127,165,174,175,176
11,47,65,86,123,157,174,176
16,65,69,75,92,115,162,165
26,36,80,86,97,101,156,176
7,61,82,101,127,165,174,194
11,86,88,112,120,123,176,192
47,82,92,101,106,165,175,176
11,18,39,80,101,146,176,195
47,82,92,106,129,165,174,176
60,101,165,175,184,191,194,199
7,26,56,86,101,106,153,191
39,92,112,132,156,165,176,194
86,105,112,120,156,174,176,192
11,105,112,120,123,156,176,192
11,47,101,127,174,175,176,199
16,92,101,106,127,165,176,194
7,20,26,56,86,101,106,153
33,81,92,106,112,123,165,176
6,20,73,79,86,101,148,191
24,50,73,91,148,174,176,195
11,31,57,86,101,148,176,195
11,31,64,86,95,101,148,176
47,75,101,106,165,176,194,199
11,21,75,91,92,118,174,176
11,47,63,65,86,157,174,192
18,90,92,106,112,124,138,171
11,50,86,101,148,174,189,195
64,86,101,147,174,175,176,195
11,50,73,166,174,176,195,199
92,101,106,127,165,175,176,194
7,17,20,73,86,101,174,191
26,80,86,97,101,156,176,188
15,86,106,107,112,174,176,195
47,82,92,101,106,127,175,176
11,86,105,112,120,174,176,192
7,20,73,79,101,148,174,191
11,64,73,86,174,175,176,199
10,86,98,112,162,174,175,179
7,60,165,175,179,184,191,199
7,16,65,69,92,115,165,194
11,64,73,86,175,176,195,199
11,18,39,80,86,122,146,195
92,101,106,127,165,174,175,194
7,61,101,106,165,174,194,199
11,42,86,101,127,174,176,199
11,86,88,105,112,120,174,192
7,55,94,106,107,112,173,174
11,86,105,123,156,174,176,192
11,57,96,101,146,148,176,195
39,69,112,123,132,165,176,194
11,86,105,112,120,123,156,176
7,20,66,76,86,101,106,191
47,82,92,101,129,165,174,176
64,73,86,174,175,176,195,199
7,20,26,56,86,106,153,193
47,63,65,86,123,157,174,176
22,47,101,127,165,175,176,199
7,17,20,73,86,174,182,191
78,86,90,106,112,159,174,179
11,86,112,120,123,156,176,192
11,64,73,86,101,176,195,199
11,50,73,86,101,174,195,199
11,24,46,86,101,148,174,189
11,16,18,57,86,95,101,176
65,104,134,141,165,174,176,188
11,86,105,120,123,174,176,192
11,16,18,31,57,86,101,148
11,86,105,112,120,123,174,192
7,16,106,165,179,184,191,199
26,80,86,97,101,156,175,176
7,26,56,86,101,106,191,193
86,105,112,120,123,174,176,192
47,92,106,165,174,175,176,199
64,73,101,166,174,176,195,199
11,80,86,101,122,146,176,195
7,56,103,106,112,165,179,184
11,18,112,120,126,150,176,192
11,26,57,65,86,143,146,176
7,78,92,106,162,165,171,174
11,73,86,174,175,176,195,199
20,55,86,94,107,112,173,174
7,26,56,86,101,106,153,193
7,66,86,101,106,174,191,199
13,16,52,77,92,101,165,194
11,18,31,39,57,101,146,176
7,20,79,86,101,106,174,199
18,90,106,112,124,162,165,171
11,16,18,31,101,126,148,176
7,26,101,106,116,165,184,191
7,44,50,86,89,101,174,191
11,21,22,25,112,123,176,180
7,20,66,76,79,86,106,191
7,20,86,106,107,112,173,174
7,10,64,112,144,148,174,192
7,65,69,75,92,115,162,165
11,86,127,156,174,175,176,199
11,21,64,75,91,92,101,176
47,86,101,156,174,175,176,199
17,20,73,86,148,174,182,191
18,57,86,93,101,147,148,176
