6,73
44,91
42,73
1,141
31,62
33,65
80,198
28,132
8,40
11,123,148
25,101,196
55,90,149
73,90,95
65,71,149
33,66,198
21,38,142
62,72,95
31,137,165
71,95,115
19,72,195
33,72,95
42,62,65
19,137,198
13,65,73
71,73,145
42,137,150
91,95,129
21,62,65
65,184,198
62,95,137
62,65,198
66,72,137
19,20,97
55,65,85
71,90,137
62,149,198
65,91,198
71,73,115
80,90,91,198
28,65,73,90
66,137,179,198
33,90,135,137
28,29,71,90
1,28,90,141
42,71,73,90
62,90,91,95
72,90,91,143
28,33,65,154
33,132,154,198
19,42,62,90
55,73,90,138
42,73,91,139
62,65,95,198
31,33,65,91
28,60,73,132
20,31,62,137
6,73,91,95
12,73,90,196
8,40,72,86
55,62,91,137
22,33,62,65
33,44,72,91
37,42,62,65,90,91,95,139
31,65,72,76,91,95,137,198
9,19,65,91,105,139,196,198
31,33,65,72,76,90,91,95
31,33,65,72,90,91,137,198
21,33,73,91,108,111,137,198
33,62,71,89,95,124,188,193
33,35,62,137,153,188,189,198
9,15,28,132,154,192,193,198
26,35,62,65,71,91,139,200
33,60,62,71,90,95,165,198
33,42,60,62,73,95,188,198
19,33,42,65,71,90,137,165
9,19,42,65,138,139,196,198
33,65,66,71,90,91,137,188
39,42,62,65,71,73,137,173
31,62,72,90,95,119,137,198
37,42,62,65,91,95,139,198
42,73,91,137,138,139,196,198
40,62,71,91,129,137,193,194
33,49,60,62,65,71,90,137
9,19,31,33,42,65,81,90
42,62,66,71,73,90,95,198
62,72,89,90,119,137,165,198
33,42,60,71,95,137,188,198
17,42,62,65,139,141,196,198
2,31,33,42,90,91,137,198
62,71,90,91,139,179,189,198
19,33,42,65,69,90,91,165
42,62,71,91,137,138,139,198
9,33,60,73,82,90,154,198
2,8,9,31,65,73,90,188
33,42,62,65,69,90,135,137
1,28,29,65,71,90,141,154
39,42,62,65,73,90,137,198
28,29,33,65,71,73,90,154
71,80,90,91,138,139,174,198
5,9,16,31,33,47,115,162
17,42,62,65,73,80,141,196
9,33,60,65,73,82,90,154
5,9,20,31,33,53,91,162
42,62,91,96,137,152,193,198
65,66,73,79,95,118,145,198
33,42,62,90,96,137,193,198
1,60,65,71,73,80,90,198
9,15,28,33,73,154,193,198
2,31,33,44,72,90,137,198
17,42,46,65,73,80,141,198
66,120,137,139,159,179,189,198
6,55,71,73,90,91,95,137
15,28,33,73,154,192,193,198
31,33,65,72,76,91,137,198
1,23,56,60,62,71,90,95
33,49,62,65,90,95,98,198
42,55,65,71,73,90,138,139
2,31,33,44,90,91,137,165
33,71,75,96,129,137,152,165
8,62,71,95,129,160,193,194
33,62,65,71,73,90,112,198
9,28,33,60,73,154,180,198
33,49,60,65,71,95,98,198
19,33,42,62,71,90,137,198
58,62,65,73,95,108,137,198
62,73,80,90,95,139,156,174
1,28,29,65,71,73,90,154
39,42,62,71,90,91,138,198
2,33,62,91,108,111,137,198
1,8,35,61,65,90,91,95
6,9,53,65,73,90,137,154
32,34,62,65,66,71,73,137
9,28,33,60,65,73,132,180
9,15,28,33,132,192,193,198
1,31,33,62,73,91,185,198
34,42,65,73,90,91,137,198
33,49,60,65,71,95,137,198
62,65,72,91,95,137,165,198
33,60,62,65,73,90,188,198
42,62,65,66,71,73,90,95
11,33,55,65,81,90,91,130
33,42,71,90,95,96,121,137
42,62,65,90,91,137,138,196
33,62,71,89,91,137,165,193
20,33,35,62,72,90,95,137
16,67,71,91,145,148,160,198
9,31,33,42,90,91,188,198
33,71,73,90,96,123,162,198
8,9,33,65,73,90,91,137
31,33,65,72,76,90,137,198
2,9,31,33,42,90,188,198
58,62,66,73,91,137,188,198
67,71,91,95,145,160,198,200
31,33,65,72,76,91,95,137
39,42,62,71,73,90,138,171
39,65,72,80,88,132,138,196
12,55,65,71,73,90,138,196
31,65,72,129,132,137,165,198
33,62,71,73,91,95,137,198
31,33,62,90,91,95,165,198
16,31,33,73,90,95,193,198
16,31,62,73,90,91,162,193
22,33,55,62,65,71,90,95
1,28,29,33,65,71,141,154
19,24,62,90,120,159,196,198
71,73,80,91,139,156,174,198
31,33,42,65,90,91,137,198
42,62,65,69,71,90,91,165
33,60,65,73,132,154,180,198
1,17,33,60,65,71,90,198
33,44,65,72,91,137,165,198
33,53,65,73,90,91,137,188
8,31,40,65,72,86,90,91
28,33,73,132,154,192,193,198
2,21,33,73,91,108,137,198
67,91,95,145,160,162,198,200
28,29,65,71,73,90,141,154
31,33,40,62,72,86,90,175
42,62,65,137,138,173,196,198
6,45,65,71,73,90,91,95
11,31,33,65,90,154,165,198
19,42,65,137,138,139,196,198
1,28,29,33,65,71,90,141
60,62,72,90,138,150,151,165
41,42,55,56,62,65,71,90
31,40,65,72,90,91,95,137
9,60,65,73,132,154,180,198
33,62,71,73,91,137,193,198
42,62,71,73,90,91,138,139
1,11,31,65,73,90,185,198
9,33,73,104,145,148,162,193
31,62,65,91,95,132,137,198
61,65,71,91,95,138,139,186
42,60,71,73,90,95,137,198
31,33,62,72,89,90,91,95
21,32,34,39,71,73,137,198
62,65,71,73,80,141,196,198
33,42,65,69,71,90,135,137
11,28,31,55,65,73,90,107
2,21,62,73,91,108,137,198
31,65,72,76,90,91,95,198
9,28,33,60,65,73,154,198
31,33,62,72,91,132,165,198
42,62,66,71,90,95,139,198
18,31,65,72,86,90,91,175
44,65,72,90,91,137,165,198
33,34,62,66,71,90,91,137
9,73,91,123,145,148,162,193
16,33,67,91,148,160,198,200
62,71,73,90,91,139,196,198
42,62,71,73,91,137,138,139
5,9,16,19,20,31,115,162
33,42,62,90,91,137,165,198
9,28,31,33,65,116,154,198
33,62,65,72,90,91,137,198
65,71,79,91,118,138,145,198
2,21,33,73,91,108,111,137
42,62,71,73,90,91,139,196
33,62,71,91,95,136,137,193
33,62,71,73,89,90,188,193
2,21,33,62,108,111,137,198
22,33,42,55,65,71,90,137
31,33,72,89,91,95,119,137
1,31,33,35,72,90,95,175
39,42,71,90,137,138,171,196
62,66,71,91,137,153,188,189
2,21,33,62,73,91,108,137
12,62,65,71,73,135,137,138
62,71,73,90,137,138,196,198
2,21,73,91,108,111,137,198
12,55,62,71,135,137,138,139
5,16,19,31,33,47,91,115
15,33,73,132,154,192,193,198
42,62,65,90,138,139,196,198
8,9,31,33,53,90,91,176
24,62,71,90,91,120,137,193
9,33,60,73,132,154,180,198
42,62,65,66,71,95,129,198
62,80,90,91,138,139,156,174
1,33,62,65,71,80,112,198
28,29,33,71,73,90,141,154
62,71,78,120,124,139,183,190,196
41,62,71,73,78,135,138,139,196
27,50,62,65,71,73,91,95,145
31,65,68,72,90,95,146,165,198
33,62,65,72,91,108,132,137,198
3,16,28,33,45,55,71,115,144
25,33,52,66,91,95,129,137,198
10,33,40,55,62,65,85,90,95
25,33,52,65,91,95,129,137,198
19,62,65,72,90,91,105,137,198
55,62,65,90,91,103,137,139,196
62,71,73,78,120,123,139,183,190
9,28,31,54,65,106,139,165,192
19,31,35,65,90,100,137,195,196
33,62,90,96,137,166,188,193,198
3,28,45,55,71,73,115,144,154
9,28,31,55,65,73,90,107,154
31,33,62,65,72,95,132,137,198
33,42,62,66,71,90,91,95,137
33,65,72,90,91,95,137,165,198
33,42,91,96,137,166,188,193,198
21,33,62,69,71,91,137,149,198
31,33,65,72,91,95,108,132,198
62,70,90,137,138,139,151,196,198
21,38,39,65,71,137,142,173,196
22,33,42,62,65,71,95,137,165
9,11,16,33,77,91,123,148,198
17,54,62,65,71,73,141,145,198
55,62,65,71,90,91,135,137,181
9,31,33,42,65,73,91,126,137
10,40,42,62,65,71,85,95,137
9,11,28,31,33,65,73,93,154
25,31,33,72,91,95,129,137,198
1,33,56,71,73,90,91,141,198
33,50,55,62,65,71,73,91,95
21,38,39,62,71,142,173,196,198
9,31,33,65,73,91,108,126,198
31,33,62,72,91,95,137,165,198
33,65,66,69,71,73,91,137,188
31,62,65,73,90,139,150,163,198
6,19,33,62,72,90,119,165,175
62,65,69,71,73,90,91,137,198
31,62,72,91,95,108,132,137,198
42,62,90,95,137,167,188,193,198
33,42,62,69,71,73,133,137,188
19,65,72,90,91,100,195,196,198
1,33,62,71,80,90,91,95,198
9,19,33,42,90,91,93,113,165
9,13,31,65,73,137,139,154,198
9,11,28,33,65,73,90,154,198
42,65,71,73,90,91,95,188,198
9,31,42,73,91,108,126,137,198
33,42,65,66,71,73,90,95,198
33,56,62,65,71,73,91,95,198
33,65,69,71,73,90,91,137,198
1,11,31,33,62,65,72,91,198
1,11,31,33,62,72,90,95,198
27,33,50,55,62,65,71,91,95
19,33,62,65,90,98,137,165,182
22,33,42,55,63,65,73,95,137
9,31,33,73,90,131,137,154,193
42,56,62,65,71,91,95,177,198
1,33,56,62,65,73,90,95,198
33,42,62,65,66,90,91,95,198
1,7,40,62,65,86,172,175,196
33,62,65,72,90,98,137,182,198
13,31,42,65,73,137,139,150,198
42,62,71,73,95,115,193,198,199
19,28,33,35,65,71,141,198,200
25,52,66,72,91,95,129,137,198
27,33,50,55,62,65,73,91,95
3,16,28,55,71,73,115,144,154
33,42,62,65,91,95,129,177,198
19,20,62,72,78,90,143,156,198
22,33,40,42,55,65,71,91,165
31,33,62,65,72,91,137,165,198
9,31,33,73,90,131,154,193,198
33,42,62,65,66,90,137,188,198
9,31,41,42,55,65,73,84,91
33,62,65,72,91,95,132,137,198
1,56,62,71,73,90,91,141,198
33,62,71,73,90,95,115,198,199
9,11,28,33,36,65,90,154,165
1,33,56,62,65,71,91,93,198
33,62,80,91,95,108,132,193,198
31,33,62,65,72,91,95,165,198
17,42,71,73,78,90,120,196,198
1,33,56,62,65,71,73,95,192
33,56,62,65,71,95,129,177,198
62,78,120,123,124,139,183,190,196
9,13,65,73,137,139,150,154,198
33,42,62,65,66,91,95,137,198
9,42,65,79,90,105,138,196,198
42,62,65,66,71,90,95,188,198
31,33,62,72,91,95,108,132,198
31,73,90,125,137,139,150,163,198
3,16,28,33,55,71,73,115,154
33,62,71,73,90,95,115,193,198
9,28,33,65,73,90,93,154,198
8,31,33,53,73,91,137,140,183
33,42,71,73,90,95,115,193,199
42,62,65,66,73,91,137,188,198
33,56,65,71,73,90,91,93,198
19,55,62,65,71,90,137,139,196
9,33,44,65,68,91,137,165,198
33,56,62,71,73,91,123,141,198
33,50,55,62,65,71,73,95,145
33,62,72,91,95,108,132,137,198
39,62,73,90,91,137,172,196,198
19,28,33,35,65,71,127,141,198
31,65,73,125,137,139,150,163,198
1,33,62,65,71,73,90,91,95
21,38,39,62,65,71,142,173,196
19,20,62,72,90,97,143,196,198
65,70,91,137,138,139,151,196,198
28,31,33,65,73,90,93,154,198
3,33,55,71,73,91,95,137,176
33,62,72,80,91,108,193,197,198
8,33,62,65,73,91,95,137,183
21,33,65,69,71,91,137,149,198
19,62,65,71,91,103,137,139,196
33,42,62,66,73,91,95,137,198
1,33,56,62,65,90,91,95,198
9,31,42,73,90,131,137,193,198
21,33,62,65,71,73,137,178,198
62,73,78,120,123,124,183,190,196
3,16,28,33,45,55,71,73,115
62,65,71,73,91,95,137,188,198
9,31,33,44,65,68,91,165,198
33,65,73,90,91,95,137,188,198
9,11,16,28,33,73,115,193,198
1,33,62,65,71,80,91,95,145
33,42,71,73,90,115,193,198,199
33,71,73,95,96,137,188,193,198
33,62,80,91,108,132,193,197,198
27,33,50,55,62,65,71,95,145
2,31,33,65,73,90,91,94,137
1,33,56,62,65,71,90,91,198
19,33,62,72,90,98,137,182,198
11,31,33,62,65,72,90,91,198
33,55,62,69,73,90,135,149,181
20,62,72,90,97,143,156,196,198
33,42,56,62,71,73,90,95,198
39,62,65,71,90,91,137,184,196
62,65,66,71,73,90,91,188,198
19,55,62,65,71,90,103,137,196
33,42,62,71,73,90,137,193,198
33,66,71,90,95,100,137,165,198
25,31,65,72,91,95,126,129,198
9,13,31,42,65,73,137,139,150
11,28,31,33,65,90,93,154,198
31,33,62,65,72,90,91,95,198
33,42,62,73,90,95,115,198,199
31,33,65,72,90,91,95,165,198
62,90,91,137,138,139,151,196,198
33,42,56,62,71,95,129,177,198
33,65,66,71,73,90,95,137,188
21,38,62,65,71,137,142,196,198
1,33,62,65,71,73,90,93,198
11,28,31,33,65,73,93,154,198
71,73,89,90,95,96,137,188,198
41,62,71,73,78,135,139,164,196
33,65,66,73,90,91,95,188,198
19,20,62,90,97,143,156,196,198
27,33,50,62,65,71,73,95,145
19,28,33,35,65,71,127,141,200
11,31,33,65,72,90,91,95,198
10,22,33,55,65,71,85,90,137
33,42,62,71,90,91,95,188,198
9,19,28,54,65,106,139,192,198
62,65,70,90,91,137,139,151,198
33,42,62,73,90,95,115,193,198
33,42,73,95,96,137,166,193,198
25,31,33,65,72,95,126,137,198
9,11,33,36,65,90,165,182,198
33,56,65,71,91,95,129,177,198
9,11,31,33,55,65,90,107,154
31,42,73,90,131,137,154,193,198
33,62,65,71,91,95,145,165,200
9,11,28,33,36,154,165,182,198
33,42,65,71,90,91,95,137,198
19,65,72,90,91,105,125,137,198
42,62,71,73,78,139,150,196,198
19,28,33,65,71,80,141,198,200
19,55,62,65,71,90,91,139,196
9,31,41,42,55,65,84,90,91
17,42,62,71,73,120,139,196,198
71,73,78,120,123,124,139,183,196
9,33,42,73,90,131,137,193,198
62,65,72,90,91,105,125,137,198
20,25,30,33,69,91,126,137,198
1,33,56,62,65,91,95,192,198
19,33,62,65,72,90,137,165,182
62,65,71,91,95,145,165,198,200
33,62,65,72,90,91,95,165,198
19,65,72,90,98,137,165,182,198
1,33,56,62,71,73,95,192,198
9,33,42,65,91,93,113,165,198
19,31,62,65,72,91,105,125,198
42,62,71,91,137,167,188,193,198
1,33,56,65,73,91,95,192,198
9,28,31,65,73,90,93,154,198
33,56,62,65,91,95,129,177,198
11,28,41,65,73,79,92,107,139
25,33,52,66,72,91,129,137,198
1,33,56,62,65,71,73,90,95
42,56,62,71,90,91,95,115,198
1,33,56,62,71,73,90,95,198
31,33,62,72,90,91,137,165,198
31,65,68,72,91,95,137,165,198
2,31,33,65,90,91,94,188,198
9,19,33,65,90,93,113,165,198
11,28,33,36,90,154,165,182,198
33,62,66,69,71,73,91,188,198
33,62,72,91,95,108,132,197,198
28,33,35,71,80,127,141,198,200
42,62,65,66,71,73,90,91,95
19,55,62,65,71,90,91,137,196
31,62,65,90,125,137,139,163,198
19,48,65,72,90,91,100,195,198
33,42,55,62,63,65,71,95,137
21,38,39,65,71,137,142,173,198
42,62,65,66,71,73,91,137,188
31,33,65,72,90,91,95,137,198
41,55,62,71,78,135,138,139,164
19,38,42,62,71,91,139,196,198
62,65,90,91,137,138,139,151,196
25,33,65,72,91,95,129,137,198
22,33,42,62,63,65,71,73,137
42,62,71,73,120,138,139,150,198
42,56,62,71,91,95,129,177,198
19,33,65,72,98,137,165,182,198
8,33,56,71,90,91,141,155,188
1,33,62,65,71,73,91,95,198
33,55,71,73,90,91,137,176,193
31,33,42,73,131,137,154,193,198
42,71,73,90,95,115,193,198,199
62,71,78,120,123,124,139,183,190
33,56,62,65,71,73,90,95,198
31,62,65,73,90,125,137,150,163
27,33,55,62,65,71,73,95,145
33,65,71,80,95,145,165,198,200
43,62,73,86,90,91,139,169,196
19,31,62,65,72,90,105,125,198
9,31,42,65,73,84,90,91,139
55,71,73,78,135,138,139,164,196
33,62,65,71,73,80,95,145,198
8,33,42,65,71,91,95,137,183
33,40,42,62,65,91,95,137,165
8,56,62,65,71,73,141,155,188
8,33,42,56,62,65,71,155,188
3,33,71,73,90,91,137,176,193
21,33,62,65,69,71,91,137,149
31,62,65,95,129,137,165,184,198
27,33,50,55,62,71,73,91,95
1,33,62,65,71,90,91,95,198
33,66,71,91,95,100,137,165,198
33,62,65,71,73,90,91,149,198
31,62,65,90,91,95,137,165,198
9,11,16,28,73,115,154,170,198
33,56,62,71,73,90,91,93,198
21,38,62,65,71,137,142,173,196
28,33,35,65,71,127,141,198,200
3,55,71,73,90,91,95,137,193
31,48,62,73,86,90,91,139,169
13,31,42,73,137,139,150,154,198
9,13,31,65,73,137,139,150,154
31,62,73,90,125,137,150,163,198
11,31,62,65,72,90,91,95,198
42,62,71,90,95,96,137,188,198
1,33,56,62,71,73,91,95,198
33,56,62,65,73,90,91,95,198
21,33,62,65,73,91,137,149,198
33,50,55,62,65,71,73,91,145
9,42,65,73,90,91,105,138,198
21,62,65,69,71,73,91,149,198
19,28,31,54,65,106,139,192,198
71,73,89,90,91,95,137,188,198
62,71,78,123,124,139,183,190,196
31,62,65,72,91,95,132,137,198
25,31,33,65,72,95,126,129,198
31,65,68,72,90,91,146,165,198
27,50,55,62,71,73,91,95,145
1,33,62,65,73,90,91,95,198
8,9,33,53,65,73,91,137,183
31,62,72,90,91,95,137,165,198
42,62,65,66,71,73,91,95,137
33,42,62,65,91,95,137,188,198
62,70,90,91,137,138,139,196,198
19,42,62,65,71,91,137,139,198
4,33,41,55,65,71,73,95,126
31,33,73,90,131,137,154,193,198
21,38,39,65,71,142,173,196,198
6,19,31,33,47,62,72,86,175
9,11,28,33,36,65,90,165,198
21,38,39,62,65,71,137,196,198
25,31,33,65,72,91,126,129,137
