9,31,39,55,65,90,91,105,137,172,187,196
33,58,62,65,73,91,95,99,108,132,137,198
42,62,71,73,90,91,120,137,138,139,196,198
33,42,62,73,90,91,95,96,137,166,188,193,198
8,33,42,56,62,65,71,73,90,91,141,155,188
10,22,33,40,42,55,62,65,71,85,90,95,137
6,19,31,33,47,62,72,86,90,91,119,165,175
19,20,25,30,33,48,69,72,91,114,126,137,198
22,33,40,42,55,62,65,71,91,95,117,137,165
9,11,16,31,33,73,77,91,123,126,145,148,198
17,42,62,71,73,78,90,120,138,139,150,196,198
31,62,65,72,91,95,102,129,132,137,165,184,198
22,33,40,42,55,62,65,71,90,91,95,137,165
1,7,31,40,62,65,72,85,86,90,172,175,196
33,55,62,65,69,71,73,90,91,135,137,149,181
33,42,62,65,66,69,71,73,90,133,137,188,198
33,42,62,65,66,69,71,73,90,91,137,188,198
19,31,35,48,65,72,90,91,100,137,195,196,198
19,31,35,48,62,65,72,90,91,105,137,196,198
33,42,62,71,73,90,91,95,137,167,188,193,198
9,42,65,73,79,90,91,105,137,138,139,196,198
33,42,62,71,73,77,90,91,137,167,188,193,198
9,31,33,42,44,77,91,109,126,129,137,165,198
33,42,62,65,66,71,73,90,91,95,137,188,198
1,17,33,54,62,65,71,73,80,141,145,178,198
9,11,28,41,55,65,73,79,90,92,107,139,161
33,42,56,62,71,73,90,91,95,96,115,162,198
33,62,71,73,89,90,91,95,96,137,188,193,198
9,20,31,33,42,44,90,91,137,152,157,159,198
39,42,62,65,71,73,90,91,137,172,184,196,198
33,56,62,71,73,90,91,96,115,123,141,162,198
33,42,62,71,73,90,91,95,96,137,188,193,198
16,33,42,62,71,73,90,91,95,96,115,156,193,198
19,20,24,31,48,62,72,90,91,105,137,143,196,198
60,62,64,65,72,90,95,98,137,138,150,151,165,198
33,42,51,56,62,71,73,90,91,95,96,115,156,198
