82,85,3155
82,85,88,3066
82,85,91,3112
82,85,91,1757
82,85,88,91
82,85,88,1030
82,88,91,95
82,85,88,2122
82,85,91,411
82,85,88,535
82,85,91,535
88,91,252,2339
82,88,91,1254
88,91,2669,3284
82,85,91,248
82,85,91,2488
82,88,91,309
82,85,88,2876
82,85,91,252
82,88,91,3076
82,88,91,3066
82,85,91,3320
82,88,91,409
82,85,88,123
60,82,85,91
72,82,85,91
82,85,91,1336
85,88,91,2204
82,85,88,91,2876,3229
88,91,95,1070,1356,2339
82,88,91,1070,1231,2001
82,85,91,2763,2874,3280
82,85,88,91,101,478
60,85,88,91,1514,2423
82,88,91,535,2572,3066
82,91,95,253,2441,3313
82,85,91,135,2861,2874
82,88,91,1070,1356,1757
91,248,1070,1356,2339,2746
82,91,1576,2588,2722,2948
82,85,88,1584,2876,2880
82,91,218,1358,2309,3309
82,101,999,2681,2876,3067
82,85,88,91,101,1757
82,85,88,91,218,1030
82,88,91,409,901,2424
82,85,91,1336,1722,2355
60,82,85,91,2763,3021
82,88,91,1790,1967,2414
82,88,606,1070,1252,2058
82,85,88,91,1356,2339
58,82,88,91,1757,2763
82,88,91,1575,1967,2996
82,88,478,1575,1967,2996
82,85,88,892,1654,2763
82,85,88,91,1139,2876
82,85,88,91,680,906
88,91,478,578,1070,2058
82,85,1070,1356,1787,2669
82,85,91,478,2669,3062
60,82,85,524,2452,2825
85,88,91,478,1575,1967
82,85,88,91,2219,2317
91,478,505,1070,1944,2058
85,88,91,769,2861,2876
85,88,1356,2825,2876,3066
85,88,101,999,2588,2615
82,329,901,1378,2876,3067
14,82,85,88,861,1675
82,85,88,91,1888,3111
82,85,88,91,218,2793
82,85,91,101,409,1338
82,85,88,91,478,1700
82,85,88,445,1264,2481
82,85,88,409,1575,1967
82,85,88,91,999,1938
82,85,88,91,1148,2411
85,88,91,1514,1687,3066
82,85,88,91,135,906
82,85,88,91,1575,1967
88,91,1967,2763,3066,3171
82,88,181,1575,1790,1823
33,82,85,88,91,1941
82,85,88,91,218,2001
82,85,88,91,535,890
82,85,88,91,578,3066
82,85,88,91,1956,2309
82,85,209,2572,2876,3067
62,82,85,88,91,2339
60,82,85,524,1421,3066
82,91,248,1070,1130,1356
82,88,91,892,2122,3061
85,88,91,892,1350,1601
82,88,91,1575,1823,1967
85,88,91,123,2523,2796
82,91,535,1354,2481,3288
82,85,88,999,2940,3066
85,109,1514,1967,2095,2707
85,88,91,346,1967,2449
82,85,88,91,218,3280
82,85,88,91,329,1390
82,85,88,91,2001,3066
82,85,91,892,2355,3111
85,88,91,485,2390,2414
123,248,1356,1779,2339,2746
82,85,88,91,2681,3067
82,85,88,91,1139,2669
85,88,218,1575,1790,1967
82,85,88,478,485,2414
82,88,91,1070,2008,2058
85,88,91,123,2796,3066
82,85,91,485,2414,3066
82,85,88,91,3229,3299
82,85,88,91,251,1029
82,85,88,606,786,1654
85,88,91,939,2058,3061
85,88,91,1687,2722,3066
82,85,88,1029,1338,2815
82,85,91,1575,1967,2095
85,1070,1757,1910,2058,3155
82,85,1757,1967,2763,3171
82,85,91,901,1070,1904
82,85,88,91,1938,3111
60,82,91,1070,1390,1421
91,329,901,1070,1356,1378
82,85,88,91,1691,2861
82,91,253,932,1479,2441
82,85,88,91,1479,1895
82,85,88,91,1390,1557
82,85,88,606,1654,1688
82,85,88,1479,2250,3066
85,88,91,1077,2095,2339
14,82,85,88,91,2793
85,91,409,1070,2058,3155
82,88,91,215,672,1273
82,85,88,1242,1895,2317
82,88,2122,2588,2707,2717
82,85,88,1514,2861,3067
82,85,88,91,1307,2452
72,88,91,1070,1757,2572
82,88,91,2122,2588,2707
82,85,88,209,252,2795
82,85,88,1336,2578,3067
82,85,88,135,411,2861
82,88,91,1290,1790,2339
85,88,91,1273,1514,2423
82,85,88,91,1479,3066
82,85,88,936,1350,2068
82,85,91,248,1757,2669
82,91,329,478,901,1070
82,85,88,91,411,2384
82,85,91,1069,2095,2669
82,85,88,91,2058,2588
82,85,91,1215,2874,3280
82,85,88,478,1467,1943
82,85,91,478,505,1944
82,85,88,91,901,1070
82,85,88,1676,1947,3066
82,85,91,1070,1139,2001
82,88,91,1676,1687,3066
82,85,91,524,1757,2825
82,85,88,91,562,2669
82,85,88,91,101,999
82,85,88,91,135,2861
82,329,901,1378,1790,1941
91,248,1356,1967,2746,3011
82,85,88,218,2339,2763
82,85,88,91,1324,2861
82,85,88,91,1338,1676
82,85,88,91,919,1356
82,85,88,1587,1961,3066
82,101,586,2523,2796,2861
72,82,85,88,496,1336
82,91,409,1338,1575,2058
82,85,88,101,999,3066
82,85,88,91,94,409
60,82,91,1390,1421,2572
85,88,91,218,1070,2058
82,85,91,861,1336,1687
82,85,88,2122,2876,3061
82,88,91,932,2588,2707
88,91,1070,1354,1594,2058
82,91,95,253,1338,1477
82,85,88,91,411,1647
82,85,88,91,772,2449
88,91,1757,2001,3021,3062
82,778,1070,1139,2572,2763
82,85,88,91,786,892
60,82,85,88,1421,2996
82,85,88,91,1576,2588
85,88,91,1254,2588,2717
82,88,485,1070,2008,2414
82,85,88,91,2339,2876
82,88,535,1242,1354,2481
82,88,91,1915,2300,3313
82,85,88,91,218,1868
85,88,218,1356,2339,2763
82,85,88,252,1338,1961
82,85,91,2572,2578,2763
85,91,1336,1722,2940,3288
82,88,1654,2669,2876,3080
82,85,88,1687,1947,3066
82,85,88,96,836,1947
82,85,91,901,1336,1722
82,85,91,252,309,1944
60,82,85,91,1336,2763
82,85,88,91,1687,3066
82,91,1190,1575,2996,3066
85,88,91,1790,1895,2315
82,85,88,91,1338,1865
82,85,88,478,1895,2317
82,85,88,91,932,1479
82,85,1479,2441,2465,2588
82,85,88,91,2031,3112
82,88,181,1575,1790,2465
82,85,91,1069,2095,3080
82,85,88,91,892,1383
60,82,85,88,91,1350
85,91,1336,1421,1722,2572
82,85,88,91,478,1514
82,85,88,91,251,2411
14,82,85,91,2058,2707
82,85,88,606,1654,3080
88,91,1350,2031,2440,2669
88,91,1070,1356,1757,3067
82,95,253,1967,2739,3011
82,88,91,409,2441,2825
82,91,253,1354,2441,2481
82,85,88,91,1687,1757
82,88,91,95,2339,3155
82,85,88,91,303,2676
82,85,88,91,906,1514
82,85,88,91,892,1350
72,85,88,209,2161,3155
82,1070,1139,1356,1757,2825
82,85,88,91,1338,2339
85,88,91,1356,2825,2876
82,85,88,91,2572,3066
82,85,88,91,2825,3066
82,85,88,91,252,616
14,82,88,91,1070,1356
82,85,88,91,209,1069
82,85,91,1514,2077,3299
82,85,88,91,2122,2722
82,85,88,91,218,251
82,85,88,91,1938,1967
82,88,91,1070,1757,2058
82,85,88,91,95,2660
82,85,88,91,2588,2722
82,88,91,1757,1967,2414
82,85,88,91,478,1350
82,91,215,672,1070,1231
82,85,88,91,485,2414
82,85,88,91,1273,2874
82,88,91,409,486,2058
60,82,88,91,2423,3112
88,91,1130,1757,2031,2669
60,85,91,1336,1687,2449
82,85,88,91,1601,3066
85,88,91,218,1575,1967
82,85,88,91,2095,3080
82,85,88,91,1350,3112
85,123,586,2523,2796,2861
82,88,91,1757,2669,3062
85,135,1070,1356,1787,2669
82,91,485,524,1070,2317
82,91,2355,2588,2717,3111
60,82,85,91,1722,2317
82,85,91,478,2572,2763
82,85,88,1790,2904,3067
82,85,88,91,1264,2481
82,85,88,1073,2578,2876
60,82,85,91,2001,3021
82,85,88,91,101,1069
82,85,91,1390,1557,3067
85,88,91,209,892,2795
82,88,1938,1967,2763,3171
82,85,88,496,2707,3067
85,88,91,101,999,2615
82,85,88,91,101,2996
82,85,88,535,939,2240
82,85,88,91,1480,3021
82,253,329,901,1378,1941
82,85,88,91,218,2763
82,85,88,91,2117,2122
82,88,91,901,1938,3229
82,88,91,535,2481,3066
82,85,88,91,901,1336
82,85,91,1148,1336,1421
82,85,88,2465,2876,2880
82,85,88,91,215,1273
82,85,1070,1139,1356,2825
60,85,101,1356,1967,2058
82,88,91,2660,2996,3066
85,88,91,1790,2315,2795
82,85,88,91,1757,2996
82,85,88,91,1865,2300
82,85,91,2707,2940,3288
88,91,1070,1356,1514,1757
85,88,91,1575,1757,1967
82,85,88,91,411,1691
82,91,253,1479,2441,3080
82,85,88,91,999,3066
70,85,88,91,123,2796
82,85,88,2681,2876,3067
85,91,248,250,2339,2779
60,82,91,1070,1356,2339
82,85,91,1070,1356,1687
82,91,1069,1100,1757,3067
60,82,85,91,1336,2578
82,88,91,1070,1356,2763
82,85,88,91,1077,1231
82,91,1338,1575,1967,2926
82,85,91,2411,2588,2717
82,85,91,248,1938,2763
88,91,1070,1356,1757,2339
88,91,101,215,1273,2881
82,85,88,91,2058,3066
82,88,91,1100,1915,1941
82,85,88,91,939,2707
91,248,1070,1356,2073,2339
82,85,88,2219,2317,3066
82,85,91,1722,1895,2317
82,586,2001,2523,2796,2861
82,85,88,91,1480,3066
82,85,91,95,3021,3108
82,85,88,91,901,1790
82,85,88,91,1354,2001
82,85,88,91,616,2300
88,91,892,2339,2763,2906
82,85,88,91,2339,3155
82,85,88,91,1354,2940
82,85,88,91,1231,1557
85,88,91,1336,1722,3229
82,85,88,91,999,2339
82,88,91,1479,2441,2465
88,91,1070,1356,1378,1757
82,85,88,91,1139,2763
82,85,88,91,1757,2897
82,88,606,1654,2669,3080
82,85,88,91,478,2850
82,85,88,91,1338,2926
82,85,88,91,209,3112
60,85,91,101,1336,1687
82,85,91,95,948,2008
82,85,88,2001,2876,3066
60,85,88,524,999,1421
60,91,1336,1421,1687,2572
85,88,91,1070,1356,2300
82,85,88,91,209,2572
82,85,88,91,215,251
82,85,91,275,861,2722
82,85,88,91,253,3108
82,85,485,2414,2940,3315
82,85,88,91,95,1480
82,85,88,91,919,2681
82,88,91,478,1070,1231
85,88,1568,1687,1757,2722
82,85,88,91,524,2825
82,85,88,91,1069,3299
82,91,248,578,1070,2058
82,85,88,91,329,901
82,88,91,478,1139,2763
85,88,91,214,2572,3067
85,88,91,1338,2339,2465
25,82,88,1070,1467,2058
82,85,88,91,2267,2588
248,1356,1647,1779,2339,2746
85,88,91,1356,2300,2474
85,91,275,861,906,1514
82,85,91,101,1215,2874
82,85,248,861,1938,2763
82,85,88,91,1938,2763
60,82,85,91,1336,1687
82,91,1069,1757,2095,2669
14,82,85,88,91,2697
82,85,88,91,1070,2058
82,85,91,215,251,2588
82,85,91,1336,1687,3066
14,85,91,248,1675,2707
60,82,85,91,901,1336
82,85,91,218,1480,3021
82,88,91,1967,2739,2996
82,85,91,209,478,2795
82,85,88,91,251,1070
82,85,88,91,251,2876
82,85,1070,1139,1356,2339
85,88,91,1148,1421,2572
33,82,85,88,91,2796
85,88,91,462,601,1273
82,85,88,606,1654,2763
85,88,1077,2095,2339,3067
85,91,2572,2763,2854,2940
88,91,101,215,1273,3112
82,85,88,91,101,3066
72,82,85,253,496,1336
82,88,91,409,478,2058
60,82,88,91,2423,2707
82,91,1895,1904,2317,2940
82,88,91,535,1354,3066
88,91,409,939,2058,2424
82,88,1687,1947,2763,3066
60,82,88,91,309,1338
82,85,95,1213,1676,2572
82,85,88,91,218,1390
82,85,88,1304,2001,3066
82,85,88,91,1790,1895
82,85,91,275,2722,3066
82,85,91,1070,1687,1895
85,88,91,1356,2825,3066
82,88,91,1139,1823,2763
82,85,88,218,1324,2861
82,85,88,91,919,3112
82,85,88,1790,2122,2793
82,85,88,1148,2339,3155
82,85,88,939,999,3066
82,85,88,478,2722,2996
82,85,91,478,1390,1557
60,82,85,88,91,2423
82,85,88,91,3066,3067
82,85,91,901,1070,1336
82,85,88,91,1915,3313
82,88,91,218,2669,3062
88,91,1757,2031,2669,3112
82,85,88,91,1139,2058
85,88,91,1148,2411,2669
60,91,1070,1336,1356,1687
82,85,88,91,1587,1961
82,85,88,91,478,3107
82,85,88,91,218,1576
82,88,91,485,1790,2414
82,85,88,91,1356,2414
82,85,88,91,3066,3299
82,85,88,135,2763,2861
82,85,91,2940,3280,3288
82,85,88,527,906,1514
82,85,88,91,1823,3066
82,88,91,2117,2122,3066
60,82,85,88,2001,3066
82,88,91,215,1273,3112
60,82,85,101,1967,2996
82,85,88,1073,2578,3066
82,85,88,101,999,1396
14,82,85,91,248,2707
82,85,88,91,411,2876
82,85,88,478,2660,2996
82,85,88,1587,2250,3066
82,85,88,91,901,2452
82,85,88,91,1307,2996
82,88,91,1070,1757,1943
82,88,91,1070,1757,3111
82,85,88,91,1350,2068
82,85,88,91,251,1687
82,88,91,95,1070,1356
82,85,88,95,253,3066
82,85,88,91,1757,2669
82,85,88,91,2219,3108
85,88,1242,1477,2208,2926
88,91,101,837,1070,1356
88,91,478,1070,1356,2339
85,91,250,1967,2449,2779
82,85,91,524,672,2452
82,88,91,1575,1823,3066
85,88,91,1350,1601,3066
82,778,2001,2523,2861,3171
82,85,91,524,1421,1757
82,85,91,95,1213,2572
82,85,88,2572,2681,3067
82,85,88,91,1477,1967
85,91,2130,2411,2669,2940
82,85,1938,2707,2822,2940,3288
14,82,85,88,1070,1356,2876
82,85,91,485,2414,2940,3288
82,85,88,683,1356,1938,1967
82,85,88,91,218,2267,3067
82,85,88,91,251,470,3066
82,85,88,91,672,1895,2317
82,85,91,303,973,2722,3067
82,85,88,91,932,1479,3229
82,85,88,91,1324,2861,2876
82,85,88,1242,1264,1904,2481
82,88,409,1575,1967,2940,3288
82,85,88,91,1139,1350,2996
82,85,88,91,209,1110,2390
82,88,91,999,2339,2588,2717
60,82,85,91,478,1467,3066
82,85,91,769,2861,2874,3066
82,85,1070,1139,1356,2588,2825
82,85,91,1421,2000,2948,3112
82,91,96,613,836,2122,2588
60,82,85,91,95,485,2414
82,85,88,91,524,2122,2722
60,85,88,91,1722,2058,2876
82,85,88,101,156,2996,3067
82,85,88,91,485,2414,3066
88,91,1070,1575,1823,1967,2572
82,85,88,1575,1967,3066,3294
82,91,1070,1356,2001,2588,2717
85,88,91,1110,1378,1938,2317
82,85,91,939,999,1514,2861
82,85,88,505,1324,2861,3067
88,91,96,892,1161,2763,2906
82,85,88,91,253,1967,3073
82,85,778,1070,1139,2763,3171
82,85,88,91,94,218,1350
82,85,88,932,1479,2441,2876
82,88,91,209,253,672,3211
60,82,85,88,101,999,1539
82,1070,1139,1215,1356,1757,2763
82,85,88,91,1139,2669,3062
85,109,253,561,1514,2669,3112
82,85,88,91,1790,2122,2793
82,88,91,409,478,2058,2424
82,85,88,91,253,2219,2317
82,88,91,535,1354,2481,3066
82,85,91,769,1215,2861,2874
82,85,88,91,95,253,3108
82,85,88,189,209,672,3211
82,85,88,91,409,2861,3299
82,85,88,1070,1356,2058,3066
91,109,1070,1514,1967,3067,3288
82,85,88,91,109,1514,3067
82,88,91,411,485,1647,2414
82,91,973,2000,2722,3066,3229
60,82,88,91,309,892,1338
82,85,88,91,396,939,2707
82,85,88,91,2219,2317,3066
85,88,95,253,485,2390,2414
82,85,88,1390,1421,1587,1961
82,91,535,1354,2481,2940,3288
60,82,91,1356,1390,1421,2825
82,85,91,94,409,1336,1687
85,88,524,901,1258,2456,3066
82,85,88,91,524,672,2452
82,85,88,91,1910,2339,3155
82,91,1070,1139,1356,2825,3066
82,85,88,91,1687,1935,3066
60,88,91,1588,2355,3111,3171
60,82,85,91,1324,1722,2861
60,82,1070,1356,1421,2001,2572
82,85,88,91,1350,2876,3229
82,85,88,95,253,2390,2411
82,85,88,95,253,1336,1687
82,85,88,1479,2339,2441,2876
82,85,88,91,1421,2876,3229
82,85,88,91,1338,1630,1961
82,88,91,1421,1938,2000,3229
95,253,1070,1479,2339,2441,3066
82,88,91,478,1190,1575,2996
82,91,1244,2122,2317,2339,2588
88,91,101,411,999,1647,2881
