6,60,114,173,181
48,56,77,88,176
82,91,176,181,195
91,173,176,181,195
8,30,63,88,140
10,51,86,99,120
31,83,114,126,171
11,77,128,162,184
39,85,93,114,119
4,75,150,173,175
31,55,121,169,181
48,59,77,143,193
3,102,128,152,184
32,37,77,88,114
46,48,68,116,143
19,31,93,176,188
13,21,43,69,195
26,115,130,140,176
48,49,82,177,181
48,56,77,162,176
48,77,168,177,181
1,62,111,182,198
30,67,105,128,141
44,105,135,136,143
20,94,118,158,176,181
4,111,113,143,158,189
1,9,14,93,171,191
44,58,81,103,147,184
4,6,21,37,114,122
1,50,105,120,144,173
4,115,158,165,181,196
48,77,82,143,176,193
9,97,125,130,152,162
2,48,66,72,105,113
4,57,62,115,140,176
30,69,129,132,183,198
48,77,88,173,176,177
8,22,23,87,101,169
11,58,76,105,143,155
48,61,67,82,105,121
12,39,57,67,103,174
2,21,48,54,63,180
89,93,95,136,175,193
12,17,99,164,168,181
27,48,121,148,178,183
3,63,91,110,163,180
6,11,15,21,138,143
27,48,126,158,165,181
48,77,82,162,176,193
9,14,76,126,141,143
72,85,109,130,133,172
31,59,114,138,165,188
10,88,91,118,179,198
93,106,115,171,196,199
2,3,67,118,182,191
4,16,67,141,143,176
37,38,75,171,196,200
46,48,57,67,84,181
37,45,97,143,147,155
10,73,94,115,146,176
48,77,82,87,162,176
5,7,30,95,105,166
4,6,21,37,114,187
12,17,95,114,118,180
48,72,94,105,158,185
10,61,78,112,155,191
6,82,94,146,176,181
64,66,101,120,172,188
4,67,111,141,143,187
1,5,7,33,89,163
29,68,115,136,173,177
6,48,119,173,176,180
11,44,71,135,137,143
6,90,112,132,143,176
2,22,77,97,143,156
4,6,57,71,75,82
6,48,119,173,176,193
5,7,30,85,131,138
2,56,86,121,134,162
4,53,62,73,158,176
6,18,21,28,37,176
24,76,89,119,125,169
2,4,48,67,121,180
13,14,41,70,85,131
11,25,163,164,173,192
24,48,57,99,120,158
21,48,74,143,158,165
10,32,38,39,131,146
21,48,127,173,177,178
73,74,75,133,145,170
27,158,166,169,181,191
4,10,111,128,166,173
4,37,57,128,176,177
7,8,30,95,105,132
21,48,82,149,158,176
6,21,25,82,83,156
31,89,133,143,170,177
48,67,119,135,163,176
2,11,97,149,161,173
1,38,50,105,160,169
4,6,10,71,124,177
47,59,69,130,140,186
8,23,59,94,100,166
2,48,49,105,177,185
21,71,82,99,156,182
4,16,48,88,158,176
71,99,104,124,136,193
21,35,42,77,143,185
6,21,43,48,130,176
4,24,48,56,57,181
57,78,151,173,176,181
2,3,67,118,119,180
14,44,80,113,136,178
27,48,55,62,74,158
2,48,77,115,143,177
4,33,57,115,140,176
31,42,100,126,133,143
4,10,37,79,158,181
4,19,43,160,176,187
4,57,94,164,173,181
10,37,41,89,139,182
21,48,68,105,173,177
48,77,82,176,177,181
4,57,164,173,177,181
18,92,94,135,136,176
8,30,87,102,150,169
105,120,145,152,173,197
1,9,92,103,144,162
4,10,128,173,176,177
8,48,59,77,105,173
4,19,37,88,176,187
84,90,176,181,193,200
6,33,47,130,136,176
67,105,125,135,141,143
2,27,53,103,105,149
12,26,49,61,67,105
53,56,58,76,103,184
32,34,35,50,69,132
20,73,94,118,158,176
15,17,50,97,150,173
20,21,84,108,142,168
46,48,58,106,162,184
12,44,114,117,118,180
14,77,84,168,170,181
4,53,62,104,158,176
5,29,39,40,167,184
23,32,33,43,130,139
21,71,82,101,117,170
51,66,126,131,182,192
4,95,97,98,132,173
2,48,49,103,105,177
2,3,77,115,143,147
12,19,37,91,160,176
4,57,111,128,134,173
2,4,48,56,115,134
48,85,115,130,143,176
4,6,21,50,173,180
21,48,105,158,177,183
2,27,29,120,149,171
11,28,135,137,158,177
65,115,134,149,154,158
93,113,128,153,157,162
48,58,71,98,113,143
4,10,37,40,79,179
4,87,104,128,132,176
82,94,117,158,181,191
10,135,158,177,181,191
30,102,128,177,178,183
61,92,98,109,113,190
67,105,125,128,135,141
6,8,58,82,92,127
19,72,111,119,133,134
2,11,36,53,162,178
20,62,74,111,160,196
49,67,90,102,103,178
12,37,77,105,177,187
12,57,91,118,176,181
33,47,53,93,95,136
11,62,97,102,177,184
6,8,40,48,145,160
4,26,53,71,152,159
4,10,79,148,158,181
37,115,117,154,158,176
16,51,68,86,126,154
10,107,115,142,158,173
2,3,22,77,115,143
4,53,82,117,158,176
4,6,24,48,82,143
44,111,121,142,162,184
15,37,79,82,102,158
27,48,59,67,105,144
63,96,150,154,174,189
48,59,67,74,178,180
2,48,77,103,168,177
59,99,120,133,143,193
7,8,87,107,132,153
43,48,56,57,115,139
88,112,144,149,173,176
6,78,124,169,177,194
15,98,102,158,161,183
42,43,56,57,115,169
8,107,135,150,174,175
8,48,58,71,82,129
4,5,95,114,173,193
153,177,178,181,184,187
37,82,94,117,176,198
16,48,116,143,156,158
2,48,59,105,120,173
48,105,144,173,177,180
4,51,52,114,122,165
28,116,142,164,184,186
8,37,38,77,105,128
30,102,158,169,176,177
8,76,119,120,173,175
6,10,78,124,169,177
85,115,136,176,177,181
66,67,72,95,125,198
1,21,48,67,74,143
43,91,160,176,181,195
48,130,145,173,175,184
48,120,121,145,160,184
48,72,88,163,184,200
26,47,89,97,143,153
53,104,109,128,149,168
2,48,105,106,177,185
17,57,69,82,177,181
75,120,145,149,158,173
10,48,94,106,148,158
1,21,48,93,99,120
6,48,58,71,82,143
5,33,41,115,137,142
6,24,63,97,109,162
21,77,83,114,142,154
48,130,145,173,178,184
2,48,103,126,173,194
76,91,163,173,176,180
1,67,72,103,105,141
4,14,56,124,169,189
11,68,138,148,155,182
28,62,158,173,176,177
18,45,94,104,149,176
48,72,94,115,134,158
48,68,105,120,145,173
27,158,165,166,169,181
48,62,105,158,173,177
8,36,48,49,88,165
21,40,85,175,177,191
8,20,87,127,171,196
11,97,134,158,173,177
10,32,45,60,103,124
13,66,85,102,123,168
4,57,62,94,110,122
8,48,99,105,139,199
48,62,94,105,158,173
48,49,94,105,149,200
6,27,48,67,148,181
4,53,71,82,143,187
8,22,77,128,141,173
22,28,29,47,113,125
3,66,78,128,166,191
15,136,160,166,193,200
17,95,110,124,137,198
94,105,136,147,149,173
4,16,63,120,153,196
4,6,21,79,122,180
74,106,139,157,162,166
2,65,105,113,143,177
6,21,25,147,169,173
119,163,173,176,180,195
1,21,48,67,105,143
11,134,158,169,173,177
23,36,80,138,151,154
77,82,83,105,145,149
115,149,158,169,173,176
90,104,173,176,181,195
21,48,77,82,105,157
60,87,109,158,169,176
56,58,76,103,171,184
48,59,67,105,143,144
4,10,124,158,169,177
6,58,71,124,137,161
93,115,117,136,176,181
17,46,48,106,177,184
20,43,60,160,176,181
37,40,44,58,154,184
31,42,79,133,189,199
29,65,94,113,134,200
17,103,124,141,149,186
49,102,103,122,145,178
33,37,40,57,99,136
15,23,26,43,108,122
32,52,151,164,170,192
44,58,59,76,105,143
85,115,136,143,176,177
32,40,70,85,142,196
53,82,103,105,149,159
48,59,105,144,173,180
30,51,114,119,128,189
57,136,151,173,176,181
1,11,15,50,67,72
2,23,46,48,91,130
27,48,55,74,158,181
10,24,48,99,158,181
6,43,44,130,146,190
6,34,48,82,87,162
119,120,135,141,159,164
6,22,57,160,169,192
4,67,121,128,174,184
15,46,143,158,161,185
14,18,50,74,93,128
18,40,52,97,141,153
48,58,77,82,105,143
34,41,52,112,149,161
6,34,82,83,181,193
36,71,82,143,177,187
33,90,99,156,167,196
32,35,38,56,77,162
19,32,38,70,168,180
1,24,74,75,161,198
6,21,71,147,173,180
6,34,82,83,162,193
6,42,48,57,115,194
4,57,95,150,173,180
2,49,86,102,122,178
6,47,97,114,137,153
6,34,45,54,65,130
17,65,76,106,192,197
6,10,50,90,94,173
21,48,67,93,176,180
29,38,51,56,93,169
10,90,103,142,168,186
47,53,70,136,143,193
27,69,121,134,158,169
5,11,105,149,158,173
6,10,37,40,136,177
4,48,67,135,143,176
40,44,99,182,192,196
14,44,99,130,136,143
15,32,43,50,107,115
6,10,14,100,169,176
12,77,103,105,177,187
27,48,134,148,158,165
27,73,102,148,158,183
7,30,76,105,169,190
12,19,37,117,152,176
4,26,53,67,128,176
4,41,48,82,87,94
8,46,48,58,77,145
28,53,116,117,184,199
1,8,21,71,83,104
4,71,97,143,144,155
10,22,24,50,73,158
39,67,93,111,167,184
37,115,143,154,158,176
10,48,66,67,103,144,168
6,22,44,71,82,143,187
13,48,49,67,82,87,145
2,21,48,97,156,185,199
14,57,58,103,131,134,188
13,21,46,83,166,179,183
35,51,77,83,105,125,145
6,48,57,130,134,139,162
15,16,23,53,76,85,183
6,25,57,75,110,173,176
35,49,67,74,87,145,178
17,57,145,150,163,173,192
4,71,97,98,144,152,173
26,35,54,125,132,185,199
48,70,105,120,135,143,158
57,111,113,139,159,189,199
44,95,110,114,122,130,180
1,26,48,49,61,67,105
54,68,85,109,125,148,181
8,11,31,76,141,169,173
48,88,103,131,149,184,200
11,66,72,74,109,134,185
4,6,50,94,115,132,173
11,102,113,134,158,169,177
49,61,102,108,133,139,172
14,18,93,95,110,113,180
1,21,67,74,89,93,191
6,8,11,21,169,173,192
6,10,88,109,156,176,180
14,67,93,117,146,176,181
4,6,48,57,71,82,177
6,48,71,97,143,156,188
22,47,53,66,67,95,166
1,10,48,68,115,126,173
37,57,88,94,109,158,176
48,58,59,71,115,116,143
43,48,57,59,115,144,181
28,39,55,112,139,184,199
4,6,48,57,94,148,181
8,36,48,59,127,173,178
48,58,59,71,98,115,143
22,29,32,43,56,115,138
13,43,48,57,144,176,177
12,56,61,81,109,117,139
30,62,78,124,138,155,156
20,60,144,152,173,176,181
4,46,57,88,108,113,140
10,37,94,101,115,136,139
6,26,47,100,112,143,176
4,6,21,39,50,169,190
6,17,48,57,148,177,181
57,59,73,92,94,115,134
6,17,37,83,88,114,184
26,48,56,93,115,134,175
5,53,58,66,95,105,166
48,72,88,94,113,134,158
10,36,48,94,115,173,176
10,48,88,99,148,158,180
1,3,49,92,102,142,163
25,119,142,163,164,173,195
11,35,52,67,74,141,178
19,37,58,125,161,183,188
12,17,57,118,176,177,181
6,57,71,75,136,147,173
10,37,88,94,109,158,176
37,45,94,115,149,158,176
4,6,44,71,115,143,187
6,10,54,78,173,177,181
18,89,93,106,123,153,194
6,26,48,58,115,143,153
3,16,52,115,119,141,176
4,21,48,118,120,127,158
6,33,48,156,176,177,183
29,40,44,46,58,76,143
11,68,71,113,143,171,193
2,67,117,119,121,146,180
42,53,91,100,128,163,189
4,32,37,115,117,132,158
10,71,94,101,115,136,173
4,14,19,88,118,134,158
46,48,80,98,158,177,181
38,47,73,76,87,102,176
10,111,118,124,137,156,182
76,86,102,107,126,158,175
7,40,46,48,145,163,184
4,6,21,40,67,79,82
4,6,10,37,79,160,181
4,57,67,82,150,176,181
10,48,134,156,158,177,185
21,127,132,142,173,191,194
8,27,35,95,120,137,171
4,10,46,48,158,177,181
2,48,49,59,61,67,105
4,26,45,97,132,159,181
4,37,41,88,94,117,122
8,48,56,58,59,77,181
4,6,10,47,48,88,176
4,48,57,94,148,158,181
77,78,128,173,176,177,194
8,37,94,105,109,132,199
2,35,53,66,67,105,187
4,6,10,50,51,94,120
48,55,85,93,176,181,200
4,15,37,115,158,177,196
6,21,48,54,173,177,180
62,65,103,105,174,177,196
23,37,57,91,94,131,138
6,33,48,57,87,145,160
48,97,98,143,156,158,177
4,6,21,37,40,79,82
11,44,58,77,105,162,185
6,21,48,71,120,131,157
11,21,77,105,132,141,172
9,15,21,143,156,170,177
4,6,92,148,177,181,184
15,20,33,99,110,164,197
10,76,89,158,169,173,176
2,7,45,49,103,105,147
29,94,115,130,136,171,173
6,48,57,67,118,139,145
22,71,97,98,125,135,152
46,80,91,96,147,167,181
23,44,83,104,109,121,144
5,27,74,123,145,149,158
18,37,77,96,125,128,151
4,37,57,82,125,177,181
6,28,90,94,132,173,176
8,11,23,81,131,148,155
37,44,94,105,136,147,196
16,55,56,132,151,176,181
4,48,52,56,115,135,175
4,21,41,48,71,173,180
31,60,107,143,156,165,189
37,57,84,150,151,176,181
4,73,115,143,158,176,177
4,16,30,40,41,51,141
4,6,37,44,94,115,181
6,8,21,48,71,131,199
42,57,91,121,128,163,194
44,71,76,82,125,130,143
25,77,119,128,151,173,176
4,6,52,65,115,134,177
4,10,86,108,134,148,158
35,49,67,82,87,145,150
4,53,71,117,148,164,184
4,10,37,115,125,177,181
4,15,65,86,115,158,173
27,48,55,121,148,158,181
11,56,58,76,154,167,184
6,57,71,115,136,173,177
46,61,68,91,167,183,190
6,48,67,143,156,176,188
6,21,25,90,156,157,192
14,15,18,63,110,113,159
6,8,17,37,82,83,181
23,39,57,87,167,169,189
94,117,118,136,158,161,181
4,32,37,45,115,132,158
48,57,71,84,131,148,157
6,21,110,122,147,156,180
4,6,24,48,57,82,181
16,48,52,74,134,158,175
4,6,40,57,82,92,177
48,129,134,156,175,177,194
21,77,105,132,141,147,173
48,77,82,103,105,145,149
2,35,59,77,143,171,185
25,57,89,106,169,176,177
4,10,92,94,118,141,176
4,43,115,144,177,181,196
4,6,10,24,48,173,181
21,48,85,143,176,177,200
48,62,94,115,126,158,173
107,108,112,132,143,151,198
17,31,48,135,176,177,181
70,85,86,104,114,118,192
48,57,148,177,178,181,200
6,38,57,87,109,162,176
17,90,163,173,176,180,195
4,6,65,71,115,143,177
19,23,83,121,134,148,188
10,41,76,79,166,180,200
10,37,49,144,177,181,200
7,16,48,85,115,176,181
11,21,35,50,67,105,174
59,69,129,130,133,134,193
10,37,45,49,94,155,186
44,66,76,83,105,125,183
4,10,14,45,158,159,181
4,15,98,128,164,173,177
2,21,48,173,177,178,180
4,73,82,143,158,176,177
5,37,49,96,113,144,188
7,10,48,66,94,115,181
16,45,49,68,134,153,188
48,52,74,134,149,158,165
2,48,85,115,126,130,143
5,73,77,114,142,156,170
35,53,96,105,136,143,189
6,25,57,130,145,173,192
9,35,111,137,143,156,158
5,17,87,101,145,163,167
15,106,115,116,161,189,194
10,35,60,115,136,158,181
10,88,90,94,158,161,173
46,75,80,150,166,172,188
12,56,116,117,121,181,184
30,44,69,87,95,136,197
6,78,94,115,147,171,173
48,85,115,143,144,176,177
10,48,94,106,115,158,176
45,94,116,138,147,155,164
1,111,141,160,169,187,189
94,105,117,136,147,152,173
36,70,87,125,151,178,196
4,15,32,37,115,158,196
5,77,114,142,156,184,188
11,53,74,109,128,149,199
2,35,80,89,132,147,187
13,82,102,113,169,177,187
6,10,115,136,137,153,177
12,17,37,79,97,181,184
4,6,37,45,97,132,143
4,43,71,115,144,177,196
12,29,32,44,109,130,180
10,71,94,101,115,134,173
7,76,82,89,103,105,169
37,40,44,99,109,196,199
33,46,61,84,112,160,161
4,6,37,177,181,184,187
10,37,45,49,94,109,186
5,33,73,101,115,142,147
1,71,72,79,159,171,193
72,107,115,158,165,169,181
38,70,112,116,121,161,178
4,37,57,115,125,177,181
10,54,88,89,95,136,173
35,64,105,143,144,147,187
13,48,57,67,82,87,145
11,44,102,114,178,196,199
37,74,132,136,158,161,181
95,105,144,166,173,180,197
1,48,71,72,98,115,144
15,29,143,177,185,186,200
8,48,49,71,82,139,145
2,14,59,67,168,180,186
56,58,77,116,181,191,197
10,31,48,94,173,176,181
16,24,31,49,122,123,145
2,4,21,48,67,118,180
8,60,83,87,129,163,171
94,115,132,136,158,161,172
48,57,59,115,144,173,181
6,17,78,97,114,173,181
38,71,97,129,130,152,155
37,38,57,109,151,176,181
4,21,32,37,82,117,158
1,9,15,28,61,83,92
2,36,89,177,190,191,194
6,38,57,71,91,188,194
6,50,94,115,136,171,173
41,48,63,77,88,103,149
37,64,105,143,144,177,187
6,8,21,48,63,71,82
4,6,169,173,176,181,193
6,8,48,58,82,94,181
19,34,53,132,172,183,187
31,48,52,67,121,135,145
16,23,44,58,134,147,191
29,51,84,109,121,169,194
60,110,115,117,173,176,177
4,21,71,120,141,164,173
9,12,30,69,175,177,190
19,47,69,72,81,86,148
21,82,89,123,143,158,177
8,28,30,36,79,119,191
2,4,21,46,48,67,143
7,48,57,66,94,115,181
10,31,60,118,177,180,186
9,57,65,118,134,158,177
4,21,71,97,104,141,173
6,21,48,71,156,177,180
22,57,94,173,181,182,197
4,43,57,118,164,177,181
6,78,115,169,171,173,194
77,84,119,141,159,187,197
4,6,57,92,148,177,181
4,37,64,94,115,117,158
8,14,91,128,132,153,168
19,32,46,58,70,123,196
6,82,146,169,176,181,193
4,6,10,48,81,173,177
4,57,111,134,158,169,173
10,76,90,158,173,176,180
4,24,48,57,158,173,181
28,61,67,100,117,153,198
11,18,21,74,138,185,199
34,58,71,72,94,157,171
4,53,73,82,143,158,176
1,10,48,94,115,126,173
14,34,80,88,121,163,180
4,10,118,158,174,176,177
8,37,40,49,82,150,154
5,11,77,105,141,149,173
29,42,44,98,120,143,144
73,76,82,123,139,154,182
12,17,37,57,176,177,181
14,80,106,146,159,178,187
7,70,115,116,130,136,174
19,24,85,108,119,123,175
68,71,136,139,168,171,192
7,48,57,82,94,176,181
13,21,41,48,68,157,183
6,48,61,82,91,139,194
6,48,80,118,176,177,181
4,6,48,57,82,127,177
6,34,48,71,82,156,194
89,103,145,147,164,173,184
6,37,45,54,75,131,181
48,77,115,173,176,177,181
4,48,57,62,94,113,158
6,39,67,79,145,156,184
4,15,21,50,97,143,158
26,48,93,115,165,176,181
4,71,82,113,143,177,187
62,73,102,156,158,176,177
16,52,75,107,145,158,175
77,119,128,149,173,176,193
21,48,105,143,177,185,200
4,37,115,158,177,181,196
6,47,48,52,82,176,194
10,43,48,70,91,153,168
2,22,30,101,121,178,190
4,6,21,48,71,120,173
35,38,105,155,162,186,189
3,6,47,67,82,143,176
6,8,27,48,131,153,181
3,57,94,110,120,163,164
45,65,94,130,134,152,186
8,59,77,105,128,141,173
4,6,37,44,115,181,187
37,38,114,121,126,151,181
4,10,71,115,125,135,177
27,34,48,62,71,121,193
4,10,46,48,88,158,177
4,64,71,120,135,143,187
7,53,138,151,159,164,190
34,36,53,58,82,104,146
30,38,44,111,162,175,189
6,25,57,145,173,192,197
11,31,50,60,67,143,165
4,6,37,57,94,122,181
7,20,33,160,165,176,200
6,21,43,48,153,168,177
4,6,15,37,57,177,190
4,5,6,88,114,173,184
30,36,40,67,85,100,196
33,54,93,101,155,164,165
7,48,57,82,87,94,176
10,37,88,94,136,176,198
10,158,169,173,177,181,191
6,10,88,94,109,156,176
2,48,59,99,105,120,143
4,37,64,115,117,158,177
23,56,79,102,122,133,167
6,60,115,169,171,173,194
36,82,87,102,117,127,170
4,6,57,75,173,176,181
4,6,10,24,48,173,180
1,8,21,48,71,120,173
6,8,11,71,91,161,173
57,71,108,136,139,151,159
23,48,57,59,94,130,134
7,57,78,82,151,176,181
6,48,58,61,82,94,157
24,113,125,126,145,178,195
31,47,50,51,52,60,165
4,30,44,114,118,181,196
42,53,74,129,157,162,166
6,48,82,130,162,176,193
6,22,71,96,115,143,187
10,37,54,88,177,186,200
22,44,71,82,113,143,187
4,10,88,94,158,166,173
60,67,82,100,143,176,198
48,56,66,93,115,134,175
4,71,82,108,141,159,187
4,10,43,128,135,176,177
6,48,57,71,130,145,173
28,46,61,83,183,188,198
4,64,65,71,115,134,177
9,15,57,65,158,173,177
16,55,74,81,93,152,185
57,78,128,151,173,176,194
4,48,52,115,158,165,176
4,6,15,37,57,82,177
