30,101,186,188
18,38,105,113,180
130,143,155,186,193
20,127,152,173,197
21,101,142,178,186
20,111,124,139,149
63,77,128,162,193
13,43,127,161,171
117,127,146,154,174
60,79,102,145,163,167,183
80,90,113,159,167,178,193
18,55,62,92,106,150,176
5,62,127,131,148,184,188
79,124,160,161,165,186,189
21,28,32,108,166,178,179
36,64,71,115,177,187,194
19,43,88,91,138,149,161
10,22,41,137,148,182,200
46,64,88,101,112,144,166
9,26,41,70,137,170,200
12,32,71,85,115,129,130
7,25,108,119,147,157,190
7,25,128,131,151,153,157
7,18,113,128,153,157,170
1,15,61,92,98,120,189
49,73,82,102,123,127,154
11,28,55,56,86,132,184
57,67,89,103,150,188,197
33,81,89,136,139,147,175
6,63,112,127,132,161,194
12,13,26,61,64,112,161
45,51,60,65,112,189,194
4,6,10,24,48,173,181
8,23,40,49,85,109,110
20,108,116,147,171,184,200
36,62,63,90,99,195,196
29,35,72,101,144,169,179
16,41,47,51,52,142,147
44,71,76,79,156,184,199
44,61,84,110,146,151,157
2,59,60,67,118,146,180
1,106,141,154,159,186,189
20,49,63,109,110,123,149
9,35,80,111,133,159,167
10,69,91,94,118,131,198
5,29,47,58,113,167,189
8,11,71,129,135,141,199
32,46,77,88,107,197,198
3,36,119,163,164,179,190
23,46,48,49,80,119,163
29,43,108,122,130,139,162
9,15,32,43,69,160,193
8,10,38,86,109,161,181
12,81,97,129,130,152,184
1,10,24,100,106,169,198
1,14,30,67,103,141,186
19,37,87,117,136,138,152
8,11,28,31,86,132,173
41,62,94,106,148,182,198
24,38,49,90,99,181,195
24,25,90,104,173,192,195
26,45,56,97,121,181,197
52,82,101,104,113,121,146
16,22,30,51,83,129,156
14,44,59,102,118,120,187
21,41,48,68,85,120,183
16,31,72,81,86,126,171
6,24,33,42,48,57,162
8,22,23,58,95,137,166
4,64,92,117,118,150,166
12,26,71,97,130,145,152
1,10,40,67,100,167,182
77,103,105,141,149,173,197
1,30,51,105,141,169,189
31,53,73,109,176,187,194
45,94,130,135,152,175,191
25,84,103,109,133,161,168
3,20,119,123,164,179,190
11,72,81,97,137,141,172
9,23,63,69,97,163,192
81,97,129,141,147,155,172
23,103,124,144,149,168,200
10,35,38,47,51,60,86
55,56,59,81,133,167,170
24,108,112,113,119,126,165
4,14,122,153,164,165,181
28,47,53,62,73,100,153
34,46,58,62,96,108,166
3,8,74,102,128,152,191
74,112,132,185,197,198,199
24,42,48,49,63,120,127
36,42,79,88,107,112,127
11,28,39,67,135,146,174
11,39,72,114,171,174,184
20,33,112,113,197,198,199
22,33,70,137,161,168,200
6,33,81,133,148,168,177
30,78,84,85,110,131,138
25,87,91,153,178,195,196
13,48,55,72,85,148,168
18,26,70,95,105,159,197
22,41,56,88,95,133,197
23,56,63,90,135,163,183
14,57,113,136,139,159,189
1,21,105,169,173,189,191
78,85,110,114,156,159,191
66,83,92,98,115,125,181
24,54,75,76,85,120,179
6,33,79,81,122,137,156
15,28,29,34,46,183,186
44,46,107,144,181,182,197
70,96,143,150,151,154,187
31,45,104,109,116,121,194
51,54,65,101,112,140,159
24,60,100,108,143,158,165
43,48,58,126,127,157,162
11,35,52,60,67,144,167
52,112,121,138,140,149,161
21,35,69,117,132,158,185
3,6,8,63,82,91,94
3,49,63,94,120,172,182
7,45,47,97,130,159,190
24,45,83,112,116,119,155
10,45,49,60,112,175,186
31,73,83,100,114,118,183
18,33,43,70,95,150,167
33,41,45,115,133,161,197
22,29,58,70,104,192,197
27,48,70,121,134,178,193
45,103,159,178,187,195,197
37,64,88,94,101,117,164
28,37,91,176,183,188,198
41,50,51,52,65,144,182
24,33,42,48,57,162,178
2,46,63,106,154,162,195
17,27,48,71,103,134,148
70,116,147,152,161,186,200
7,61,81,82,108,139,151
61,73,92,98,109,151,186
50,73,96,109,146,148,187
6,11,54,112,131,148,199
5,13,16,22,41,53,163
9,57,75,123,145,170,179
28,39,46,62,77,116,184
45,60,65,86,107,118,158
53,71,72,76,85,103,168
42,48,49,63,67,82,103
3,63,94,106,136,161,172
9,16,56,88,134,175,191
12,28,109,130,139,146,172
4,26,45,132,159,164,181
3,20,58,66,78,123,147
12,36,99,104,107,146,193
17,28,90,108,156,178,180
65,105,117,158,173,177,180
36,48,93,100,165,176,200
16,23,36,51,83,119,163
5,74,112,123,143,161,198
31,50,72,122,156,165,188
102,107,118,145,156,170,196
61,73,88,96,98,102,138
43,58,146,153,157,167,170
3,16,51,52,83,125,184
15,22,98,115,135,138,143
38,93,111,113,169,171,200
35,42,64,85,120,137,143
1,8,22,62,74,104,141
14,30,41,44,69,95,163
12,19,32,84,85,168,175
35,47,55,78,87,167,185
6,79,81,130,133,171,193
26,42,50,70,107,112,143
23,46,48,58,59,77,185
12,52,54,92,151,174,182
14,44,54,77,107,181,185
24,63,108,116,136,151,174
100,117,118,136,158,174,176
58,94,116,117,126,181,191
16,22,44,58,115,125,181
49,60,61,64,108,112,194
31,55,59,73,133,152,170
10,35,60,95,111,133,167
45,83,118,119,131,142,164
8,13,37,87,95,150,171
87,104,109,128,132,151,176
8,30,38,76,100,155,175
22,33,89,106,154,163,199
52,66,101,106,117,124,190
70,104,118,123,127,174,194
26,35,101,111,166,167,169
29,98,106,115,126,138,140
24,108,112,119,123,174,175
7,13,49,69,70,86,134
70,89,92,106,117,141,190
27,32,70,89,123,131,153
10,31,32,41,49,109,139
52,65,106,172,178,182,186
10,36,67,111,118,141,187
26,31,89,96,107,143,170
10,41,68,109,167,170,182
2,48,49,80,85,119,120
46,57,58,108,123,147,162
61,112,119,175,189,191,194
58,126,133,143,154,171,195
55,129,130,133,152,154,167
21,54,118,124,177,186,200
36,40,59,67,100,167,196
71,94,116,117,147,156,191
14,41,63,77,88,103,149
41,108,112,166,183,194,200
48,77,97,156,184,188,194
2,49,80,134,178,182,186
63,96,99,106,148,182,192
4,57,67,118,150,176,180
6,48,88,127,156,177,184
1,26,106,115,126,140,161
10,54,111,118,124,182,198
35,39,51,65,156,159,189
19,29,42,84,98,133,160
74,93,111,113,128,134,162
7,45,83,97,129,131,132
36,70,89,117,141,147,190
13,49,60,61,83,87,110,179
55,89,93,123,145,147,164,190
4,14,41,56,63,88,95,180
27,42,43,48,120,129,144,162
9,57,103,127,134,173,177,194
39,47,87,124,160,165,189,195
4,15,24,50,73,97,143,158
19,26,140,152,159,161,172,186
15,22,32,69,86,154,158,175
8,30,42,76,128,166,178,199
10,22,43,70,115,135,141,187
9,12,28,56,61,79,179,189
42,44,76,79,84,137,157,166
38,47,49,70,112,149,165,186
10,31,94,152,176,181,185,200
21,28,50,90,158,166,173,180
2,7,69,97,107,118,134,156
9,23,46,69,76,86,91,130
9,12,67,69,80,121,146,151
15,92,106,150,169,175,186,189
4,97,98,104,132,158,173,181
39,40,46,57,67,145,163,167
36,53,70,127,152,161,190,194
60,70,100,118,136,158,183,196
8,10,31,86,104,107,173,181
17,42,46,63,64,88,98,164
47,55,73,112,127,142,148,194
14,43,44,103,110,122,162,164
35,42,47,50,60,67,89,143
24,35,75,79,120,145,158,179
44,85,102,114,118,142,156,196
19,34,69,81,96,118,156,170
15,32,44,65,164,166,179,197
10,31,67,100,118,141,176,180
29,36,70,100,118,183,186,200
59,64,71,108,143,161,171,195
33,61,68,75,90,150,168,175
24,33,70,112,122,145,183,198
6,10,40,45,92,94,109,134
35,53,96,111,143,150,187,189
24,28,31,75,104,109,123,182
15,18,87,107,150,170,189,197
13,90,102,156,166,167,178,183
18,74,76,89,106,166,197,199
4,41,87,92,94,117,125,148
25,38,76,86,106,126,161,178
22,78,98,104,128,151,173,182
4,15,32,44,65,164,166,179
6,14,25,80,88,120,133,187
5,6,58,80,114,118,183,188
4,5,50,62,73,127,148,158
45,109,129,130,133,152,161,172
2,46,61,83,84,110,185,198
47,78,82,89,143,154,176,193
2,48,80,91,113,121,178,180
18,37,95,96,105,113,125,167
36,79,88,102,112,127,161,200
5,6,50,96,118,156,183,188
92,103,127,142,162,164,174,184
8,46,49,59,60,64,86,108
14,25,54,70,78,122,151,186
9,22,23,56,57,163,192,200
37,61,64,94,115,119,147,149
9,29,54,70,133,159,179,189
59,64,71,98,120,143,164,195
23,31,94,110,122,131,135,164
21,32,35,89,92,130,150,192
5,54,73,88,118,131,146,187
88,102,117,127,136,148,158,177
8,13,38,49,60,87,102,178
22,56,58,61,115,133,154,189
42,44,84,110,121,163,174,185
25,51,119,120,129,131,189,197
4,10,32,70,120,124,158,179
19,34,53,74,136,149,159,161
18,20,29,113,124,139,144,179
15,37,59,61,79,160,161,186
16,35,49,56,68,96,155,181
24,57,73,75,82,123,127,158
24,70,75,104,123,127,158,174
15,17,57,99,106,108,136,138
14,43,50,58,69,70,117,118
51,65,96,105,144,166,180,197
41,63,71,82,108,157,159,195
15,22,32,69,129,131,175,197
10,14,41,49,88,103,133,134
41,63,71,108,157,159,171,195
24,65,68,138,145,152,173,182
5,22,53,66,73,131,148,187
61,93,113,119,146,157,179,190
9,70,114,151,157,159,170,192
38,39,41,49,64,134,163,194
28,31,114,138,156,183,188,199
18,29,52,62,106,138,140,141
13,21,37,82,90,99,143,158
6,8,10,78,94,131,181,191
34,80,96,108,157,166,179,183
6,42,47,79,82,127,130,191
6,39,45,47,51,112,131,199
36,40,81,93,110,146,179,191
23,56,109,122,133,139,151,154
87,101,113,124,139,165,169,179
27,53,78,105,128,166,183,191
23,52,66,83,97,121,144,188
29,32,44,65,115,125,130,140
12,29,32,52,84,106,121,142
35,42,47,60,67,100,143,144
4,14,52,67,117,141,176,180
27,34,43,48,59,71,129,193
29,40,46,58,72,76,184,192
29,47,62,101,113,124,139,179
16,32,73,86,109,123,154,158
6,17,37,57,75,82,176,181
15,37,57,108,138,179,183,190
45,65,96,124,138,147,149,155
8,63,64,135,150,163,171,174
8,22,78,82,87,94,101,104
2,35,56,59,60,171,180,186
10,41,70,161,180,185,197,198
32,41,70,85,106,115,123,198
23,33,42,53,79,122,151,164
6,26,28,47,51,83,100,112
3,9,13,22,43,57,91,128
4,15,32,43,44,120,160,196
15,16,23,32,44,85,86,175
2,60,89,102,103,124,177,194
31,44,47,73,102,156,185,194
8,63,64,94,120,135,163,171
41,59,116,120,133,157,171,195
18,26,105,106,159,185,197,199
44,61,84,146,151,160,187,194
4,6,14,43,44,118,181,187
10,24,60,63,99,106,108,136
7,24,70,85,89,106,136,190
37,77,83,97,125,132,181,184
32,55,84,85,106,108,141,142
35,53,66,67,95,105,166,180
10,24,66,76,83,100,126,166
6,25,26,28,50,51,122,169
9,27,103,108,134,148,165,178
30,62,102,116,124,133,138,195
11,24,72,74,76,158,161,165
10,31,51,52,73,100,152,182
4,6,14,45,67,143,153,187
36,42,48,84,118,119,163,194
5,57,62,73,127,131,138,148
4,47,48,52,82,113,121,193
6,8,11,58,71,131,171,192
10,32,41,50,52,60,106,115
19,26,47,53,111,159,172,199
45,56,68,86,116,171,186,192
27,42,53,74,76,128,137,166
9,41,60,63,108,133,157,171
2,21,77,97,132,143,147,185,198
5,66,85,115,129,166,172,183,198
6,10,14,45,54,118,131,134,188
23,31,49,69,94,110,132,185,200
23,38,56,76,91,102,163,183,200
18,63,80,95,96,144,151,154,180
19,27,32,69,70,86,121,134,158
10,54,73,92,118,134,177,186,200
4,10,32,41,70,92,120,125,141
27,53,54,73,109,146,151,153,187
23,63,85,90,103,108,183,195,200
7,10,31,41,69,76,137,170,200
25,73,77,82,143,151,154,176,187
16,23,36,53,56,58,183,189,191
8,10,61,81,152,155,168,175,191
7,13,16,31,45,83,107,132,145
7,49,61,94,105,120,132,157,172
30,76,84,85,102,103,183,196,200
28,31,51,83,100,110,114,137,138
19,29,32,44,65,84,134,178,196
4,15,24,50,65,158,166,169,173
2,21,110,117,122,147,156,180,185
41,54,63,85,88,109,129,133,148
28,84,90,92,103,108,166,183,200
16,24,44,68,85,125,152,181,191
41,54,63,64,88,120,129,144,157
36,42,48,67,84,85,118,119,163
32,38,56,60,70,114,117,121,180
57,65,73,96,129,148,179,183,189
35,49,75,80,85,88,120,133,179
24,45,73,97,118,145,155,158,172
55,59,108,130,133,140,152,161,172
23,26,44,58,80,95,111,137,166
10,31,43,60,118,176,177,181,187
7,12,13,49,113,145,157,172,179
26,51,84,112,122,165,166,178,197
4,10,52,92,115,135,174,175,177
38,39,47,112,139,149,159,165,186
73,88,102,118,127,134,156,158,177,191
