4,8,13,19,27,32,36,48,73,79,103,108,144,152,155,159,190
4,13,19,20,27,42,60,108,116,129,143,159,160,165,172,189,190
14,27,73,75,84,97,103,106,108,115,160,165,168,172,173,176,190
1,8,10,24,27,28,32,36,48,75,103,108,115,159,160,182,190
3,4,22,27,32,42,83,85,103,104,115,131,144,153,166,190,195
4,27,32,38,42,46,73,101,103,107,108,115,127,137,144,172,197
3,4,22,27,32,38,42,46,59,83,103,104,121,138,144,190,195
4,6,19,20,27,32,38,42,73,83,108,115,127,129,144,172,190
4,8,27,32,36,38,46,58,103,107,108,115,127,144,172,185,190
4,8,19,27,32,42,83,103,108,115,116,159,160,165,172,189,190
4,15,19,27,42,52,73,83,96,103,106,108,115,165,172,173,190
3,22,26,32,46,57,83,87,103,104,120,121,122,138,160,190,191
4,8,16,27,36,46,73,79,101,103,108,115,127,144,164,185,190
4,19,20,27,42,73,83,96,106,108,115,117,129,160,165,172,190
4,8,32,36,46,73,82,101,103,107,108,115,127,144,172,185,190
4,19,20,27,32,73,84,90,108,111,115,125,127,129,160,165,172
4,19,20,27,32,36,53,73,90,108,115,124,125,129,160,172,174
4,22,26,32,46,80,83,95,103,104,115,118,122,160,165,189,190
8,13,27,28,32,69,73,75,79,81,103,108,155,159,165,176,190
4,8,27,32,46,48,58,79,83,103,104,115,127,144,148,175,190
4,19,20,27,32,42,73,83,108,115,127,129,159,160,165,172,190
4,19,20,27,32,33,73,79,83,90,93,108,115,159,160,165,193
4,20,27,32,73,83,90,93,100,108,115,125,160,165,176,193,196
4,8,19,27,32,42,73,83,103,108,115,127,159,160,165,172,190
8,21,27,28,32,73,103,108,115,127,139,159,160,165,172,190,193
4,27,42,46,73,83,96,103,106,108,115,160,165,168,172,173,190
3,22,27,32,44,90,93,98,103,104,115,123,131,139,160,183,197
4,27,36,38,46,58,72,107,108,115,127,129,157,164,172,185,190
4,8,14,19,27,32,42,73,103,108,115,127,159,160,165,172,190
3,22,32,42,44,82,103,104,107,115,127,139,140,144,182,190,195
4,20,27,32,42,50,73,83,108,115,127,129,159,160,165,172,190
3,4,22,26,32,42,46,80,83,95,103,104,115,122,160,170,189,190
4,26,32,38,42,46,62,73,83,101,103,108,121,122,144,172,185,190
4,22,27,32,38,42,46,49,59,103,104,107,109,138,144,190,195,199
4,8,19,27,32,73,83,84,103,108,115,127,160,165,172,176,190,193
4,8,27,32,36,38,46,73,85,101,103,108,115,127,144,172,185,190
4,27,32,36,38,41,46,58,90,103,107,108,115,125,127,144,172,197
4,8,27,32,36,38,46,73,101,103,107,108,115,127,144,172,185,190
4,19,27,32,73,83,84,103,108,115,127,145,160,165,172,176,190,193
4,8,13,14,19,27,32,36,73,84,103,108,121,160,172,185,186,190
3,22,27,32,35,58,59,83,103,104,114,131,138,139,144,145,166,190
2,4,14,19,27,32,73,103,108,115,145,160,172,176,185,190,191,193
4,26,32,36,38,58,95,103,108,116,122,132,144,145,172,179,185,190
4,19,26,32,42,73,83,93,103,108,121,122,125,160,165,172,179,188
4,19,20,27,42,73,83,96,108,115,117,129,159,160,165,172,190,200
