115,195
32,160
42,115
32,138
32,190
42,103
94,165
36,160
115,160
126,174
165,172
73,103
8,190
94,158,160
141,172,185
3,27,32
46,108,115
32,83,165
27,108,160
27,160,176
20,26,117
32,83,190
115,165,190
154,172,190
103,160,172
46,79,103
4,8,73
44,115,190
84,97,117
4,79,152
73,79,103
4,103,190
4,78,122
8,73,103,115
4,32,42,160
26,121,122,179
8,13,94,190
115,125,160,172
4,32,42,159
73,103,108,190
73,103,115,195
27,32,103,115
46,127,165,172
27,36,160,193
20,27,84,150
27,42,73,115
19,27,90,93
27,108,165,172
4,14,79,193
94,103,122,165
8,42,103,190
108,165,172,190
32,108,165,190
27,74,75,108
4,32,58,138
32,73,115,172
27,32,115,160
26,32,42,46
53,121,172,194
20,115,126,174
83,108,165,190
73,103,115,172
32,46,108,190
27,42,73,103,160,190
8,27,108,165,172,190
4,42,83,106,115,165
13,73,103,160,164,172
27,88,108,160,172,197
3,27,104,126,160,190
4,8,27,32,115,190
32,46,79,90,103,115
4,8,32,73,127,190
27,73,103,108,127,190
32,73,108,160,165,190
3,32,42,103,122,190
32,53,73,121,172,194
32,65,115,160,172,178
4,42,93,104,170,172
90,115,125,160,172,197
8,13,20,53,121,194
103,108,115,160,172,190
27,74,75,93,108,172
4,32,42,73,83,103
4,19,95,122,160,165
3,26,32,42,46,160
51,90,103,125,160,165
4,32,58,103,108,138
13,27,32,121,172,190
4,8,27,115,127,160
3,4,32,127,160,189
32,36,73,112,122,145
27,83,108,115,165,190
9,20,32,42,160,172
32,121,145,165,172,179
4,46,73,103,165,190
11,32,93,103,115,160
4,8,32,36,107,190
46,90,93,103,123,160
4,32,42,46,73,108
32,46,73,108,160,190
4,14,27,79,108,193
3,4,20,27,42,190
27,46,115,127,165,172
25,32,103,115,160,165
25,27,32,103,159,190
26,73,108,121,122,179
16,23,75,108,144,190
27,42,73,108,115,172
4,27,107,108,128,190
27,42,46,151,160,172
4,8,13,94,165,190
32,42,127,165,172,190
27,32,75,115,159,160
4,32,108,165,171,190
19,27,68,90,93,160
73,83,115,129,136,172
4,46,59,107,109,195
8,36,101,107,127,190
27,74,87,90,103,160
4,32,42,108,115,160
8,13,32,94,160,190
28,36,108,164,190,195
4,25,27,32,42,115
27,46,108,125,160,172
4,26,46,94,103,120
4,20,115,126,174,191
4,73,101,103,108,190
8,27,46,103,108,160
32,73,115,122,172,177
4,27,73,105,160,197
4,27,73,103,127,160
27,32,74,103,115,165
101,139,142,145,172,190
32,83,93,160,193,198
1,8,27,73,75,160
20,27,160,172,183,190
4,94,103,122,165,171
1,27,28,75,84,172
21,32,46,103,190,192
74,75,108,115,160,172
20,42,53,116,121,160
16,23,28,73,103,164
32,46,83,103,108,165
4,32,42,108,159,165
27,32,73,103,115,147
13,46,88,105,108,160
27,83,108,125,160,172
108,112,122,125,145,172
27,93,103,108,116,160
8,27,32,103,127,160
27,32,74,87,108,116
16,73,103,115,190,195
7,8,75,108,115,159
4,70,103,108,127,172
26,32,94,108,120,190
8,42,73,94,103,190
87,93,103,108,116,160
27,36,73,160,193,197
42,73,83,106,115,160
27,32,46,73,79,85,152
8,27,36,115,127,172,185
46,73,90,93,100,103,197
4,46,102,103,108,115,172
27,32,46,48,79,121,160
27,46,69,79,85,108,152
32,83,103,115,160,172,190
47,75,103,108,115,160,190
84,103,108,115,165,172,176
4,27,32,36,172,185,191
8,46,73,79,108,152,165
84,108,115,160,172,176,190
27,73,90,91,93,106,108
1,8,28,32,73,75,103
27,36,79,103,108,130,183
8,27,47,75,159,164,190
13,27,32,46,73,103,165
27,32,42,46,103,160,183
4,8,14,73,115,160,165
42,73,108,127,165,172,190
4,15,19,52,83,96,103
4,46,108,115,119,165,190
22,32,42,83,103,190,195
8,42,46,108,165,172,190
27,32,42,44,103,170,190
27,36,73,79,108,160,190
3,4,27,103,160,166,190
4,26,46,103,158,173,190
4,14,19,32,42,115,172
8,27,73,115,147,165,190
8,13,27,73,108,160,165
4,27,38,46,108,127,172
27,47,73,108,160,164,172
4,46,93,102,103,115,172
3,55,103,110,123,160,191
4,26,32,42,103,108,172
4,26,46,106,108,158,190
4,27,32,36,108,172,190
27,46,96,108,115,160,165
36,46,73,103,108,144,190
19,27,73,108,129,160,191
8,27,32,46,147,172,190
8,42,46,73,83,107,108
8,27,46,103,108,185,190
4,27,53,108,115,129,191
46,58,71,95,100,115,144
4,27,32,46,79,85,152
4,26,73,83,108,165,190
8,27,32,36,46,85,172
32,36,76,79,115,185,190
3,22,27,32,42,83,183
28,47,75,103,115,176,190
4,32,42,46,103,108,172
4,27,73,103,172,190,191
36,56,103,121,160,172,183
36,73,76,79,160,185,190
27,36,131,156,160,166,193
36,115,156,160,166,190,193
27,75,108,115,160,176,190
8,79,101,108,115,144,146
26,32,46,108,122,165,172
19,26,48,108,122,160,190
20,27,60,116,159,172,190
26,75,97,117,154,160,165
4,32,46,115,122,160,197
10,37,108,160,165,172,189
32,37,46,129,147,172,189
8,27,73,103,108,115,190
27,108,115,161,165,172,190
8,15,42,73,83,172,190
3,27,32,42,46,103,190
3,27,32,42,115,170,190
32,73,84,108,161,165,190
8,73,79,83,108,127,190
26,32,46,83,165,172,190
27,32,36,103,127,172,185
42,73,103,115,160,172,190
4,42,106,108,119,165,190
26,46,94,106,158,160,190
73,83,96,106,108,115,160
3,4,42,83,104,183,190
19,20,27,32,36,53,115
27,37,75,108,115,160,165
4,22,27,32,160,170,183
4,19,36,73,129,172,190
4,8,27,36,46,130,160
27,32,103,104,115,170,183
46,73,115,160,161,165,172
4,20,42,83,96,129,190
4,73,103,108,165,172,190
73,75,101,103,115,146,190
4,19,73,108,117,129,172
26,32,36,108,115,172,185
4,27,32,108,115,160,190
27,36,39,73,108,127,159
20,26,61,97,108,117,165
8,17,32,46,79,83,190
8,17,32,103,115,127,160
8,44,104,127,139,161,190
4,27,83,106,108,160,172
4,8,27,79,108,144,190
1,8,32,103,108,115,172
8,27,32,46,160,165,190
4,32,83,115,165,180,190
8,42,46,83,115,172,190
4,8,19,83,160,165,172
8,36,73,103,115,160,172
4,32,78,103,108,115,122
4,15,27,42,103,115,190
1,27,28,32,84,103,115
42,73,83,103,160,165,172
10,75,108,115,147,172,189
90,100,102,103,108,115,160
22,46,80,115,122,160,190
8,13,32,108,155,165,190
3,22,42,104,115,170,190
73,94,103,160,171,173,190
27,42,44,115,160,183,190
3,4,27,103,115,123,170
27,46,103,127,144,164,185
32,90,93,103,139,183,197
27,47,73,115,159,164,176
4,76,79,103,108,160,190
28,32,42,73,103,108,159
4,27,46,83,108,123,160
3,4,22,42,104,115,183
4,27,46,103,108,127,190
46,73,83,108,115,172,190
4,32,103,108,122,160,165
4,19,20,129,172,190,191
3,4,27,32,42,83,170
82,103,107,115,140,144,195
36,95,116,149,160,172,190
46,73,79,83,103,115,127
61,84,95,117,154,172,190
32,73,78,93,108,160,165
19,27,42,73,108,127,172
4,46,73,103,108,127,160
8,84,103,115,160,172,176
22,42,46,59,103,121,144
8,13,27,36,73,108,172
32,44,82,104,115,127,195
4,42,46,106,115,160,168
36,39,79,103,127,139,190
26,84,95,97,108,117,165
4,8,27,42,73,103,190
75,84,108,115,160,172,190
4,8,27,46,69,79,190
4,32,115,129,160,190,191
4,32,42,73,115,160,190
32,36,96,103,160,185,190
8,32,36,73,127,160,172
3,46,55,104,110,115,197
27,32,83,108,115,123,165
8,27,73,84,115,165,190
46,73,141,160,172,185,190
4,32,83,115,159,165,190
36,89,95,119,131,149,172
1,32,36,73,75,108,172
4,26,46,122,160,165,190
4,19,32,93,103,108,122
3,22,27,32,115,160,170
4,26,42,46,83,122,160
4,27,108,165,172,184,190
4,42,46,115,160,170,190
61,95,108,115,117,154,165
27,75,103,108,160,164,176
8,17,73,79,103,108,115
46,108,115,127,141,172,185
33,79,90,108,115,165,193
4,73,90,100,160,172,197
4,26,32,79,122,160,190
73,103,121,160,165,171,172
3,32,103,107,115,144,195
22,32,46,83,104,170,190
4,42,83,108,115,122,160
32,46,103,121,138,165,190
8,13,42,73,94,103,165,190
42,73,96,103,139,165,172,177
4,26,94,108,122,160,165,171
8,27,75,103,115,160,165,190
4,27,32,83,103,115,160,190
14,27,103,108,115,131,145,193
32,42,73,83,103,108,115,165
8,32,42,46,73,103,127,172
74,75,90,108,115,160,165,172
8,27,73,103,108,127,160,190
4,42,83,119,149,160,170,183
3,4,20,32,34,156,160,174
4,26,32,73,103,108,120,171
8,27,103,115,116,164,165,190
4,46,94,103,108,120,122,190
4,27,90,93,108,123,162,165
4,8,13,20,32,53,121,172
8,27,116,154,160,164,165,190
4,25,27,103,127,159,160,165
8,32,42,108,127,165,172,190
27,32,46,108,115,127,172,190
27,32,73,79,103,108,165,190
51,90,103,108,125,160,165,172
4,8,27,46,108,115,127,160
4,25,27,32,108,159,160,165
13,27,46,88,105,108,160,172
4,32,42,126,127,131,181,189
4,9,32,53,116,121,183,190
16,27,73,103,115,164,190,195
4,25,103,108,115,160,172,190
4,20,42,83,106,115,136,165
42,46,83,103,108,115,151,190
4,27,32,73,103,135,160,190
4,83,90,93,103,108,125,165
3,4,27,32,115,126,172,174
27,32,46,103,115,160,185,190
27,30,42,83,103,139,172,190
4,19,26,42,83,122,165,172
22,93,98,103,115,123,160,165
16,23,27,75,108,144,164,190
4,73,108,115,127,165,172,190
4,8,32,42,73,103,115,165
21,27,46,87,108,127,172,192
32,46,73,83,103,108,165,172
4,26,32,94,108,120,160,165
27,32,45,103,108,160,193,197
27,36,73,108,125,127,160,197
4,46,106,115,127,160,172,190
19,27,68,90,93,108,160,197
4,8,27,42,73,103,127,160
28,32,36,73,108,122,172,190
27,42,46,83,115,157,160,190
4,9,20,32,42,116,160,172
8,10,27,28,75,103,115,172
27,32,73,75,103,108,115,147
14,42,70,73,127,160,172,197
4,14,27,79,108,115,125,193
4,70,103,115,125,127,172,197
8,13,27,108,121,160,186,190
8,27,32,42,83,103,127,160
8,27,32,73,103,108,165,190
4,27,73,108,115,165,172,190
8,27,32,46,73,75,160,172
4,73,83,90,93,108,125,165
4,90,103,105,124,160,165,197
4,32,42,108,159,160,165,190
4,27,73,83,108,125,160,172
19,26,108,145,165,171,179,190
25,27,32,42,103,127,159,190
13,27,46,73,94,103,108,190
4,32,73,103,108,125,172,179
4,27,68,79,90,93,115,160
27,46,83,90,93,125,165,172
46,73,108,115,134,144,172,190
73,75,93,108,115,122,165,178
8,27,46,73,83,103,127,172
27,73,83,103,108,115,127,172
26,32,73,75,108,160,165,176
3,27,58,103,107,115,127,172
4,73,101,103,108,134,172,190
26,73,108,121,122,144,179,191
4,27,83,115,160,172,183,190
4,27,42,73,83,108,160,165
8,27,46,103,108,115,160,172
4,27,108,115,127,157,160,190
4,20,116,160,165,172,189,193
4,26,46,73,94,103,165,190
27,42,70,73,108,115,125,160
4,46,59,107,109,138,144,195
65,75,103,115,165,172,176,190
3,27,104,115,126,160,181,190
4,27,32,46,108,127,160,172
26,65,73,75,103,108,165,190
27,32,74,75,87,108,116,160
4,8,32,42,46,73,83,103
32,42,46,103,108,115,127,190
4,8,27,46,73,108,127,160
8,27,32,73,108,160,165,190
19,32,73,121,145,165,172,179
4,8,32,73,83,108,160,172
4,27,32,73,83,103,108,127
27,87,93,103,108,115,116,160
8,13,20,36,53,108,121,194
27,28,83,106,127,160,165,172
32,42,46,73,83,115,165,190
3,4,27,32,127,160,181,189
27,32,46,73,103,108,172,190
20,27,28,73,84,108,150,172
27,74,75,93,108,160,165,172
25,27,42,115,127,159,160,190
27,32,83,93,108,160,193,198
8,13,27,32,121,172,190,194
4,5,26,32,42,46,104,190
4,46,73,90,125,160,165,172
4,19,32,95,122,160,165,172
8,27,32,36,103,108,115,160
7,75,103,159,164,165,172,190
27,75,90,93,108,115,160,172
4,25,42,159,160,165,172,190
27,103,108,115,127,165,172,190
32,90,100,108,125,160,165,197
13,36,56,79,103,138,144,190
4,19,84,103,115,127,176,190
27,32,74,75,87,108,160,172
8,13,27,32,94,108,160,190
27,36,73,75,103,108,115,195
4,27,88,105,108,164,172,197
90,100,115,125,160,165,172,197
73,103,108,115,127,139,160,165
27,32,46,90,103,115,160,172
32,65,75,108,115,160,172,178
4,8,27,46,83,103,115,127
8,42,46,83,103,108,127,190
11,32,79,87,103,128,160,165
27,46,73,93,103,125,160,165
11,32,87,93,103,115,128,160
4,27,36,107,108,128,190,195
4,32,58,104,107,127,144,175
11,32,46,79,87,90,103,115
13,27,32,42,46,103,165,190
27,42,103,108,115,159,165,172
4,103,108,115,151,160,183,190
27,28,32,75,115,159,160,190
4,73,103,115,127,160,172,190
4,27,32,36,53,108,172,190
4,27,83,103,108,125,165,172
27,46,73,106,115,127,160,190
27,73,79,90,93,115,128,197
4,94,103,108,122,165,171,190
4,8,13,32,46,73,160,190
4,27,32,36,46,103,115,144
4,70,73,103,108,127,165,172
32,101,122,139,142,145,172,190
25,32,42,103,115,160,165,172
3,32,64,93,103,115,160,191
4,27,32,42,83,115,151,190
4,73,103,108,115,125,165,172
3,9,20,32,53,172,183,190
4,32,103,108,122,160,165,190
7,8,75,108,115,159,160,172
16,23,28,73,103,115,164,190
4,27,42,46,83,115,127,165
4,19,42,106,117,129,160,172
4,13,46,73,103,160,164,172
32,83,103,115,122,160,165,190
27,32,90,108,115,116,160,172
4,22,27,42,46,49,190,195
4,27,32,42,103,108,160,165
4,26,73,108,121,160,171,172
8,27,42,46,73,108,115,172
4,19,27,84,103,165,172,176
4,27,36,73,103,105,160,197
28,73,103,145,160,165,172,176
27,42,46,73,83,103,160,190
8,32,46,48,79,103,115,190
3,4,20,116,121,160,183,190
32,36,73,108,112,122,144,145
20,27,116,121,160,172,183,190
4,20,27,42,116,159,172,190
32,36,45,79,103,125,160,193
8,32,73,83,103,108,165,172
1,27,28,75,84,150,172,190
4,8,32,36,73,107,172,190
4,8,13,27,46,94,165,190
8,14,18,20,32,127,172,190
8,27,46,103,115,127,165,172
32,46,73,108,160,165,171,190
8,27,46,83,108,115,165,190
27,90,93,100,103,115,165,197
3,4,20,36,115,126,174,191
27,32,42,104,115,127,131,181
26,103,108,112,122,125,145,172
32,42,73,115,122,165,172,177
4,26,32,46,108,120,165,171
4,32,42,46,83,127,160,190
8,27,73,103,108,115,157,172
21,32,103,108,127,165,172,190
4,32,48,73,79,83,160,190
27,36,88,103,108,160,172,197
3,26,32,42,46,115,122,160
3,4,20,27,42,53,121,190
4,8,27,32,46,108,115,190
19,27,68,103,108,115,128,160
4,14,32,36,45,115,125,160
4,27,42,46,108,151,160,172
90,100,103,108,124,160,172,197
4,27,42,46,103,127,160,165
4,27,32,36,73,160,193,197
4,32,103,108,115,127,159,190
4,8,46,73,83,108,115,160
4,27,46,51,108,125,160,172
27,46,87,103,108,127,165,190
4,32,42,46,73,103,108,190
20,27,42,53,116,121,160,183
4,26,46,94,103,120,122,160
4,26,32,46,108,165,171,190
27,42,46,83,115,151,160,172
3,4,42,46,103,104,183,197
4,19,20,42,115,136,165,172
27,46,103,127,165,171,190,192
25,27,32,103,108,160,165,190
21,46,103,127,165,171,190,192
4,46,90,93,103,123,160,162
4,46,83,103,115,127,128,190
4,8,32,73,103,127,160,190
42,73,83,115,129,136,172,190
4,26,32,46,94,108,120,190
16,75,103,108,115,144,164,195
4,32,42,108,115,127,160,165
3,4,9,42,53,121,172,190
4,26,83,95,103,165,189,190
4,20,32,36,53,73,172,190
4,19,27,73,79,93,103,128
21,27,32,46,103,172,190,192
20,73,83,108,115,117,136,190
26,73,103,108,121,160,165,190
4,27,32,36,58,103,108,138
3,4,26,32,42,103,122,190
4,32,42,46,73,103,108,115
27,32,46,73,103,108,127,190
42,108,115,127,160,165,172,190
27,46,73,90,108,128,160,165
4,26,32,73,94,122,165,190
46,73,75,103,108,115,160,172
42,73,83,103,106,108,115,160
4,25,27,32,42,103,115,127
26,65,93,100,108,115,160,165
4,26,42,46,103,108,125,172
4,27,32,93,103,125,165,197
27,32,75,87,103,115,160,165
27,32,74,75,87,115,116,160
4,27,32,42,73,115,172,190
27,32,46,73,75,115,165,190
4,27,31,115,145,170,172,183
4,13,32,53,73,121,172,194
44,90,98,104,115,165,189,197
27,46,73,87,160,165,172,190
4,32,42,46,104,170,183,197
4,26,73,94,108,120,122,165
4,27,73,88,105,108,160,197
4,8,36,101,107,127,185,190
1,8,20,27,73,75,160,190
4,42,83,103,108,115,151,190
8,32,73,108,147,160,165,190
27,74,90,103,108,116,165,172
4,19,73,79,90,115,160,197
4,46,73,103,108,135,165,190
8,27,32,103,115,165,172,190
27,32,74,87,103,108,115,165
36,38,46,58,107,108,125,197
4,27,42,103,115,127,160,165
4,32,34,53,129,160,172,174
4,32,42,83,108,160,165,172
16,23,73,75,103,108,115,195
4,27,68,73,79,90,160,197
1,27,84,108,115,160,172,190
8,27,32,108,127,165,172,190
27,32,42,83,103,115,160,190
8,42,103,115,127,160,165,190
75,103,108,115,145,160,172,190
21,46,103,108,160,165,172,190
4,32,42,93,104,170,172,183
8,32,73,103,108,147,165,172
4,32,46,103,108,115,160,190
10,28,75,103,108,115,160,172
4,8,13,27,46,94,160,190
4,32,73,108,122,165,171,190
27,28,36,108,144,164,190,195
8,27,32,75,108,115,160,190
4,19,27,90,93,116,160,198
4,13,27,32,42,73,108,190
8,27,103,108,159,165,172,190
13,27,56,58,79,108,138,144
73,83,121,125,160,165,172,188
27,32,74,87,103,108,115,116
27,74,87,90,103,108,115,160
3,26,42,95,104,115,122,160
27,46,58,79,108,109,144,190
8,32,42,127,165,172,189,190
13,20,36,53,121,172,190,194
4,73,93,100,103,160,165,172
27,32,42,73,127,160,165,190
28,36,101,108,115,139,145,190
4,8,27,42,46,103,108,160
74,87,93,103,108,116,160,165
8,27,32,42,103,127,160,190
4,14,19,103,108,115,127,165
28,38,108,122,139,142,145,172
8,13,27,46,48,79,108,165,190
4,22,32,83,104,115,170,183,190
27,73,84,108,115,160,172,176,190
4,8,19,27,83,108,160,165,172
4,27,84,108,125,127,129,165,172
4,26,89,95,116,119,122,160,190
27,46,90,93,103,106,108,121,160
4,32,73,115,129,160,172,190,191
27,36,79,103,108,115,130,160,183
32,36,115,145,156,160,166,190,193
4,36,38,46,58,108,115,164,190
8,27,28,32,73,75,84,108,160
4,8,32,83,115,116,159,165,190
26,84,97,108,115,117,160,172,190
4,46,73,94,108,158,160,165,173
46,73,90,93,100,103,108,115,160
32,44,82,103,107,115,140,144,195
3,4,22,27,96,115,123,190,191
20,26,61,84,95,97,108,117,165
26,46,73,106,120,160,165,171,173
4,46,73,90,100,102,103,160,172
19,26,48,73,108,122,160,165,190
4,32,46,83,103,108,115,160,172
19,27,42,73,108,115,127,160,172
8,27,46,103,108,141,160,185,190
3,22,27,32,42,46,103,115,190
27,32,36,73,103,115,160,185,190
4,8,13,42,46,73,103,160,165
13,27,32,42,73,103,108,121,160
4,13,27,32,42,46,103,160,165
8,42,46,83,107,108,115,172,190
22,27,32,44,103,104,160,183,190
26,36,71,75,95,100,103,144,185
8,10,28,32,103,108,131,160,186
20,27,73,108,115,161,165,172,190
4,8,13,27,36,46,73,108,172
4,8,27,36,103,108,130,183,190
4,8,27,32,42,46,73,165,172
3,22,27,32,46,104,115,160,170
4,27,38,46,108,127,144,172,197
46,73,94,103,120,158,165,171,190
4,46,73,83,108,115,165,172,190
4,20,32,33,83,93,108,159,160
4,27,73,121,127,160,171,172,190
8,13,27,32,79,85,103,108,152
20,32,42,108,159,160,165,172,190
27,42,44,115,131,139,160,183,190
32,73,103,108,160,165,172,176,190
26,36,58,71,95,100,144,172,185
4,27,46,83,103,115,127,165,190
4,27,42,46,83,115,160,170,190
28,73,75,103,115,160,165,172,176
8,27,73,103,108,115,160,176,190
3,22,42,46,83,104,115,170,190
19,32,73,78,103,115,160,172,197
42,44,82,107,127,139,140,182,195
42,73,83,108,127,129,165,172,190
4,8,19,27,73,79,108,144,190
26,46,79,103,115,122,160,165,190
8,27,42,46,73,103,115,165,172
13,27,32,36,46,56,108,160,183
8,19,32,73,103,108,159,160,172
27,32,46,83,108,115,127,172,190
32,36,46,79,103,108,115,144,197
8,13,46,73,85,108,152,172,190
4,27,46,83,104,165,180,189,190
8,27,46,73,86,115,147,165,190
8,28,47,75,103,115,164,176,190
4,8,27,42,103,108,165,172,190
19,20,27,36,53,115,160,190,191
3,4,22,42,46,103,160,170,183
4,13,36,46,85,103,108,144,152
27,47,73,75,103,108,160,164,176
8,27,32,45,73,92,108,115,125
27,46,73,90,91,93,106,108,197
4,73,90,93,100,102,103,115,160
1,27,28,32,75,84,103,115,190
26,61,95,108,117,154,160,165,172
20,27,42,73,83,159,160,172,190
3,4,32,46,104,115,122,160,197
4,20,27,32,36,160,172,190,191
27,32,83,108,115,127,129,159,165
4,27,46,73,141,160,172,185,190
4,42,46,108,115,119,160,165,190
3,4,22,32,42,83,104,160,183
32,46,103,108,121,123,160,165,190
28,32,73,75,108,115,160,176,190
4,73,90,93,100,102,160,172,197
3,4,22,42,103,115,160,170,183
4,27,32,38,46,58,107,172,185
10,27,32,115,129,160,165,189,190
4,15,19,42,52,83,96,103,190
4,8,13,27,46,69,79,165,190
27,28,32,73,84,108,161,165,190
3,4,27,32,42,83,160,170,183
4,8,13,42,73,103,165,172,190
61,84,95,108,117,154,160,172,190
4,26,46,94,103,106,108,158,190
19,42,73,103,115,160,165,172,190
4,27,42,83,106,108,119,160,172
8,27,73,75,84,103,108,165,176
103,108,115,159,160,164,172,176,190
3,4,22,103,115,160,170,183,190
27,28,73,75,103,115,160,165,190
20,84,95,97,108,115,160,165,172
4,27,46,73,103,108,115,160,165
4,26,46,94,103,108,158,173,190
8,32,46,73,79,103,108,127,165
4,22,27,32,42,160,170,183,190
8,27,47,73,75,159,160,164,190
27,46,90,91,106,108,160,165,172
4,15,27,42,103,107,115,165,190
26,36,95,116,119,149,160,172,190
22,27,42,46,83,104,160,170,190
4,27,32,73,103,115,127,160,190
75,84,103,108,115,165,168,172,176
42,103,106,108,119,127,160,165,172
3,55,103,110,122,123,160,191,197
4,19,20,27,53,108,115,129,191
4,8,32,79,85,103,108,165,190
3,4,42,46,83,104,170,183,190
27,44,90,93,98,103,104,115,160
32,36,73,76,79,115,160,185,190
4,8,27,83,103,115,160,172,190
3,4,27,32,46,83,103,115,183
4,13,27,46,103,108,184,189,190
4,27,32,46,96,108,115,160,165
13,28,69,73,79,81,155,159,165
3,4,20,32,36,53,126,190,191
8,13,32,79,103,108,155,165,190
10,27,28,32,75,103,172,186,190
8,27,32,73,84,108,165,172,176
27,37,75,108,115,147,160,165,172
27,28,75,103,115,160,165,172,176
8,28,73,84,103,115,160,172,176
4,27,73,103,108,160,171,172,190
10,27,37,75,115,147,160,172,189
4,27,46,73,101,115,127,144,164
27,32,37,75,108,129,147,160,189
4,13,32,73,85,103,108,165,190
13,27,32,36,46,73,108,144,190
4,8,46,73,108,127,141,172,190
4,46,73,90,93,103,115,172,197
20,32,73,90,93,115,159,160,165
3,4,22,27,32,103,131,160,166
26,75,84,97,117,154,160,165,190
8,27,28,73,75,103,108,115,190
46,73,91,106,108,121,160,165,197
4,27,32,42,73,115,129,160,165
4,27,36,79,103,108,115,130,160
4,73,94,103,158,160,171,173,190
8,13,32,46,48,79,108,121,160
4,42,46,106,115,160,165,168,172
8,27,46,103,108,160,172,185,190
3,20,36,53,115,126,160,172,191
4,8,27,32,73,103,108,115,160
8,47,75,103,108,115,160,164,190
4,32,42,83,108,115,122,160,172
4,26,32,79,95,108,122,160,190
42,73,83,96,106,108,115,160,168
8,36,39,48,73,79,103,159,190
4,32,42,73,93,108,115,172,197
3,4,32,46,55,104,123,191,197
26,32,36,75,100,108,115,172,185
13,27,32,36,56,103,108,121,172
19,27,32,36,73,79,103,185,190
27,29,32,44,104,126,160,161,190
3,4,27,32,103,160,166,190,193
4,8,27,79,103,108,183,185,190
8,28,75,79,101,108,115,144,146
8,17,27,73,79,83,103,108,115
19,20,27,32,36,53,115,129,190
32,73,75,84,108,115,160,161,172
1,8,28,32,75,103,108,115,172
4,27,46,48,103,108,138,165,190
8,22,29,44,104,127,139,161,190
4,27,32,36,96,103,160,185,190
20,61,75,84,95,115,117,160,190
8,32,73,84,103,108,115,176,190
20,42,83,96,106,108,117,160,172
20,27,42,50,108,115,129,159,165
22,26,46,57,120,122,138,160,191
73,90,93,100,102,108,115,160,172
27,28,73,75,79,103,108,155,165
32,46,83,108,122,160,165,172,190
32,103,115,127,141,160,172,185,190
8,27,48,73,75,79,103,108,144
4,32,46,73,103,108,127,141,160
8,27,32,36,46,85,144,152,172
4,26,73,94,103,158,165,171,173
4,26,32,42,73,83,103,108,172
46,73,90,93,103,108,115,172,197
13,36,56,103,108,121,160,172,183
8,46,73,86,115,160,161,165,190
4,27,32,42,46,103,108,160,172
4,27,32,36,103,108,121,172,190
4,32,36,43,58,108,115,125,197
13,27,32,46,73,103,108,160,165
4,46,83,103,119,127,160,172,190
27,32,58,79,83,104,144,175,190
46,73,90,93,100,102,103,108,197
4,46,93,102,103,108,115,160,172
32,44,82,104,115,127,182,190,195
4,27,32,46,83,108,123,160,165
4,8,32,42,46,73,103,108,165
8,27,47,73,115,159,160,164,176
27,42,46,73,103,115,160,172,190
61,75,84,95,115,154,160,165,190
8,27,32,46,83,103,160,165,190
8,75,84,108,115,160,165,172,190
22,32,42,83,103,131,166,190,195
3,4,22,46,83,115,160,183,190
46,73,94,103,108,158,171,173,190
8,27,73,103,115,159,164,176,190
